date,stream_no,DOC_rep,DOC_mmolm3,DOC_flag,TN_rep,TN_mmolm3,TN_flag,TP_rep,TP_mmolm3,TP_flag
2005-04-18,760,1,206.3160348689086,"NA",NA,NA,NA,NA,NA,NA
2005-04-18,788,1,311.38901146477724,"NA",NA,NA,NA,NA,NA,NA
2005-04-18,790,1,457.3422032021448,"NA",NA,NA,NA,NA,NA,NA
2005-04-18,830,1,845.9956538752945,"NA",NA,NA,NA,NA,NA,NA
2005-04-18,835,1,316.5510752911987,"NA",NA,NA,NA,NA,NA,NA
2005-08-30,760,1,316.05152072735143,"NA",NA,NA,NA,NA,NA,NA
2005-09-01,788,1,924.0094249294381,"NA",NA,NA,NA,NA,NA,NA
2005-09-01,790,1,1685.2473211386514,"NA",NA,NA,NA,NA,NA,NA
2005-10-28,760,1,296.2358563614111,"NA",NA,NA,NA,NA,NA,NA
2005-10-28,788,1,455.3439849467559,"NA",NA,NA,NA,NA,NA,NA
2005-10-28,790,1,628.1898640378996,"NA",NA,NA,NA,NA,NA,NA
2005-11-30,760,1,277.9188556870124,"NA",NA,NA,NA,NA,NA,NA
2005-11-30,788,1,446.268743703531,"NA",NA,NA,NA,NA,NA,NA
2005-11-30,790,1,622.5282456476309,"NA",NA,NA,NA,NA,NA,NA
2005-12-31,760,1,184.25237496565563,"NA",NA,NA,NA,NA,NA,NA
2005-12-31,788,1,266.1793234366024,"NA",NA,NA,NA,NA,NA,NA
2005-12-31,790,1,486.5661451872081,"NA",NA,NA,NA,NA,NA,NA
2006-02-08,760,1,182.00437942834304,"NA",NA,NA,NA,NA,NA,NA
2006-02-08,788,1,267.6779871281441,"NA",NA,NA,NA,NA,NA,NA
2006-02-08,790,1,359.09647231218827,"NA",NA,NA,NA,NA,NA,NA
2006-02-23,760,1,189.16466151015342,"NA",NA,NA,NA,NA,NA,NA
2006-02-23,788,1,224.7995537312563,"NA",NA,NA,NA,NA,NA,NA
2006-02-23,790,1,380.57731855761944,"NA",NA,NA,NA,NA,NA,NA
2006-04-11,760,1,210.47898956763552,"NA",NA,NA,NA,NA,NA,NA
2006-04-11,788,1,268.34405987994035,"NA",NA,NA,NA,NA,NA,NA
2006-04-11,790,1,469.6645491103766,"NA",NA,NA,NA,NA,NA,NA
2006-04-30,760,1,154.02932385289785,"NA",NA,NA,NA,NA,NA,NA
2006-04-30,788,1,203.9847802376215,"NA",NA,NA,NA,NA,NA,NA
2006-04-30,790,1,479.5723812933468,"NA",NA,NA,NA,NA,NA,NA
2006-05-30,788,1,263.9313278992898,"NA",NA,NA,NA,NA,NA,NA
2006-05-30,790,1,672.7334793142782,"NA",NA,NA,NA,NA,NA,NA
2006-07-12,760,1,335.5341487173937,"NA",NA,NA,NA,NA,NA,NA
2006-07-12,788,1,382.1592413431357,"NA",NA,NA,NA,NA,NA,NA
2006-07-12,790,1,1073.2097213318125,"NA",NA,NA,NA,NA,NA,NA
2006-08-23,760,1,344.69264905459295,"NA",NA,NA,NA,NA,NA,NA
2006-08-23,788,1,381.3266504033903,"NA",NA,NA,NA,NA,NA,NA
2006-08-23,790,1,1074.0423122715579,"NA",NA,NA,NA,NA,NA,NA
2006-09-26,760,1,366.3400134879733,"NA",NA,NA,NA,NA,NA,NA
2006-09-26,788,1,320.5475118019766,"NA",NA,NA,NA,NA,NA,NA
2006-09-26,790,1,1114.006677379337,"NA",NA,NA,NA,NA,NA,NA
2006-10-24,760,1,343.02746717510223,"NA",NA,NA,NA,NA,NA,NA
2006-10-24,788,1,548.6774292922145,"NA",NA,NA,NA,NA,NA,NA
2006-10-24,790,1,885.8767598890989,"NA",NA,NA,NA,NA,NA,NA
2006-11-21,760,1,162.35523325035177,"NA",NA,NA,NA,NA,NA,NA
2006-11-21,788,1,169.8485517080603,"NA",NA,NA,NA,NA,NA,NA
2006-11-21,790,1,398.81106013804356,"NA",NA,NA,NA,NA,NA,NA
2006-12-12,760,1,91.58500337199332,"NA",NA,NA,NA,NA,NA,NA
2006-12-12,788,1,199.8218255388945,"NA",NA,NA,NA,NA,NA,NA
2006-12-12,790,1,391.3177416803351,"NA",NA,NA,NA,NA,NA,NA
2007-05-29,760,1,172.34632452729647,"NA",NA,NA,NA,NA,NA,NA
2007-05-29,788,1,220.63659903252932,"NA",NA,NA,NA,NA,NA,NA
2007-05-29,790,1,654.4164786398795,"NA",NA,NA,NA,NA,NA,NA
2007-07-23,760,1,247.27950910438196,"NA",NA,NA,NA,NA,NA,NA
2007-07-23,788,1,239.7861906466734,"NA",NA,NA,NA,NA,NA,NA
2007-07-23,790,1,1098.1874495241743,"NA",NA,NA,NA,NA,NA,NA
2007-08-01,760,1,245.61432722489116,"NA",NA,NA,NA,NA,NA,NA
2007-08-01,788,1,155.69450573238862,"NA",NA,NA,NA,NA,NA,NA
2007-08-01,790,1,1230.5694089436918,"NA",NA,NA,NA,NA,NA,NA
2007-08-20,760,1,124.88864096180906,"NA",NA,NA,NA,NA,NA,NA
2007-08-20,788,1,128.21900472079065,"NA",NA,NA,NA,NA,NA,NA
2007-08-20,790,1,1079.0378579100304,"NA",NA,NA,NA,NA,NA,NA
2007-09-09,760,1,479.5723812933468,"NA",NA,NA,NA,NA,NA,NA
2007-09-09,788,1,191.49591614144055,"NA",NA,NA,NA,NA,NA,NA
2007-09-09,790,1,765.1510736260168,"NA",NA,NA,NA,NA,NA,NA
2007-10-29,760,1,296.4023745493602,"NA",NA,NA,NA,NA,NA,NA
2007-10-29,788,1,342.19487623535684,"NA",NA,NA,NA,NA,NA,NA
2007-10-29,790,1,1100.6852223434105,"NA",NA,NA,NA,NA,NA,NA
2008-02-23,760,1,196.49146177991292,"NA",NA,NA,NA,NA,NA,NA
2008-02-24,788,1,228.96250842998327,"NA",NA,NA,NA,NA,NA,NA
2008-02-24,790,1,422.1236064509146,"NA",NA,NA,NA,NA,NA,NA
2008-03-23,760,1,179.00705204525963,"NA",NA,NA,NA,NA,NA,NA
2008-03-23,788,1,228.96250842998327,"NA",NA,NA,NA,NA,NA,NA
2008-03-23,790,1,413.79769705346064,"NA",NA,NA,NA,NA,NA,NA
2008-04-26,760,1,233.95805406845562,"NA",NA,NA,NA,NA,NA,NA
2008-04-26,788,1,278.08537387496153,"NA",NA,NA,NA,NA,NA,NA
2008-04-26,790,1,557.0033386896685,"NA",NA,NA,NA,NA,NA,NA
2008-05-21,760,1,273.92241917623454,"NA",NA,NA,NA,NA,NA,NA
2008-05-21,788,1,213.97587151456617,"NA",NA,NA,NA,NA,NA,NA
2008-05-21,790,1,716.0282081810385,"NA",NA,NA,NA,NA,NA,NA
2008-06-18,510,1,193.16109802093135,"NA",NA,NA,NA,1,0.22599774047459076,"NA"
2008-06-18,750,1,126.55382284129985,"NA",NA,NA,NA,NA,NA,NA
2008-06-18,760,1,397.1458782585527,"NA",NA,NA,NA,NA,NA,NA
2008-06-18,790,1,1120.6674048973,"NA",NA,NA,NA,NA,NA,NA
2008-06-18,800,1,284.7461013929247,"NA",NA,NA,NA,NA,NA,NA
2008-06-25,760,1,448.7665165227672,"NA",NA,NA,NA,NA,NA,NA
2008-06-25,788,1,278.08537387496153,"NA",NA,NA,NA,NA,NA,NA
2008-06-25,790,1,1096.5222676446836,"NA",NA,NA,NA,NA,NA,NA
2008-07-23,750,1,128.21900472079065,"NA",NA,NA,NA,NA,NA,NA
2008-07-23,760,1,452.0968802817488,"NA",NA,NA,NA,NA,NA,NA
2008-07-23,800,1,477.907199413856,"NA",NA,NA,NA,NA,NA,NA
2008-07-28,760,1,446.268743703531,"NA",NA,NA,NA,NA,NA,NA
2008-07-28,788,1,418.7932426919331,"NA",NA,NA,NA,NA,NA,NA
2008-07-28,790,1,1306.3351844605227,"NA",NA,NA,NA,NA,NA,NA
2008-08-22,760,1,304.7282839468141,"NA",NA,NA,NA,NA,NA,NA
2008-08-22,788,1,180.67223392475043,"NA",NA,NA,NA,NA,NA,NA
2008-08-22,790,1,961.6425354059298,"NA",NA,NA,NA,NA,NA,NA
2008-09-30,760,1,345.52523999433845,"NA",NA,NA,NA,NA,NA,NA
2008-09-30,788,1,407.1369695354975,"NA",NA,NA,NA,1,0.32285391496370114,"NA"
2008-09-30,790,1,1188.1072710166768,"NA",NA,NA,NA,1,0.3874246979564413,"NA"
2008-11-11,760,1,240.6187815864188,"NA",NA,NA,NA,NA,NA,NA
2008-11-11,788,1,307.2260567660503,"NA",NA,NA,NA,NA,NA,NA
2008-11-11,790,1,754.3273914093267,"NA",NA,NA,NA,NA,NA,NA
2008-12-09,760,1,177.34187016576885,"NA",NA,NA,NA,NA,NA,NA
2008-12-09,788,1,210.64550775558462,"NA",NA,NA,NA,NA,NA,NA
2008-12-09,790,1,432.9472886676047,"NA",NA,NA,NA,NA,NA,NA
2009-01-06,760,1,104.90645840791962,"NA",NA,NA,NA,NA,NA,NA
2009-01-06,788,1,108.23682216690118,"NA",NA,NA,NA,NA,NA,NA
2009-01-06,790,1,373.8333319456818,"NA",NA,NA,NA,NA,NA,NA
2009-03-22,760,1,168.18336982856954,"NA",NA,NA,NA,NA,NA,NA
2009-03-22,788,1,249.77728192361812,"NA",NA,NA,NA,NA,NA,NA
2009-03-22,790,1,345.52523999433845,"NA",NA,NA,NA,NA,NA,NA
2009-03-31,505,2,264.7639188390352,"NA, NA",NA,NA,NA,NA,NA,NA
2009-03-31,540,1,358.01410409051925,"NA",NA,NA,NA,NA,NA,NA
2009-03-31,670,1,213.97587151456617,"NA",NA,NA,NA,NA,NA,NA
2009-03-31,760,1,211.47809869533003,"NA",NA,NA,NA,NA,NA,NA
2009-03-31,788,1,354.6837403315377,"NA",NA,NA,NA,NA,NA,NA
2009-03-31,805,1,463.75315343818437,"NA",NA,NA,NA,NA,NA,NA
2009-03-31,835,1,328.0408302596851,"NA",NA,NA,NA,NA,NA,NA
2009-04-30,505,1,258.1031913210721,"NA",1,11.730954357953406,"NA",NA,NA,NA
2009-04-30,665,1,198.9892345991491,"NA",1,17.50519847980488,"NA",NA,NA,NA
2009-04-30,760,1,248.11210004412732,"NA",1,10.906062340546026,"NA",NA,NA,NA
2009-04-30,788,1,253.94023662234505,"NA",1,16.267860453693803,"NA",NA,NA,NA
2009-04-30,790,1,684.3897524707137,"NA",1,25.125761242833786,"NA",NA,NA,NA
2009-04-30,805,1,359.6792859700101,"NA",1,17.9176444885085,"NA",NA,NA,NA
2009-04-30,835,1,165.68559700933335,"NA",1,11.318508349249717,"NA",NA,NA,NA
2009-05-13,505,1,388.81996886109886,"NA",1,10.081170323138712,"NA",NA,NA,NA
2009-05-13,540,1,567.8270209063585,"NA",1,15.44296843628649,"NA",NA,NA,NA
2009-05-13,665,1,361.34446784950086,"NA",NA,NA,NA,NA,NA,NA
2009-05-13,760,1,318.8823299224858,"NA",1,13.793184401471795,"NA",NA,NA,NA
2009-05-13,788,1,422.95619739066007,"NA",1,17.092752471101186,"NA",NA,NA,NA
2009-05-13,790,1,734.3452088554372,"NA",1,19.567428523323194,"NA",NA,NA,NA
2009-05-13,805,1,505.38270042545395,"NA",1,13.380738392768103,"NA",NA,NA,NA
2009-05-13,835,1,524.532292039598,"NA",1,10.493616331842404,"NA",NA,NA,NA
2009-06-03,505,1,403.80660577651594,"NA",NA,NA,NA,NA,NA,NA
2009-06-03,540,1,691.0504799886769,"NA",NA,NA,NA,NA,NA,NA
2009-06-03,665,1,351.3533765725561,"NA",NA,NA,NA,NA,NA,NA
2009-06-03,760,1,418.7932426919331,"NA",NA,NA,NA,NA,NA,NA
2009-06-03,788,1,416.29546987269686,"NA",NA,NA,NA,NA,NA,NA
2009-06-03,790,1,929.1714887558594,"NA",NA,NA,NA,NA,NA,NA
2009-06-03,805,1,482.070154112583,"NA",NA,NA,NA,NA,NA,NA
2009-06-03,835,1,581.9810668820302,"NA",NA,NA,NA,NA,NA,NA
2009-06-16,505,1,312.2216024045226,"NA",1,13.793184401471795,"NA",NA,NA,NA
2009-06-16,540,1,770.1466192644892,"NA",1,17.50519847980488,"NA",NA,NA,NA
2009-06-16,665,1,347.1904218738292,"NA",1,14.205630410175415,"NA",NA,NA,NA
2009-06-16,760,1,423.7887883304054,"NA",1,15.855414444990181,"NA",NA,NA,NA
2009-06-16,788,1,636.0994779654808,"NA",1,18.330090497212193,"NA",NA,NA,NA
2009-06-16,790,1,994.113582056,"NA",NA,NA,NA,NA,NA,NA
2009-06-16,805,1,926.6737159366232,"NA",1,21.629658566841584,"NA",NA,NA,NA
2009-06-16,835,1,635.2668870257354,"NA",1,19.154982514619572,"NA",NA,NA,NA
2009-07-01,505,1,316.2406901252675,"NA",NA,NA,NA,NA,NA,NA
2009-07-01,540,1,800.8089080890148,"NA",NA,NA,NA,NA,NA,NA
2009-07-01,665,1,316.83473172347243,"NA",NA,NA,NA,NA,NA,NA
2009-07-01,760,1,425.96017331359207,"NA",NA,NA,NA,NA,NA,NA
2009-07-01,788,1,640.0782242320382,"NA",NA,NA,NA,NA,NA,NA
2009-07-01,790,1,966.1476574863498,"NA",NA,NA,NA,NA,NA,NA
2009-07-01,805,1,851.794649832033,"NA",NA,NA,NA,NA,NA,NA
2009-07-01,830,1,1300.143302922411,"NA",NA,NA,NA,NA,NA,NA
2009-07-01,835,1,734.5308383465127,"NA",NA,NA,NA,NA,NA,NA
2009-07-15,505,1,366.7342259726286,"NA",NA,NA,NA,NA,NA,NA
2009-07-15,540,1,608.1697040999242,"NA",NA,NA,NA,NA,NA,NA
2009-07-15,665,1,250.64152506642827,"NA",NA,NA,NA,NA,NA,NA
2009-07-15,760,1,344.58496066815593,"NA",NA,NA,NA,NA,NA,NA
2009-07-15,788,1,303.0869118793168,"NA",NA,NA,NA,NA,NA,NA
2009-07-15,790,1,884.4245061905385,"NA",NA,NA,NA,NA,NA,NA
2009-07-15,805,1,556.9972635689019,"NA",NA,NA,NA,NA,NA,NA
2009-07-15,830,1,1050.730694762087,"NA",NA,NA,NA,NA,NA,NA
2009-07-15,835,1,456.6042334723846,"NA",NA,NA,NA,NA,NA,NA
2009-07-29,505,1,341.31585103660325,"NA",NA,NA,NA,NA,NA,NA
2009-07-29,540,1,748.0108299071686,"NA",NA,NA,NA,NA,NA,NA
2009-07-29,665,1,390.73939838460626,"NA",NA,NA,NA,NA,NA,NA
2009-07-29,760,1,477.1663641976646,"NA",NA,NA,NA,NA,NA,NA
2009-07-29,788,1,451.12692157410646,"NA",NA,NA,NA,NA,NA,NA
2009-07-29,790,1,932.5653795016361,"NA",NA,NA,NA,NA,NA,NA
2009-07-29,805,1,849.9415428085958,"NA",NA,NA,NA,NA,NA,NA
2009-07-29,830,1,1323.448249463287,"NA",NA,NA,NA,NA,NA,NA
2009-07-29,835,1,494.89716887883634,"NA",NA,NA,NA,NA,NA,NA
2009-08-11,505,1,362.7298663520295,"NA",NA,NA,NA,NA,NA,NA
2009-08-11,540,1,776.448642246054,"NA",NA,NA,NA,NA,NA,NA
2009-08-11,665,1,366.4130769862823,"NA",NA,NA,NA,NA,NA,NA
2009-08-11,760,1,483.67622485355395,"NA",NA,NA,NA,NA,NA,NA
2009-08-11,788,1,654.2174428256039,"NA",NA,NA,NA,NA,NA,NA
2009-08-11,790,1,935.6832601315576,"NA",NA,NA,NA,NA,NA,NA
2009-08-11,805,1,744.8415556404857,"NA",NA,NA,NA,NA,NA,NA
2009-08-11,830,1,1213.5515228645208,"NA",NA,NA,NA,NA,NA,NA
2009-08-11,835,1,835.8939487616792,"NA",NA,NA,NA,NA,NA,NA
2009-08-26,505,1,368.48494946148026,"NA",NA,NA,NA,NA,NA,NA
2009-08-26,540,1,981.9308601482929,"NA",NA,NA,NA,NA,NA,NA
2009-08-26,665,1,311.154347372169,"NA",NA,NA,NA,NA,NA,NA
2009-08-26,760,1,583.6652447479498,"NA",NA,NA,NA,NA,NA,NA
2009-08-26,788,1,310.8156141249653,"NA",NA,NA,NA,NA,NA,NA
2009-08-26,790,1,1311.8570429251834,"NA",NA,NA,NA,NA,NA,NA
2009-08-26,805,1,838.3079633337109,"NA",NA,NA,NA,1,0.6779932214237723,"NA"
2009-08-26,830,1,1578.2707418512825,"NA",NA,NA,NA,NA,NA,NA
2009-08-26,835,1,583.0724615653426,"NA",NA,NA,NA,NA,NA,NA
2009-09-10,505,1,355.97289716590376,"NA",NA,NA,NA,NA,NA,NA
2009-09-10,540,1,737.7746572775043,"NA",NA,NA,NA,NA,NA,NA
2009-09-10,665,1,151.98976561784573,"NA",NA,NA,NA,NA,NA,NA
2009-09-10,760,1,290.811619032496,"NA",NA,NA,NA,NA,NA,NA
2009-09-10,788,1,176.07110753671392,"NA",NA,NA,NA,NA,NA,NA
2009-09-10,790,1,843.7492270090503,"NA",NA,NA,NA,NA,NA,NA
2009-09-10,805,1,386.8870073800903,"NA",NA,NA,NA,NA,NA,NA
2009-09-10,830,1,516.9595843190273,"NA",NA,NA,NA,NA,NA,NA
2009-09-10,835,1,184.48707824192428,"NA",NA,NA,NA,NA,NA,NA
2009-11-17,505,1,370.12048030065193,"NA",1,17.48091984550251,"NA",NA,NA,NA
2009-11-17,540,1,545.6087420903852,"NA",1,17.48091984550251,"NA",NA,NA,NA
2009-11-17,665,1,290.1951333469116,"NA",1,12.384358913948326,"NA",NA,NA,NA
2009-11-17,760,1,293.2233607780787,"NA",1,11.534908293887923,"NA",NA,NA,NA
2009-11-17,788,1,402.7194313356141,"NA",1,20.0292003112796,"NA",NA,NA,NA
2009-11-17,790,1,735.1377195923859,"NA",1,20.87865093134,"NA",NA,NA,NA
2009-11-17,805,1,656.7264863542291,"NA",1,15.782089999785816,"NA",NA,NA,NA
2009-11-17,830,1,1147.2000440579236,"NA",1,23.851656707147296,"NA",NA,NA,NA
2009-11-17,835,1,418.936168398692,"NA",1,13.658534844038924,"NA",NA,NA,NA
2010-07-28,505,1,338.8645124763753,"NA",NA,NA,NA,NA,NA,NA
2010-07-28,540,1,1590.248694913702,"NA",NA,NA,NA,NA,NA,NA
2010-07-28,665,1,241.45137252616416,"NA",NA,NA,NA,NA,NA,NA
2010-07-28,788,1,195.65887084016754,"NA",NA,NA,NA,NA,NA,NA
2010-07-28,790,1,1063.2186300548678,"NA",NA,NA,NA,NA,NA,NA
2010-07-28,805,1,405.47178765600677,"NA",NA,NA,NA,NA,NA,NA
2010-07-28,830,1,856.73607699801,"NA",NA,NA,NA,NA,NA,NA
2010-07-28,835,1,400.47624201753433,"NA",NA,NA,NA,NA,NA,NA
2010-10-05,505,1,318.0497389827404,"NA",NA,NA,NA,NA,NA,NA
2010-10-05,540,1,1292.1811384848509,"NA",NA,NA,NA,NA,NA,NA
2010-10-05,665,1,284.7461013929247,"NA",NA,NA,NA,NA,NA,NA
2010-10-05,760,1,512.0434279434172,"NA",NA,NA,NA,NA,NA,NA
2010-10-05,788,1,309.72382958528647,"NA",NA,NA,NA,NA,NA,NA
2010-10-05,790,1,1566.936148600831,"NA",NA,NA,NA,NA,NA,NA
2010-10-05,805,1,605.2936131949011,"NA",NA,NA,NA,NA,NA,NA
2010-10-05,830,1,1714.3047449357655,"NA",NA,NA,NA,NA,NA,NA
2010-10-05,835,1,368.005195367464,"NA",NA,NA,NA,NA,NA,NA
2010-11-16,505,1,367.1726044277186,"NA",NA,NA,NA,NA,NA,NA
2010-11-16,540,1,466.2509262574204,"NA",NA,NA,NA,NA,NA,NA
2010-11-16,665,1,245.61432722489116,"NA",NA,NA,NA,NA,NA,NA
2010-11-16,760,1,216.47364433380235,"NA",NA,NA,NA,NA,NA,NA
2010-11-16,788,1,288.07646515190623,"NA",NA,NA,NA,NA,NA,NA
2010-11-16,790,1,652.7512967603886,"NA",NA,NA,NA,NA,NA,NA
2010-11-16,805,1,456.2598349804758,"NA",NA,NA,NA,NA,NA,NA
2010-11-16,830,1,844.2472129018292,"NA",NA,NA,NA,NA,NA,NA
2010-11-16,835,1,348.02301281357455,"NA",NA,NA,NA,NA,NA,NA
2011-03-23,505,1,381.3266504033903,"NA",NA,NA,NA,NA,NA,NA
2011-03-23,540,1,395.480696379062,"NA",NA,NA,NA,NA,NA,NA
2011-03-23,665,1,228.96250842998327,"NA",NA,NA,NA,NA,NA,NA
2011-03-23,760,1,193.99368896067674,"NA",NA,NA,NA,NA,NA,NA
2011-03-23,788,1,264.7639188390352,"NA",NA,NA,NA,NA,NA,NA
2011-03-23,790,1,417.12806081244224,"NA",NA,NA,NA,NA,NA,NA
2011-03-23,805,1,418.7932426919331,"NA",NA,NA,NA,NA,NA,NA
2011-03-23,830,1,512.8760188831626,"NA",NA,NA,NA,NA,NA,NA
2011-03-23,835,1,284.7461013929247,"NA",NA,NA,NA,NA,NA,NA
2011-05-05,505,1,305.5608748865595,"NA",NA,NA,NA,NA,NA,NA
2011-05-05,540,1,412.9651061137153,"NA",NA,NA,NA,NA,NA,NA
2011-05-05,665,1,233.95805406845562,"NA",NA,NA,NA,NA,NA,NA
2011-05-05,760,1,236.4558268876918,"NA",NA,NA,NA,NA,NA,NA
2011-05-05,788,1,360.51187690975553,"NA",NA,NA,NA,NA,NA,NA
2011-05-05,790,1,598.632885676938,"NA",NA,NA,NA,NA,NA,NA
2011-05-05,805,1,632.7691142064991,"NA",NA,NA,NA,NA,NA,NA
2011-05-05,830,1,779.3051196016885,"NA",NA,NA,NA,NA,NA,NA
2011-05-05,835,1,363.8422406687371,"NA",NA,NA,NA,NA,NA,NA
2011-05-25,505,1,356.34892221102854,"NA",NA,NA,NA,NA,NA,NA
2011-05-25,540,1,537.0211561357789,"NA",NA,NA,NA,NA,NA,NA
2011-05-25,665,1,273.92241917623454,"NA",NA,NA,NA,NA,NA,NA
2011-05-25,760,1,237.28841782743723,"NA",NA,NA,NA,NA,NA,NA
2011-05-25,788,1,375.49851382517255,"NA",NA,NA,NA,NA,NA,NA
2011-05-25,790,1,649.4209330014071,"NA",NA,NA,NA,NA,NA,NA
2011-05-25,805,1,649.4209330014071,"NA",NA,NA,NA,NA,NA,NA
2011-05-25,830,1,923.3433521776416,"NA",NA,NA,NA,NA,NA,NA
2011-05-25,835,1,403.80660577651594,"NA",NA,NA,NA,NA,NA,NA
2011-06-07,505,1,336.9495533149608,"NA",NA,NA,NA,NA,NA,NA
2011-06-07,540,2,596.9677037974473,"NA, NA",NA,NA,NA,NA,NA,NA
2011-06-07,665,1,287.24387421216085,"NA",NA,NA,NA,NA,NA,NA
2011-06-07,760,1,269.5929462895585,"NA",NA,NA,NA,1,0.581137046934662,"NA"
2011-06-07,788,1,233.8747949744811,"NA",NA,NA,NA,NA,NA,NA
2011-06-07,790,1,707.7022987835848,"NA",NA,NA,NA,NA,NA,NA
2011-06-07,805,1,513.7918689168824,"NA",NA,NA,NA,NA,NA,NA
2011-06-07,830,1,947.4884894302581,"NA",NA,NA,NA,1,1.8402673152930962,"NA"
2011-06-07,835,1,296.73541092525835,"NA",NA,NA,NA,1,0.22599774047459076,"NA"
2011-06-27,505,1,362.6766133530935,"NA",NA,NA,NA,NA,NA,NA
2011-06-27,830,1,1229.820077097921,"NA",NA,NA,NA,NA,NA,NA
2011-06-28,760,1,284.99587867484826,"NA",NA,NA,NA,NA,NA,NA
2011-06-28,788,1,384.7402732563465,"NA",NA,NA,NA,NA,NA,NA
2011-06-28,790,1,832.5909397453937,"NA",NA,NA,NA,NA,NA,NA
2011-06-28,800,1,518.3711190854822,"NA",NA,NA,NA,NA,NA,NA
2011-06-29,540,1,720.1911628797656,"NA",NA,NA,NA,NA,NA,NA
2011-06-29,640,1,1042.570374749182,"NA",NA,NA,NA,NA,NA,NA
2011-06-29,750,1,262.76570058364626,"NA",NA,NA,NA,NA,NA,NA
2011-07-15,505,1,374.9157001673508,"NA",NA,NA,NA,NA,NA,NA
2011-07-15,540,1,933.750738924459,"NA",NA,NA,NA,NA,NA,NA
2011-07-15,640,1,1085.3655490520953,"NA",NA,NA,NA,NA,NA,NA
2011-07-15,665,1,285.0791377688228,"NA",NA,NA,NA,NA,NA,NA
2011-07-15,750,1,172.26306543332194,"NA",NA,NA,NA,NA,NA,NA
2011-07-15,760,1,366.83956805182044,"NA",NA,NA,NA,NA,NA,NA
2011-07-15,788,1,265.84628706070424,"NA",NA,NA,NA,NA,NA,NA
2011-07-15,790,1,893.453337440782,"NA",NA,NA,NA,NA,NA,NA
2011-07-15,800,1,471.32973098986736,"NA",NA,NA,NA,NA,NA,NA
2011-07-15,805,1,654.9992922977012,"NA",NA,NA,NA,NA,NA,NA
2011-07-15,830,1,1020.6732330338781,"NA",NA,NA,NA,NA,NA,NA
2011-07-15,835,1,404.9722330921595,"NA",NA,NA,NA,NA,NA,NA
