date,stream_no,DOC_rep,DOC_mmolm3,DOC_flag,DOC_source,TN_rep,TN_mmolm3,TN_flag,TN_source,TP_rep,TP_mmolm3,TP_flag,TP_source
7/25/1989,830,NA,NA,NA,NA,NA,NA,NA,NA,1,0.581137047,,LSPA LMP VLAP
7/25/1989,835,NA,NA,NA,NA,NA,NA,NA,NA,1,0.032285391,BDL,LSPA LMP VLAP
8/30/1989,540,NA,NA,NA,NA,NA,NA,NA,NA,1,0.096856174,BDL,LSPA LMP VLAP
8/30/1989,670,NA,NA,NA,NA,NA,NA,NA,NA,1,0.032285391,BDL,LSPA LMP VLAP
8/30/1989,720,NA,NA,NA,NA,NA,NA,NA,NA,1,0.064570783,BDL,LSPA LMP VLAP
8/30/1989,800,NA,NA,NA,NA,NA,NA,NA,NA,1,0.096856174,BDL,LSPA LMP VLAP
8/30/1989,830,NA,NA,NA,NA,NA,NA,NA,NA,1,0.161426957,,LSPA LMP VLAP
8/30/1989,835,NA,NA,NA,NA,NA,NA,NA,NA,1,0.032285391,BDL,LSPA LMP VLAP
9/12/1989,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.129141566,BDL,LSPA LMP VLAP
9/15/1989,670,NA,NA,NA,NA,NA,NA,NA,NA,1,0.22599774,,LSPA LMP VLAP
9/15/1989,790,NA,NA,NA,NA,NA,NA,NA,NA,1,0.290568523,,LSPA LMP VLAP
9/17/1989,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.129141566,BDL,LSPA LMP VLAP
10/22/1989,790,NA,NA,NA,NA,NA,NA,NA,NA,1,0.161426957,,LSPA LMP VLAP
10/26/1989,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.193712349,,LSPA LMP VLAP
10/26/1989,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.064570783,BDL,LSPA LMP VLAP
10/26/1989,515,NA,NA,NA,NA,NA,NA,NA,NA,1,0.129141566,BDL,LSPA LMP VLAP
10/26/1989,540,NA,NA,NA,NA,NA,NA,NA,NA,1,0.096856174,BDL,LSPA LMP VLAP
10/26/1989,670,NA,NA,NA,NA,NA,NA,NA,NA,1,0.096856174,BDL,LSPA LMP VLAP
10/26/1989,790,NA,NA,NA,NA,NA,NA,NA,NA,1,0.096856174,BDL,LSPA LMP VLAP
10/26/1989,800,NA,NA,NA,NA,NA,NA,NA,NA,1,0.064570783,BDL,LSPA LMP VLAP
10/26/1989,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0.096856174,BDL,LSPA LMP VLAP
10/26/1989,830,NA,NA,NA,NA,NA,NA,NA,NA,1,0.355139306,,LSPA LMP VLAP
10/26/1989,835,NA,NA,NA,NA,NA,NA,NA,NA,1,0.032285391,BDL,LSPA LMP VLAP
3/15/1990,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.096856174,BDL,LSPA LMP VLAP
3/24/1990,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.096856174,BDL,LSPA LMP VLAP
3/24/1990,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.419710089,,LSPA LMP VLAP
3/24/1990,515,NA,NA,NA,NA,NA,NA,NA,NA,1,0.129141566,BDL,LSPA LMP VLAP
3/24/1990,540,NA,NA,NA,NA,NA,NA,NA,NA,1,0.096856174,BDL,LSPA LMP VLAP
3/24/1990,670,NA,NA,NA,NA,NA,NA,NA,NA,1,0.290568523,,LSPA LMP VLAP
3/24/1990,720,NA,NA,NA,NA,NA,NA,NA,NA,1,0.096856174,BDL,LSPA LMP VLAP
3/24/1990,790,NA,NA,NA,NA,NA,NA,NA,NA,1,0.096856174,BDL,LSPA LMP VLAP
3/24/1990,800,NA,NA,NA,NA,NA,NA,NA,NA,1,0.161426957,,LSPA LMP VLAP
3/24/1990,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0.193712349,,LSPA LMP VLAP
3/24/1990,830,NA,NA,NA,NA,NA,NA,NA,NA,1,0.129141566,BDL,LSPA LMP VLAP
3/24/1990,835,NA,NA,NA,NA,NA,NA,NA,NA,1,0.161426957,,LSPA LMP VLAP
5/15/1990,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.129141566,BDL,LSPA LMP VLAP
6/12/1990,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.129141566,BDL,LSPA LMP VLAP
6/21/1990,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.161426957,,LSPA LMP VLAP
6/21/1990,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.096856174,BDL,LSPA LMP VLAP
6/21/1990,515,NA,NA,NA,NA,NA,NA,NA,NA,1,0.419710089,,LSPA LMP VLAP
6/21/1990,540,NA,NA,NA,NA,NA,NA,NA,NA,1,0.129141566,BDL,LSPA LMP VLAP
6/21/1990,670,NA,NA,NA,NA,NA,NA,NA,NA,1,0.193712349,,LSPA LMP VLAP
6/21/1990,790,NA,NA,NA,NA,NA,NA,NA,NA,1,0.161426957,,LSPA LMP VLAP
6/21/1990,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0.096856174,BDL,LSPA LMP VLAP
6/21/1990,830,NA,NA,NA,NA,NA,NA,NA,NA,1,0.774849396,,LSPA LMP VLAP
6/21/1990,835,NA,NA,NA,NA,NA,NA,NA,NA,1,0.064570783,BDL,LSPA LMP VLAP
7/12/1990,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.064570783,BDL,LSPA LMP VLAP
7/12/1990,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.064570783,BDL,LSPA LMP VLAP
7/23/1990,790,NA,NA,NA,NA,NA,NA,NA,NA,1,0.129141566,BDL,LSPA LMP VLAP
7/25/1990,670,NA,NA,NA,NA,NA,NA,NA,NA,1,0.064570783,BDL,LSPA LMP VLAP
7/27/1990,835,NA,NA,NA,NA,NA,NA,NA,NA,1,4.616810984,,LSPA LMP VLAP
8/5/1990,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.22599774,,LSPA LMP VLAP
8/5/1990,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.096856174,BDL,LSPA LMP VLAP
8/6/1990,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.064570783,BDL,LSPA LMP VLAP
8/6/1990,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.064570783,BDL,LSPA LMP VLAP
8/6/1990,515,NA,NA,NA,NA,NA,NA,NA,NA,1,0.161426957,,LSPA LMP VLAP
8/6/1990,540,NA,NA,NA,NA,NA,NA,NA,NA,1,0.064570783,BDL,LSPA LMP VLAP
8/6/1990,640,NA,NA,NA,NA,NA,NA,NA,NA,1,0.451995481,,LSPA LMP VLAP
8/6/1990,670,NA,NA,NA,NA,NA,NA,NA,NA,1,0.129141566,BDL,LSPA LMP VLAP
8/6/1990,720,NA,NA,NA,NA,NA,NA,NA,NA,1,0.710278613,,LSPA LMP VLAP
8/6/1990,790,NA,NA,NA,NA,NA,NA,NA,NA,1,0.419710089,,LSPA LMP VLAP
8/6/1990,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0.129141566,BDL,LSPA LMP VLAP
8/6/1990,830,NA,NA,NA,NA,NA,NA,NA,NA,1,0.87170557,,LSPA LMP VLAP
8/14/1990,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0.064570783,BDL,LSPA LMP VLAP
8/26/1990,830,NA,NA,NA,NA,NA,NA,NA,NA,1,0.677993221,,LSPA LMP VLAP
8/26/1990,835,NA,NA,NA,NA,NA,NA,NA,NA,1,0.096856174,BDL,LSPA LMP VLAP
8/28/1990,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.032285391,BDL,LSPA LMP VLAP
8/28/1990,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.290568523,,LSPA LMP VLAP
8/28/1990,640,NA,NA,NA,NA,NA,NA,NA,NA,1,0.064570783,BDL,LSPA LMP VLAP
8/28/1990,670,NA,NA,NA,NA,NA,NA,NA,NA,1,0.129141566,BDL,LSPA LMP VLAP
8/28/1990,800,NA,NA,NA,NA,NA,NA,NA,NA,1,0.193712349,,LSPA LMP VLAP
8/28/1990,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0.129141566,BDL,LSPA LMP VLAP
8/28/1990,830,NA,NA,NA,NA,NA,NA,NA,NA,1,0.096856174,BDL,LSPA LMP VLAP
8/28/1990,835,NA,NA,NA,NA,NA,NA,NA,NA,1,0.129141566,BDL,LSPA LMP VLAP
9/8/1990,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0.064570783,BDL,LSPA LMP VLAP
9/16/1990,830,NA,NA,NA,NA,NA,NA,NA,NA,1,3.712820022,,LSPA LMP VLAP
9/16/1990,835,NA,NA,NA,NA,NA,NA,NA,NA,1,0.032285391,BDL,LSPA LMP VLAP
9/19/1990,790,NA,NA,NA,NA,NA,NA,NA,NA,1,0.193712349,,LSPA LMP VLAP
9/25/1990,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.032285391,BDL,LSPA LMP VLAP
9/25/1990,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.064570783,BDL,LSPA LMP VLAP
10/5/1990,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0.032285391,BDL,LSPA LMP VLAP
10/8/1990,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.032285391,BDL,LSPA LMP VLAP
10/20/1990,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.064570783,BDL,LSPA LMP VLAP
10/24/1990,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0.193712349,,LSPA LMP VLAP
11/6/1990,790,NA,NA,NA,NA,NA,NA,NA,NA,1,0.484280872,,LSPA LMP VLAP
11/8/1990,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.064570783,BDL,LSPA LMP VLAP
5/28/1991,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.032285391,BDL,LSPA LMP VLAP
5/28/1991,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.064570783,BDL,LSPA LMP VLAP
5/28/1991,515,NA,NA,NA,NA,NA,NA,NA,NA,1,0.064570783,BDL,LSPA LMP VLAP
5/28/1991,540,NA,NA,NA,NA,NA,NA,NA,NA,1,0.129141566,BDL,LSPA LMP VLAP
5/28/1991,640,NA,NA,NA,NA,NA,NA,NA,NA,1,0.22599774,,LSPA LMP VLAP
5/28/1991,670,NA,NA,NA,NA,NA,NA,NA,NA,1,0.161426957,,LSPA LMP VLAP
5/28/1991,720,NA,NA,NA,NA,NA,NA,NA,NA,1,0.096856174,BDL,LSPA LMP VLAP
5/28/1991,790,NA,NA,NA,NA,NA,NA,NA,NA,1,0.129141566,BDL,LSPA LMP VLAP
5/28/1991,800,NA,NA,NA,NA,NA,NA,NA,NA,1,0.290568523,,LSPA LMP VLAP
5/28/1991,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0.129141566,BDL,LSPA LMP VLAP
5/28/1991,830,NA,NA,NA,NA,NA,NA,NA,NA,1,0.064570783,BDL,LSPA LMP VLAP
5/28/1991,835,NA,NA,NA,NA,NA,NA,NA,NA,1,0.032285391,BDL,LSPA LMP VLAP
6/28/1991,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.032285391,BDL,LSPA LMP VLAP
6/28/1991,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.032285391,BDL,LSPA LMP VLAP
6/28/1991,540,NA,NA,NA,NA,NA,NA,NA,NA,1,0.064570783,BDL,LSPA LMP VLAP
6/28/1991,640,NA,NA,NA,NA,NA,NA,NA,NA,1,0.064570783,BDL,LSPA LMP VLAP
6/28/1991,670,NA,NA,NA,NA,NA,NA,NA,NA,1,0.129141566,BDL,LSPA LMP VLAP
6/28/1991,720,NA,NA,NA,NA,NA,NA,NA,NA,1,0.096856174,BDL,LSPA LMP VLAP
6/28/1991,790,NA,NA,NA,NA,NA,NA,NA,NA,1,0.096856174,BDL,LSPA LMP VLAP
6/28/1991,800,NA,NA,NA,NA,NA,NA,NA,NA,1,0.064570783,BDL,LSPA LMP VLAP
6/28/1991,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0.129141566,BDL,LSPA LMP VLAP
6/28/1991,835,NA,NA,NA,NA,NA,NA,NA,NA,1,0.064570783,BDL,LSPA LMP VLAP
7/30/1991,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.032285391,BDL,LSPA LMP VLAP
7/30/1991,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.032285391,BDL,LSPA LMP VLAP
