date,stream_no,DOC_rep,DOC_mmolm3,DOC_flag,DOC_source,TN_rep,TN_mmolm3,TN_flag,TN_source,TP_rep,TP_mmolm3,TP_flag,TP_source
10/4/1994,800,NA,NA,NA,NA,NA,NA,NA,NA,1,0.387424698,,LSPA LMP VLAP
10/4/1994,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0.581137047,,LSPA LMP VLAP
10/11/1994,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.22599774,,LSPA LMP VLAP
10/11/1994,510,NA,NA,NA,NA,NA,NA,NA,NA,1,1.485128009,,LSPA LMP VLAP
10/11/1994,720,NA,NA,NA,NA,NA,NA,NA,NA,1,1.549698792,,LSPA LMP VLAP
10/11/1994,788,NA,NA,NA,NA,NA,NA,NA,NA,1,1.226844877,,LSPA LMP VLAP
10/11/1994,790,NA,NA,NA,NA,NA,NA,NA,NA,1,1.033132528,,LSPA LMP VLAP
10/17/1994,640,NA,NA,NA,NA,NA,NA,NA,NA,1,0.451995481,,LSPA LMP VLAP
10/17/1994,670,NA,NA,NA,NA,NA,NA,NA,NA,1,0.258283132,,LSPA LMP VLAP
10/19/1994,760,NA,NA,NA,NA,NA,NA,NA,NA,1,0.677993221,,LSPA LMP VLAP
10/31/1994,790,NA,NA,NA,NA,NA,NA,NA,NA,1,0.129141566,BDL,LSPA LMP VLAP
11/1/1994,800,NA,NA,NA,NA,NA,NA,NA,NA,1,0.193712349,,LSPA LMP VLAP
11/1/1994,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0.322853915,,LSPA LMP VLAP
11/2/1994,720,NA,NA,NA,NA,NA,NA,NA,NA,1,0.64570783,,LSPA LMP VLAP
11/2/1994,760,NA,NA,NA,NA,NA,NA,NA,NA,1,0.64570783,,LSPA LMP VLAP
11/23/1994,800,NA,NA,NA,NA,NA,NA,NA,NA,1,0,BDL,LSPA LMP VLAP
11/23/1994,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0,BDL,LSPA LMP VLAP
11/27/1994,540,NA,NA,NA,NA,NA,NA,NA,NA,1,0,BDL,LSPA LMP VLAP
11/27/1994,720,NA,NA,NA,NA,NA,NA,NA,NA,1,0,BDL,LSPA LMP VLAP
11/27/1994,760,NA,NA,NA,NA,NA,NA,NA,NA,1,0,BDL,LSPA LMP VLAP
11/27/1994,830,NA,NA,NA,NA,NA,NA,NA,NA,1,0,BDL,LSPA LMP VLAP
11/27/1994,835,NA,NA,NA,NA,NA,NA,NA,NA,1,0,BDL,LSPA LMP VLAP
11/29/1994,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0,BDL,LSPA LMP VLAP
11/29/1994,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0,BDL,LSPA LMP VLAP
12/19/1994,760,NA,NA,NA,NA,NA,NA,NA,NA,1,0.129141566,BDL,LSPA LMP VLAP
12/19/1994,788,NA,NA,NA,NA,NA,NA,NA,NA,1,0.129141566,BDL,LSPA LMP VLAP
12/19/1994,790,NA,NA,NA,NA,NA,NA,NA,NA,1,0.258283132,,LSPA LMP VLAP
12/19/1994,800,NA,NA,NA,NA,NA,NA,NA,NA,1,0.161426957,,LSPA LMP VLAP
12/19/1994,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0.774849396,,LSPA LMP VLAP
12/20/1994,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.032285391,BDL,LSPA LMP VLAP
12/20/1994,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.096856174,BDL,LSPA LMP VLAP
12/20/1994,720,NA,NA,NA,NA,NA,NA,NA,NA,1,0.258283132,,LSPA LMP VLAP
1/8/1995,540,NA,NA,NA,NA,NA,NA,NA,NA,1,0.322853915,,LSPA LMP VLAP
1/8/1995,720,NA,NA,NA,NA,NA,NA,NA,NA,1,0.290568523,,LSPA LMP VLAP
1/8/1995,830,NA,NA,NA,NA,NA,NA,NA,NA,1,0.419710089,,LSPA LMP VLAP
1/8/1995,835,NA,NA,NA,NA,NA,NA,NA,NA,1,0.355139306,,LSPA LMP VLAP
1/9/1995,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.096856174,BDL,LSPA LMP VLAP
1/9/1995,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.129141566,BDL,LSPA LMP VLAP
1/11/1995,790,NA,NA,NA,NA,NA,NA,NA,NA,1,0.322853915,,LSPA LMP VLAP
1/13/1995,760,NA,NA,NA,NA,NA,NA,NA,NA,1,0.193712349,,LSPA LMP VLAP
1/17/1995,800,NA,NA,NA,NA,NA,NA,NA,NA,1,0.22599774,,LSPA LMP VLAP
1/17/1995,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0.451995481,,LSPA LMP VLAP
1/29/1995,540,NA,NA,NA,NA,NA,NA,NA,NA,1,0.290568523,,LSPA LMP VLAP
1/29/1995,720,NA,NA,NA,NA,NA,NA,NA,NA,1,0.290568523,,LSPA LMP VLAP
1/29/1995,830,NA,NA,NA,NA,NA,NA,NA,NA,1,0.419710089,,LSPA LMP VLAP
1/29/1995,835,NA,NA,NA,NA,NA,NA,NA,NA,1,0.355139306,,LSPA LMP VLAP
1/31/1995,760,NA,NA,NA,NA,NA,NA,NA,NA,1,0.193712349,,LSPA LMP VLAP
2/1/1995,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.096856174,BDL,LSPA LMP VLAP
2/1/1995,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.129141566,BDL,LSPA LMP VLAP
2/20/1995,720,NA,NA,NA,NA,NA,NA,NA,NA,1,0.290568523,,LSPA LMP VLAP
2/21/1995,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.096856174,BDL,LSPA LMP VLAP
2/21/1995,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.161426957,,LSPA LMP VLAP
2/21/1995,788,NA,NA,NA,NA,NA,NA,NA,NA,1,0.193712349,,LSPA LMP VLAP
2/21/1995,790,NA,NA,NA,NA,NA,NA,NA,NA,1,0.290568523,,LSPA LMP VLAP
3/5/1995,720,NA,NA,NA,NA,NA,NA,NA,NA,1,0.355139306,,LSPA LMP VLAP
3/6/1995,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.22599774,,LSPA LMP VLAP
3/6/1995,510,NA,NA,NA,NA,NA,NA,NA,NA,1,1.5174134,,LSPA LMP VLAP
3/6/1995,760,NA,NA,NA,NA,NA,NA,NA,NA,1,0.807134787,,LSPA LMP VLAP
3/8/1995,790,NA,NA,NA,NA,NA,NA,NA,NA,1,0.548851655,,LSPA LMP VLAP
3/9/1995,800,NA,NA,NA,NA,NA,NA,NA,NA,1,0.87170557,,LSPA LMP VLAP
3/9/1995,805,NA,NA,NA,NA,NA,NA,NA,NA,1,1.259130268,,LSPA LMP VLAP
3/12/1995,540,NA,NA,NA,NA,NA,NA,NA,NA,1,0.193712349,,LSPA LMP VLAP
3/12/1995,830,NA,NA,NA,NA,NA,NA,NA,NA,1,0.613422438,,LSPA LMP VLAP
3/12/1995,835,NA,NA,NA,NA,NA,NA,NA,NA,1,0.322853915,,LSPA LMP VLAP
3/14/1995,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.161426957,,LSPA LMP VLAP
3/14/1995,510,NA,NA,NA,NA,NA,NA,NA,NA,1,1.194559485,,LSPA LMP VLAP
3/14/1995,788,NA,NA,NA,NA,NA,NA,NA,NA,1,0.451995481,,LSPA LMP VLAP
3/14/1995,790,NA,NA,NA,NA,NA,NA,NA,NA,1,0.290568523,,LSPA LMP VLAP
3/15/1995,760,NA,NA,NA,NA,NA,NA,NA,NA,1,0.451995481,,LSPA LMP VLAP
3/16/1995,640,NA,NA,NA,NA,NA,NA,NA,NA,1,0.322853915,,LSPA LMP VLAP
3/16/1995,670,NA,NA,NA,NA,NA,NA,NA,NA,1,0.548851655,,LSPA LMP VLAP
3/16/1995,800,NA,NA,NA,NA,NA,NA,NA,NA,1,0.22599774,,LSPA LMP VLAP
3/16/1995,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0.322853915,,LSPA LMP VLAP
3/17/1995,640,NA,NA,NA,NA,NA,NA,NA,NA,1,0.516566264,,LSPA LMP VLAP
3/17/1995,670,NA,NA,NA,NA,NA,NA,NA,NA,1,0.258283132,,LSPA LMP VLAP
3/19/1995,540,NA,NA,NA,NA,NA,NA,NA,NA,1,0.161426957,,LSPA LMP VLAP
3/19/1995,670,NA,NA,NA,NA,NA,NA,NA,NA,1,0.322853915,,LSPA LMP VLAP
3/19/1995,720,NA,NA,NA,NA,NA,NA,NA,NA,1,0.032285391,BDL,LSPA LMP VLAP
3/19/1995,830,NA,NA,NA,NA,NA,NA,NA,NA,1,0.161426957,,LSPA LMP VLAP
3/19/1995,835,NA,NA,NA,NA,NA,NA,NA,NA,1,0.484280872,,LSPA LMP VLAP
3/20/1995,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.096856174,BDL,LSPA LMP VLAP
3/20/1995,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.419710089,,LSPA LMP VLAP
3/20/1995,760,NA,NA,NA,NA,NA,NA,NA,NA,1,0.129141566,BDL,LSPA LMP VLAP
3/20/1995,788,NA,NA,NA,NA,NA,NA,NA,NA,1,0.22599774,,LSPA LMP VLAP
3/20/1995,790,NA,NA,NA,NA,NA,NA,NA,NA,1,0.22599774,,LSPA LMP VLAP
3/22/1995,800,NA,NA,NA,NA,NA,NA,NA,NA,1,0.290568523,,LSPA LMP VLAP
3/22/1995,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0.451995481,,LSPA LMP VLAP
3/24/1995,515,NA,NA,NA,NA,NA,NA,NA,NA,1,0.032285391,BDL,LSPA LMP VLAP
3/24/1995,640,NA,NA,NA,NA,NA,NA,NA,NA,1,0.22599774,,LSPA LMP VLAP
3/26/1995,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.129141566,BDL,LSPA LMP VLAP
3/26/1995,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.419710089,,LSPA LMP VLAP
3/26/1995,540,NA,NA,NA,NA,NA,NA,NA,NA,1,0.193712349,,LSPA LMP VLAP
3/26/1995,720,NA,NA,NA,NA,NA,NA,NA,NA,1,0.064570783,BDL,LSPA LMP VLAP
3/26/1995,830,NA,NA,NA,NA,NA,NA,NA,NA,1,0.419710089,,LSPA LMP VLAP
3/26/1995,835,NA,NA,NA,NA,NA,NA,NA,NA,1,0.032285391,BDL,LSPA LMP VLAP
3/27/1995,788,NA,NA,NA,NA,NA,NA,NA,NA,1,0.193712349,,LSPA LMP VLAP
3/27/1995,790,NA,NA,NA,NA,NA,NA,NA,NA,1,0.322853915,,LSPA LMP VLAP
3/29/1995,760,NA,NA,NA,NA,NA,NA,NA,NA,1,0.096856174,BDL,LSPA LMP VLAP
3/30/1995,800,NA,NA,NA,NA,NA,NA,NA,NA,1,0.581137047,,LSPA LMP VLAP
3/30/1995,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0.161426957,,LSPA LMP VLAP
3/31/1995,515,NA,NA,NA,NA,NA,NA,NA,NA,1,0.322853915,,LSPA LMP VLAP
3/31/1995,640,NA,NA,NA,NA,NA,NA,NA,NA,1,0.258283132,,LSPA LMP VLAP
3/31/1995,670,NA,NA,NA,NA,NA,NA,NA,NA,1,0.64570783,,LSPA LMP VLAP
4/2/1995,670,NA,NA,NA,NA,NA,NA,NA,NA,1,0.322853915,,LSPA LMP VLAP
4/2/1995,720,NA,NA,NA,NA,NA,NA,NA,NA,1,0.419710089,,LSPA LMP VLAP
4/3/1995,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.161426957,,LSPA LMP VLAP
4/3/1995,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.290568523,,LSPA LMP VLAP
4/4/1995,788,NA,NA,NA,NA,NA,NA,NA,NA,1,0.290568523,,LSPA LMP VLAP
4/4/1995,790,NA,NA,NA,NA,NA,NA,NA,NA,1,0.290568523,,LSPA LMP VLAP
4/6/1995,800,NA,NA,NA,NA,NA,NA,NA,NA,1,0.22599774,,LSPA LMP VLAP
4/6/1995,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0.22599774,,LSPA LMP VLAP
4/10/1995,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.322853915,,LSPA LMP VLAP
4/10/1995,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.22599774,,LSPA LMP VLAP
4/11/1995,540,NA,NA,NA,NA,NA,NA,NA,NA,1,3.131682975,,LSPA LMP VLAP
4/11/1995,788,NA,NA,NA,NA,NA,NA,NA,NA,1,0.290568523,,LSPA LMP VLAP
4/11/1995,790,NA,NA,NA,NA,NA,NA,NA,NA,1,0.161426957,,LSPA LMP VLAP
4/11/1995,800,NA,NA,NA,NA,NA,NA,NA,NA,1,0.161426957,,LSPA LMP VLAP
4/11/1995,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0.193712349,,LSPA LMP VLAP
4/11/1995,830,NA,NA,NA,NA,NA,NA,NA,NA,1,0.613422438,,LSPA LMP VLAP
4/11/1995,835,NA,NA,NA,NA,NA,NA,NA,NA,1,0.096856174,BDL,LSPA LMP VLAP
4/12/1995,760,NA,NA,NA,NA,NA,NA,NA,NA,1,0.355139306,,LSPA LMP VLAP
4/16/1995,540,NA,NA,NA,NA,NA,NA,NA,NA,1,3.067112192,,LSPA LMP VLAP
4/16/1995,670,NA,NA,NA,NA,NA,NA,NA,NA,1,0.193712349,,LSPA LMP VLAP
4/16/1995,830,NA,NA,NA,NA,NA,NA,NA,NA,1,0.290568523,,LSPA LMP VLAP
4/16/1995,835,NA,NA,NA,NA,NA,NA,NA,NA,1,0.161426957,,LSPA LMP VLAP
4/19/1995,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.096856174,BDL,LSPA LMP VLAP
4/19/1995,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.193712349,,LSPA LMP VLAP
4/20/1995,760,NA,NA,NA,NA,NA,NA,NA,NA,1,0.290568523,,LSPA LMP VLAP
4/20/1995,800,NA,NA,NA,NA,NA,NA,NA,NA,1,0.161426957,,LSPA LMP VLAP
4/20/1995,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0.193712349,,LSPA LMP VLAP
4/22/1995,788,NA,NA,NA,NA,NA,NA,NA,NA,1,0.355139306,,LSPA LMP VLAP
4/22/1995,790,NA,NA,NA,NA,NA,NA,NA,NA,1,0.322853915,,LSPA LMP VLAP
4/23/1995,540,NA,NA,NA,NA,NA,NA,NA,NA,1,0.839420179,,LSPA LMP VLAP
4/23/1995,830,NA,NA,NA,NA,NA,NA,NA,NA,1,0.807134787,,LSPA LMP VLAP
4/23/1995,835,NA,NA,NA,NA,NA,NA,NA,NA,1,0.161426957,,LSPA LMP VLAP
4/25/1995,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.22599774,,LSPA LMP VLAP
4/25/1995,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.22599774,,LSPA LMP VLAP
5/7/1995,540,NA,NA,NA,NA,NA,NA,NA,NA,1,0.516566264,,LSPA LMP VLAP
5/7/1995,670,NA,NA,NA,NA,NA,NA,NA,NA,1,0.451995481,,LSPA LMP VLAP
5/7/1995,830,NA,NA,NA,NA,NA,NA,NA,NA,1,0.87170557,,LSPA LMP VLAP
5/7/1995,835,NA,NA,NA,NA,NA,NA,NA,NA,1,0.129141566,BDL,LSPA LMP VLAP
5/8/1995,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.161426957,,LSPA LMP VLAP
5/8/1995,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.064570783,BDL,LSPA LMP VLAP
5/10/1995,760,NA,NA,NA,NA,NA,NA,NA,NA,1,0.355139306,,LSPA LMP VLAP
5/10/1995,800,NA,NA,NA,NA,NA,NA,NA,NA,1,0.484280872,,LSPA LMP VLAP
5/10/1995,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0.677993221,,LSPA LMP VLAP
5/17/1995,788,NA,NA,NA,NA,NA,NA,NA,NA,1,0.387424698,,LSPA LMP VLAP
5/30/1995,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.87170557,,LSPA LMP VLAP
5/30/1995,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.355139306,,LSPA LMP VLAP
5/30/1995,540,NA,NA,NA,NA,NA,NA,NA,NA,1,0.548851655,,LSPA LMP VLAP
5/30/1995,788,NA,NA,NA,NA,NA,NA,NA,NA,1,0.64570783,,LSPA LMP VLAP
5/30/1995,790,NA,NA,NA,NA,NA,NA,NA,NA,1,0.451995481,,LSPA LMP VLAP
5/30/1995,800,NA,NA,NA,NA,NA,NA,NA,NA,1,0.516566264,,LSPA LMP VLAP
5/30/1995,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0.677993221,,LSPA LMP VLAP
5/30/1995,830,NA,NA,NA,NA,NA,NA,NA,NA,1,1.452842617,,LSPA LMP VLAP
5/30/1995,835,NA,NA,NA,NA,NA,NA,NA,NA,1,0.193712349,,LSPA LMP VLAP
6/1/1995,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.322853915,,LSPA LMP VLAP
6/1/1995,760,NA,NA,NA,NA,NA,NA,NA,NA,1,0.355139306,,LSPA LMP VLAP
6/8/1995,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.290568523,,LSPA LMP VLAP
6/13/1995,640,NA,NA,NA,NA,NA,NA,NA,NA,1,1.033132528,,LSPA LMP VLAP
6/13/1995,670,NA,NA,NA,NA,NA,NA,NA,NA,1,0.64570783,,LSPA LMP VLAP
6/18/1995,540,NA,NA,NA,NA,NA,NA,NA,NA,1,0.548851655,,LSPA LMP VLAP
6/18/1995,788,NA,NA,NA,NA,NA,NA,NA,NA,1,0.64570783,,LSPA LMP VLAP
6/18/1995,830,NA,NA,NA,NA,NA,NA,NA,NA,1,2.195406622,,LSPA LMP VLAP
6/18/1995,835,NA,NA,NA,NA,NA,NA,NA,NA,1,0.096856174,BDL,LSPA LMP VLAP
6/19/1995,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.193712349,,LSPA LMP VLAP
6/19/1995,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.258283132,,LSPA LMP VLAP
6/19/1995,760,NA,NA,NA,NA,NA,NA,NA,NA,1,0.581137047,,LSPA LMP VLAP
6/20/1995,790,NA,NA,NA,NA,NA,NA,NA,NA,1,1.097703311,,LSPA LMP VLAP
6/28/1995,800,NA,NA,NA,NA,NA,NA,NA,NA,1,1.162274094,,LSPA LMP VLAP
6/28/1995,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0.903990962,,LSPA LMP VLAP
7/9/1995,540,NA,NA,NA,NA,NA,NA,NA,NA,1,1.872552707,,LSPA LMP VLAP
7/9/1995,670,NA,NA,NA,NA,NA,NA,NA,NA,1,1.614269575,,LSPA LMP VLAP
7/9/1995,830,NA,NA,NA,NA,NA,NA,NA,NA,1,0.387424698,,LSPA LMP VLAP
7/9/1995,835,NA,NA,NA,NA,NA,NA,NA,NA,1,2.550545928,,LSPA LMP VLAP
7/11/1995,760,NA,NA,NA,NA,NA,NA,NA,NA,1,0.451995481,,LSPA LMP VLAP
7/11/1995,800,NA,NA,NA,NA,NA,NA,NA,NA,1,0.87170557,,LSPA LMP VLAP
7/11/1995,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0.516566264,,LSPA LMP VLAP
7/12/1995,788,NA,NA,NA,NA,NA,NA,NA,NA,1,0.839420179,,LSPA LMP VLAP
7/12/1995,790,NA,NA,NA,NA,NA,NA,NA,NA,1,0.968561745,,LSPA LMP VLAP
7/19/1995,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.258283132,,LSPA LMP VLAP
7/19/1995,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.22599774,,LSPA LMP VLAP
7/19/1995,515,NA,NA,NA,NA,NA,NA,NA,NA,1,0.22599774,,LSPA LMP VLAP
8/1/1995,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.258283132,,LSPA LMP VLAP
8/2/1995,788,NA,NA,NA,NA,NA,NA,NA,NA,1,1.129988702,,LSPA LMP VLAP
8/2/1995,790,NA,NA,NA,NA,NA,NA,NA,NA,1,1.194559485,,LSPA LMP VLAP
8/2/1995,800,NA,NA,NA,NA,NA,NA,NA,NA,1,1.065417919,,LSPA LMP VLAP
8/2/1995,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0.677993221,,LSPA LMP VLAP
8/3/1995,760,NA,NA,NA,NA,NA,NA,NA,NA,1,0.613422438,,LSPA LMP VLAP
8/9/1995,640,NA,NA,NA,NA,NA,NA,NA,NA,1,1.162274094,,LSPA LMP VLAP
8/9/1995,670,NA,NA,NA,NA,NA,NA,NA,NA,1,1.000847136,,LSPA LMP VLAP
8/21/1995,540,NA,NA,NA,NA,NA,NA,NA,NA,1,1.581984183,,LSPA LMP VLAP
8/21/1995,830,NA,NA,NA,NA,NA,NA,NA,NA,1,2.356833579,,LSPA LMP VLAP
8/21/1995,835,NA,NA,NA,NA,NA,NA,NA,NA,1,0.355139306,,LSPA LMP VLAP
8/22/1995,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.258283132,,LSPA LMP VLAP
8/22/1995,720,NA,NA,NA,NA,NA,NA,NA,NA,1,1.807981924,,LSPA LMP VLAP
8/22/1995,788,NA,NA,NA,NA,NA,NA,NA,NA,1,0.581137047,,LSPA LMP VLAP
8/22/1995,790,NA,NA,NA,NA,NA,NA,NA,NA,1,1.000847136,,LSPA LMP VLAP
8/23/1995,670,NA,NA,NA,NA,NA,NA,NA,NA,1,1.355986443,,LSPA LMP VLAP
8/30/1995,800,NA,NA,NA,NA,NA,NA,NA,NA,1,0.613422438,,LSPA LMP VLAP
8/30/1995,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0.387424698,,LSPA LMP VLAP
9/10/1995,540,NA,NA,NA,NA,NA,NA,NA,NA,1,1.5174134,,LSPA LMP VLAP
9/10/1995,830,NA,NA,NA,NA,NA,NA,NA,NA,1,1.323701051,,LSPA LMP VLAP
9/10/1995,835,NA,NA,NA,NA,NA,NA,NA,NA,1,0.096856174,BDL,LSPA LMP VLAP
9/12/1995,788,NA,NA,NA,NA,NA,NA,NA,NA,1,0.419710089,,LSPA LMP VLAP
9/12/1995,790,NA,NA,NA,NA,NA,NA,NA,NA,1,0.742564004,,LSPA LMP VLAP
9/13/1995,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.387424698,,LSPA LMP VLAP
9/19/1995,670,NA,NA,NA,NA,NA,NA,NA,NA,1,0.839420179,,LSPA LMP VLAP
9/21/1995,800,NA,NA,NA,NA,NA,NA,NA,NA,1,0.419710089,,LSPA LMP VLAP
9/21/1995,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0.419710089,,LSPA LMP VLAP
10/3/1995,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.355139306,,LSPA LMP VLAP
10/3/1995,800,NA,NA,NA,NA,NA,NA,NA,NA,1,0.516566264,,LSPA LMP VLAP
10/3/1995,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0.807134787,,LSPA LMP VLAP
10/7/1995,540,NA,NA,NA,NA,NA,NA,NA,NA,1,0.936276353,,LSPA LMP VLAP
10/8/1995,670,NA,NA,NA,NA,NA,NA,NA,NA,1,1.033132528,,LSPA LMP VLAP
10/8/1995,830,NA,NA,NA,NA,NA,NA,NA,NA,1,1.678840358,,LSPA LMP VLAP
10/8/1995,835,NA,NA,NA,NA,NA,NA,NA,NA,1,0.161426957,,LSPA LMP VLAP
10/22/1995,540,NA,NA,NA,NA,NA,NA,NA,NA,1,0.839420179,,LSPA LMP VLAP
10/22/1995,640,NA,NA,NA,NA,NA,NA,NA,NA,1,1.097703311,,LSPA LMP VLAP
10/22/1995,720,NA,NA,NA,NA,NA,NA,NA,NA,1,0.258283132,,LSPA LMP VLAP
10/22/1995,830,NA,NA,NA,NA,NA,NA,NA,NA,1,1.743411141,,LSPA LMP VLAP
10/22/1995,835,NA,NA,NA,NA,NA,NA,NA,NA,1,0.484280872,,LSPA LMP VLAP
10/23/1995,800,NA,NA,NA,NA,NA,NA,NA,NA,1,0.419710089,,LSPA LMP VLAP
10/23/1995,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0.419710089,,LSPA LMP VLAP
10/25/1995,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.451995481,,LSPA LMP VLAP
10/25/1995,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.064570783,BDL,LSPA LMP VLAP
10/25/1995,760,NA,NA,NA,NA,NA,NA,NA,NA,1,0.451995481,,LSPA LMP VLAP
11/1/1995,510,NA,NA,NA,NA,NA,NA,NA,NA,1,7.845350134,,LSPA LMP VLAP
11/13/1995,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.322853915,,LSPA LMP VLAP
11/13/1995,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.774849396,,LSPA LMP VLAP
11/13/1995,800,NA,NA,NA,NA,NA,NA,NA,NA,1,0.387424698,,LSPA LMP VLAP
11/13/1995,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0.258283132,,LSPA LMP VLAP
11/14/1995,760,NA,NA,NA,NA,NA,NA,NA,NA,1,0.258283132,,LSPA LMP VLAP
11/17/1995,788,NA,NA,NA,NA,NA,NA,NA,NA,1,0.22599774,,LSPA LMP VLAP
11/17/1995,790,NA,NA,NA,NA,NA,NA,NA,NA,1,0.193712349,,LSPA LMP VLAP
11/19/1995,640,NA,NA,NA,NA,NA,NA,NA,NA,1,0.258283132,,LSPA LMP VLAP
11/19/1995,720,NA,NA,NA,NA,NA,NA,NA,NA,1,0.258283132,,LSPA LMP VLAP
11/19/1995,830,NA,NA,NA,NA,NA,NA,NA,NA,1,0.742564004,,LSPA LMP VLAP
11/19/1995,835,NA,NA,NA,NA,NA,NA,NA,NA,1,0.193712349,,LSPA LMP VLAP
12/5/1995,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.22599774,,LSPA LMP VLAP
12/5/1995,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.161426957,,LSPA LMP VLAP
12/5/1995,800,NA,NA,NA,NA,NA,NA,NA,NA,1,0.193712349,,LSPA LMP VLAP
12/5/1995,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0.193712349,,LSPA LMP VLAP
12/6/1995,760,NA,NA,NA,NA,NA,NA,NA,NA,1,0.129141566,BDL,LSPA LMP VLAP
12/18/1995,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.193712349,,LSPA LMP VLAP
12/19/1995,760,NA,NA,NA,NA,NA,NA,NA,NA,1,0.258283132,,LSPA LMP VLAP
1/23/1996,800,NA,NA,NA,NA,NA,NA,NA,NA,1,0.290568523,,LSPA LMP VLAP
1/23/1996,805,NA,NA,NA,NA,NA,NA,NA,NA,1,0.258283132,,LSPA LMP VLAP
1/29/1996,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.322853915,,LSPA LMP VLAP
1/29/1996,510,NA,NA,NA,NA,NA,NA,NA,NA,1,0.419710089,,LSPA LMP VLAP
1/30/1996,720,NA,NA,NA,NA,NA,NA,NA,NA,1,0.096856174,BDL,LSPA LMP VLAP
1/31/1996,760,NA,NA,NA,NA,NA,NA,NA,NA,1,0.22599774,,LSPA LMP VLAP
2/19/1996,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.193712349,,LSPA LMP VLAP
2/23/1996,760,NA,NA,NA,NA,NA,NA,NA,NA,1,0.193712349,,LSPA LMP VLAP
2/29/1996,640,NA,NA,NA,NA,NA,NA,NA,NA,1,0.322853915,,LSPA LMP VLAP
3/12/1996,505,NA,NA,NA,NA,NA,NA,NA,NA,1,0.161426957,,LSPA LMP VLAP
