station,date,depth_m,layer,parameter,value,sitetype,depth.measurement,datasource
200,2000-06-14,10,M,cond_uScm,88.1,pelagic,median,LMP chem
200,2000-06-14,10,M,H_M,1.7378008287493812e-7,pelagic,median,LMP chem
200,2000-06-14,10,M,TP_mgl,0.005,pelagic,median,LMP chem
200,2000-06-14,10,M,turb_NTU,0.4,pelagic,median,LMP chem
200,2000-06-14,16,H,cond_uScm,88.4,pelagic,median,LMP chem
200,2000-06-14,16,H,H_M,3.2359365692962827e-7,pelagic,median,LMP chem
200,2000-06-14,16,H,TP_mgl,0.007,pelagic,median,LMP chem
200,2000-06-14,16,H,turb_NTU,0.6,pelagic,median,LMP chem
200,2000-07-06,4,E,alk_mglCaCO3,4.9,pelagic,median,LMP chem
200,2000-07-06,4,E,cond_uScm,87.3,pelagic,median,LMP chem
200,2000-07-06,4,E,H_M,1.6595869074375612e-7,pelagic,median,LMP chem
200,2000-07-06,4,E,TP_mgl,0.004,pelagic,median,LMP chem
200,2000-07-06,4,E,turb_NTU,0.5,pelagic,median,LMP chem
200,2000-07-06,10,M,cond_uScm,88.4,pelagic,median,LMP chem
200,2000-07-06,10,M,H_M,1.348962882591651e-7,pelagic,median,LMP chem
200,2000-07-06,10,M,TP_mgl,0.006,pelagic,median,LMP chem
200,2000-07-06,10,M,turb_NTU,1,pelagic,median,LMP chem
200,2000-07-06,16,H,cond_uScm,89.4,pelagic,median,LMP chem
200,2000-07-06,16,H,H_M,3.8018939632056126e-7,pelagic,median,LMP chem
200,2000-07-06,16,H,TP_mgl,0.007,pelagic,median,LMP chem
200,2000-07-06,16,H,turb_NTU,0.6,pelagic,median,LMP chem
200,2000-07-24,4,E,alk_mglCaCO3,5.2,pelagic,median,LMP chem
200,2000-07-24,4,E,cond_uScm,81.6,pelagic,median,LMP chem
200,2000-07-24,4,E,H_M,1.9054607179632512e-7,pelagic,median,LMP chem
200,2000-07-24,4,E,TP_mgl,0.004,pelagic,median,LMP chem
200,2000-07-24,4,E,turb_NTU,0.8,pelagic,median,LMP chem
200,2000-07-24,10,M,cond_uScm,88.7,pelagic,median,LMP chem
200,2000-07-24,10,M,H_M,4.6773514128719836e-7,pelagic,median,LMP chem
200,2000-07-24,10,M,TP_mgl,0.005,pelagic,median,LMP chem
200,2000-07-24,10,M,turb_NTU,1.1,pelagic,median,LMP chem
200,2000-07-24,16,H,cond_uScm,88.6,pelagic,median,LMP chem
200,2000-07-24,16,H,H_M,6.309573444801935e-7,pelagic,median,LMP chem
200,2000-07-24,16,H,TP_mgl,0.005,pelagic,median,LMP chem
200,2000-07-24,16,H,turb_NTU,0.8,pelagic,median,LMP chem
200,2000-08-13,4,E,alk_mglCaCO3,4.8,pelagic,median,LMP chem
200,2000-08-13,4,E,cond_uScm,86.3,pelagic,median,LMP chem
200,2000-08-13,4,E,H_M,2.511886431509581e-7,pelagic,median,LMP chem
200,2000-08-13,4,E,TP_mgl,0.005,pelagic,median,LMP chem
200,2000-08-13,4,E,turb_NTU,0.5,pelagic,median,LMP chem
200,2000-08-13,10,M,cond_uScm,87.9,pelagic,median,LMP chem
200,2000-08-13,10,M,H_M,4.570881896148752e-7,pelagic,median,LMP chem
200,2000-08-13,10,M,TP_mgl,0.004,pelagic,median,LMP chem
200,2000-08-13,10,M,turb_NTU,1.2,pelagic,median,LMP chem
200,2000-08-13,16,H,cond_uScm,89.1,pelagic,median,LMP chem
200,2000-08-13,16,H,H_M,7.079457843841376e-7,pelagic,median,LMP chem
200,2000-08-13,16,H,TP_mgl,0.004,pelagic,median,LMP chem
200,2000-08-13,16,H,turb_NTU,0.9,pelagic,median,LMP chem
200,2000-09-06,4,E,alk_mglCaCO3,4.8,pelagic,median,LMP chem
200,2000-09-06,4,E,cond_uScm,87.9,pelagic,median,LMP chem
200,2000-09-06,4,E,H_M,1.3803842646028812e-7,pelagic,median,LMP chem
200,2000-09-06,4,E,TP_mgl,0.004,pelagic,median,LMP chem
200,2000-09-06,4,E,turb_NTU,0.4,pelagic,median,LMP chem
200,2000-09-06,10,M,cond_uScm,88.2,pelagic,median,LMP chem
200,2000-09-06,10,M,H_M,3.090295432513592e-7,pelagic,median,LMP chem
200,2000-09-06,10,M,TP_mgl,0.006,pelagic,median,LMP chem
200,2000-09-06,10,M,turb_NTU,0.6,pelagic,median,LMP chem
200,2000-09-06,16,H,cond_uScm,88.9,pelagic,median,LMP chem
200,2000-09-06,16,H,H_M,6.309573444801935e-7,pelagic,median,LMP chem
200,2000-09-06,16,H,TP_mgl,0.006,pelagic,median,LMP chem
200,2000-09-06,16,H,turb_NTU,0.9,pelagic,median,LMP chem
200,2000-10-03,4,E,alk_mglCaCO3,3.2,pelagic,median,LMP chem
200,2000-10-03,4,E,cond_uScm,88.4,pelagic,median,LMP chem
200,2000-10-03,4,E,H_M,2.951209226666382e-7,pelagic,median,LMP chem
200,2000-10-03,4,E,TP_mgl,0.003,pelagic,median,LMP chem
200,2000-10-03,4,E,turb_NTU,0.5,pelagic,median,LMP chem
200,2000-10-03,10,M,cond_uScm,90.5,pelagic,median,LMP chem
200,2000-10-03,10,M,H_M,1.0232929922807506e-6,pelagic,median,LMP chem
200,2000-10-03,10,M,TP_mgl,0.006,pelagic,median,LMP chem
200,2000-10-03,10,M,turb_NTU,0.8,pelagic,median,LMP chem
200,2000-10-03,16,H,cond_uScm,90.8,pelagic,median,LMP chem
200,2000-10-03,16,H,H_M,1.148153621496881e-6,pelagic,median,LMP chem
200,2000-10-03,16,H,TP_mgl,0.005,pelagic,median,LMP chem
200,2000-10-03,16,H,turb_NTU,1.4,pelagic,median,LMP chem
200,2001-05-30,4,E,alk_mglCaCO3,4.5,pelagic,actual,LMP chem
200,2001-05-30,4,E,cond_uScm,89.6,pelagic,actual,LMP chem
200,2001-05-30,4,E,H_M,1.778279410038921e-7,pelagic,actual,LMP chem
200,2001-05-30,4,E,TP_mgl,0.004,pelagic,actual,LMP chem
200,2001-05-30,4,E,turb_NTU,0.4,pelagic,actual,LMP chem
200,2001-05-30,8,M,cond_uScm,90.9,pelagic,actual,LMP chem
200,2001-05-30,8,M,H_M,1.778279410038921e-7,pelagic,actual,LMP chem
200,2001-05-30,8,M,TP_mgl,0.002,pelagic,actual,LMP chem
200,2001-05-30,8,M,turb_NTU,0.8,pelagic,actual,LMP chem
200,2001-05-30,15,H,cond_uScm,92.5,pelagic,actual,LMP chem
200,2001-05-30,15,H,H_M,2.4547089156850315e-7,pelagic,actual,LMP chem
200,2001-05-30,15,H,TP_mgl,0.004,pelagic,actual,LMP chem
200,2001-05-30,15,H,turb_NTU,0.6,pelagic,actual,LMP chem
200,2001-06-25,2,E,alk_mglCaCO3,4.9,pelagic,actual,LMP chem
200,2001-06-25,2,E,cond_uScm,87.2,pelagic,actual,LMP chem
200,2001-06-25,2,E,H_M,1.2589254117941707e-7,pelagic,actual,LMP chem
200,2001-06-25,2,E,TP_mgl,0.003,pelagic,actual,LMP chem
200,2001-06-25,2,E,turb_NTU,0.8,pelagic,actual,LMP chem
200,2001-06-25,8,M,cond_uScm,88.2,pelagic,actual,LMP chem
200,2001-06-25,8,M,H_M,2.4547089156850315e-7,pelagic,actual,LMP chem
200,2001-06-25,8,M,TP_mgl,0.003,pelagic,actual,LMP chem
200,2001-06-25,8,M,turb_NTU,1.3,pelagic,actual,LMP chem
200,2001-06-25,16,H,cond_uScm,91.1,pelagic,actual,LMP chem
200,2001-06-25,16,H,H_M,4.265795188015933e-7,pelagic,actual,LMP chem
200,2001-06-25,16,H,TP_mgl,0.003,pelagic,actual,LMP chem
200,2001-06-25,16,H,turb_NTU,0.6,pelagic,actual,LMP chem
200,2001-07-23,3,E,alk_mglCaCO3,5,pelagic,actual,LMP chem
200,2001-07-23,3,E,cond_uScm,87.8,pelagic,actual,LMP chem
200,2001-07-23,3,E,H_M,2.1379620895022316e-7,pelagic,actual,LMP chem
200,2001-07-23,3,E,TP_mgl,0.005,pelagic,actual,LMP chem
200,2001-07-23,3,E,turb_NTU,0.6,pelagic,actual,LMP chem
200,2001-07-23,9,M,cond_uScm,88.7,pelagic,actual,LMP chem
200,2001-07-23,9,M,H_M,1.8620871366628717e-7,pelagic,actual,LMP chem
200,2001-07-23,9,M,TP_mgl,0.006,pelagic,actual,LMP chem
200,2001-07-23,9,M,turb_NTU,0.9,pelagic,actual,LMP chem
200,2001-07-23,16,H,cond_uScm,90.9,pelagic,actual,LMP chem
200,2001-07-23,16,H,H_M,3.8018939632056126e-7,pelagic,actual,LMP chem
200,2001-07-23,16,H,TP_mgl,0.006,pelagic,actual,LMP chem
200,2001-07-23,16,H,turb_NTU,0.9,pelagic,actual,LMP chem
200,2001-08-21,3,E,alk_mglCaCO3,4.7,pelagic,actual,LMP chem
200,2001-08-21,3,E,cond_uScm,90,pelagic,actual,LMP chem
200,2001-08-21,3,E,H_M,2.3442288153199214e-7,pelagic,actual,LMP chem
200,2001-08-21,3,E,TP_mgl,0.003,pelagic,actual,LMP chem
200,2001-08-21,3,E,turb_NTU,0.05,pelagic,actual,LMP chem
200,2001-08-21,10,M,cond_uScm,89.2,pelagic,actual,LMP chem
200,2001-08-21,10,M,H_M,1.778279410038921e-7,pelagic,actual,LMP chem
200,2001-08-21,10,M,TP_mgl,0.004,pelagic,actual,LMP chem
200,2001-08-21,10,M,turb_NTU,0.9,pelagic,actual,LMP chem
200,2001-08-21,16,H,cond_uScm,92.1,pelagic,actual,LMP chem
200,2001-08-21,16,H,H_M,5.011872336272724e-7,pelagic,actual,LMP chem
200,2001-08-21,16,H,TP_mgl,0.015,pelagic,actual,LMP chem
200,2001-08-21,16,H,turb_NTU,0.5,pelagic,actual,LMP chem
200,2001-09-17,4,E,alk_mglCaCO3,4.3,pelagic,actual,LMP chem
200,2001-09-17,4,E,cond_uScm,90.3,pelagic,actual,LMP chem
200,2001-09-17,4,E,H_M,9.549925860214375e-8,pelagic,actual,LMP chem
200,2001-09-17,4,E,TP_mgl,0.006,pelagic,actual,LMP chem
200,2001-09-17,4,E,turb_NTU,0.6,pelagic,actual,LMP chem
200,2001-09-17,11,M,cond_uScm,90.7,pelagic,actual,LMP chem
200,2001-09-17,11,M,H_M,1.288249551693131e-7,pelagic,actual,LMP chem
200,2001-09-17,11,M,TP_mgl,0.005,pelagic,actual,LMP chem
200,2001-09-17,11,M,turb_NTU,0.8,pelagic,actual,LMP chem
200,2001-09-17,16,H,cond_uScm,90.9,pelagic,actual,LMP chem
200,2001-09-17,16,H,H_M,3.1622776601683824e-7,pelagic,actual,LMP chem
200,2001-09-17,16,H,TP_mgl,0.005,pelagic,actual,LMP chem
200,2001-09-17,16,H,turb_NTU,0.5,pelagic,actual,LMP chem
200,2002-06-17,4,E,alk_mglCaCO3,5.1,pelagic,actual,LMP chem
200,2002-06-17,4,E,H_M,1.584893192461111e-7,pelagic,actual,LMP chem
200,2002-06-17,4,E,TP_mgl,0.005,pelagic,actual,LMP chem
200,2002-06-17,4,E,turb_NTU,0.5,pelagic,actual,LMP chem
200,2002-06-17,10,M,cond_uScm,94.4,pelagic,actual,LMP chem
200,2002-06-17,10,M,H_M,1.6982436524617514e-7,pelagic,actual,LMP chem
200,2002-06-17,10,M,TP_mgl,0.005,pelagic,actual,LMP chem
200,2002-06-17,10,M,turb_NTU,0.8,pelagic,actual,LMP chem
200,2002-06-17,14,H,cond_uScm,94.7,pelagic,actual,LMP chem
200,2002-06-17,14,H,H_M,1.9054607179632512e-7,pelagic,actual,LMP chem
200,2002-06-17,14,H,TP_mgl,0.006,pelagic,actual,LMP chem
200,2002-06-17,14,H,turb_NTU,1.1,pelagic,actual,LMP chem
200,2002-07-29,4,E,alk_mglCaCO3,5.4,pelagic,actual,LMP chem
200,2002-07-29,4,E,cond_uScm,98.8,pelagic,actual,LMP chem
200,2002-07-29,4,E,H_M,1.479108388168211e-7,pelagic,actual,LMP chem
200,2002-07-29,4,E,TP_mgl,0.003,pelagic,actual,LMP chem
200,2002-07-29,4,E,turb_NTU,1.2,pelagic,actual,LMP chem
200,2002-07-29,10,M,cond_uScm,103.4,pelagic,actual,LMP chem
200,2002-07-29,10,M,H_M,1.8620871366628717e-7,pelagic,actual,LMP chem
200,2002-07-29,10,M,TP_mgl,0.004,pelagic,actual,LMP chem
200,2002-07-29,10,M,turb_NTU,1.3,pelagic,actual,LMP chem
200,2002-07-29,16,H,cond_uScm,100.9,pelagic,actual,LMP chem
200,2002-07-29,16,H,H_M,3.467368504525323e-7,pelagic,actual,LMP chem
200,2002-07-29,16,H,TP_mgl,0.004,pelagic,actual,LMP chem
200,2002-07-29,16,H,turb_NTU,1.3,pelagic,actual,LMP chem
200,2002-08-19,4,E,alk_mglCaCO3,5.7,pelagic,actual,LMP chem
200,2002-08-19,4,E,cond_uScm,99.1,pelagic,actual,LMP chem
200,2002-08-19,4,E,H_M,1.479108388168211e-7,pelagic,actual,LMP chem
200,2002-08-19,4,E,TP_mgl,0.005,pelagic,actual,LMP chem
200,2002-08-19,4,E,turb_NTU,0.8,pelagic,actual,LMP chem
200,2002-08-19,9,M,cond_uScm,95.4,pelagic,actual,LMP chem
200,2002-08-19,9,M,H_M,1.1748975549395311e-7,pelagic,actual,LMP chem
200,2002-08-19,9,M,TP_mgl,0.005,pelagic,actual,LMP chem
200,2002-08-19,9,M,turb_NTU,0.4,pelagic,actual,LMP chem
200,2002-08-19,16,H,cond_uScm,96.1,pelagic,actual,LMP chem
200,2002-08-19,16,H,H_M,3.8018939632056126e-7,pelagic,actual,LMP chem
200,2002-08-19,16,H,TP_mgl,0.006,pelagic,actual,LMP chem
200,2002-08-19,16,H,turb_NTU,0.4,pelagic,actual,LMP chem
200,2002-09-30,6,E,alk_mglCaCO3,7,pelagic,actual,LMP chem
200,2002-09-30,6,E,cond_uScm,96.7,pelagic,actual,LMP chem
200,2002-09-30,6,E,H_M,1.2302687708123807e-7,pelagic,actual,LMP chem
200,2002-09-30,6,E,TP_mgl,0.002,pelagic,actual,LMP chem
200,2002-09-30,6,E,turb_NTU,0.7,pelagic,actual,LMP chem
200,2002-09-30,14,M,cond_uScm,95.6,pelagic,actual,LMP chem
200,2002-09-30,14,M,H_M,2.818382931264452e-7,pelagic,actual,LMP chem
200,2002-09-30,14,M,TP_mgl,0.01,pelagic,actual,LMP chem
200,2002-09-30,14,M,turb_NTU,0.6,pelagic,actual,LMP chem
200,2002-09-30,16,H,cond_uScm,95.4,pelagic,actual,LMP chem
200,2002-09-30,16,H,H_M,4.265795188015933e-7,pelagic,actual,LMP chem
200,2002-09-30,16,H,TP_mgl,0.004,pelagic,actual,LMP chem
200,2002-09-30,16,H,turb_NTU,0.8,pelagic,actual,LMP chem
200,2003-06-23,2,E,alk_mglCaCO3,4.3,pelagic,actual,LMP chem
200,2003-06-23,2,E,cond_uScm,102.3,pelagic,actual,LMP chem
200,2003-06-23,2,E,H_M,1.584893192461111e-7,pelagic,actual,LMP chem
200,2003-06-23,2,E,TP_mgl,0.004,pelagic,actual,LMP chem
200,2003-06-23,2,E,turb_NTU,0.15000000000000002,pelagic,actual,LMP chem
200,2003-06-23,8,M,cond_uScm,103.4,pelagic,actual,LMP chem
200,2003-06-23,8,M,H_M,1.6982436524617514e-7,pelagic,actual,LMP chem
200,2003-06-23,8,M,TP_mgl,0.005,pelagic,actual,LMP chem
200,2003-06-23,8,M,turb_NTU,0.53,pelagic,actual,LMP chem
200,2003-06-23,15,H,cond_uScm,102.9,pelagic,actual,LMP chem
200,2003-06-23,15,H,H_M,4.570881896148752e-7,pelagic,actual,LMP chem
200,2003-06-23,15,H,TP_mgl,0.006,pelagic,actual,LMP chem
200,2003-06-23,15,H,turb_NTU,0.15000000000000002,pelagic,actual,LMP chem
200,2003-07-21,3,E,alk_mglCaCO3,4.1,pelagic,actual,LMP chem
200,2003-07-21,3,E,cond_uScm,104.1,pelagic,actual,LMP chem
200,2003-07-21,3,E,H_M,1.1481536214968813e-7,pelagic,actual,LMP chem
200,2003-07-21,3,E,TP_mgl,0.005,pelagic,actual,LMP chem
200,2003-07-21,3,E,turb_NTU,1.2,pelagic,actual,LMP chem
200,2003-07-21,9,M,cond_uScm,103.6,pelagic,actual,LMP chem
200,2003-07-21,9,M,H_M,1.3182567385564112e-7,pelagic,actual,LMP chem
200,2003-07-21,9,M,TP_mgl,0.005,pelagic,actual,LMP chem
200,2003-07-21,9,M,turb_NTU,1.7,pelagic,actual,LMP chem
200,2003-07-21,16,H,cond_uScm,103.9,pelagic,actual,LMP chem
200,2003-07-21,16,H,H_M,4.6773514128719836e-7,pelagic,actual,LMP chem
200,2003-07-21,16,H,TP_mgl,0.006,pelagic,actual,LMP chem
200,2003-07-21,16,H,turb_NTU,1.5,pelagic,actual,LMP chem
200,2003-08-18,4,E,alk_mglCaCO3,3.9,pelagic,actual,LMP chem
200,2003-08-18,4,E,cond_uScm,103,pelagic,actual,LMP chem
200,2003-08-18,4,E,H_M,2.187761623949552e-7,pelagic,actual,LMP chem
200,2003-08-18,4,E,TP_mgl,0.002,pelagic,actual,LMP chem
200,2003-08-18,4,E,turb_NTU,1.2,pelagic,actual,LMP chem
200,2003-08-18,10,M,cond_uScm,103.7,pelagic,actual,LMP chem
200,2003-08-18,10,M,H_M,2.818382931264452e-7,pelagic,actual,LMP chem
200,2003-08-18,10,M,TP_mgl,0.004,pelagic,actual,LMP chem
200,2003-08-18,10,M,turb_NTU,1.3,pelagic,actual,LMP chem
200,2003-08-18,16,H,cond_uScm,104.5,pelagic,actual,LMP chem
200,2003-08-18,16,H,H_M,7.585775750291846e-7,pelagic,actual,LMP chem
200,2003-08-18,16,H,TP_mgl,0.004,pelagic,actual,LMP chem
200,2003-08-18,16,H,turb_NTU,1.1,pelagic,actual,LMP chem
200,2003-09-22,4,E,alk_mglCaCO3,3.9,pelagic,actual,LMP chem
200,2003-09-22,4,E,cond_uScm,104.1,pelagic,actual,LMP chem
200,2003-09-22,4,E,H_M,2.238721138568342e-7,pelagic,actual,LMP chem
200,2003-09-22,4,E,TP_mgl,0.007,pelagic,actual,LMP chem
200,2003-09-22,4,E,turb_NTU,1.1600000000000001,pelagic,actual,LMP chem
200,2003-09-22,12,M,cond_uScm,104.2,pelagic,actual,LMP chem
200,2003-09-22,12,M,H_M,3.7153522909717327e-7,pelagic,actual,LMP chem
200,2003-09-22,12,M,TP_mgl,0.006,pelagic,actual,LMP chem
200,2003-09-22,12,M,turb_NTU,1.55,pelagic,actual,LMP chem
200,2003-09-22,16,H,cond_uScm,104.4,pelagic,actual,LMP chem
200,2003-09-22,16,H,H_M,6.760829753919826e-7,pelagic,actual,LMP chem
200,2003-09-22,16,H,TP_mgl,0.006,pelagic,actual,LMP chem
200,2003-09-22,16,H,turb_NTU,1.1900000000000002,pelagic,actual,LMP chem
200,2004-05-25,3,E,alk_mglCaCO3,5.5,pelagic,actual,LMP chem
200,2004-05-25,3,E,cond_uScm,101.8,pelagic,actual,LMP chem
200,2004-05-25,3,E,H_M,1.7378008287493812e-7,pelagic,actual,LMP chem
200,2004-05-25,3,E,TP_mgl,0.006,pelagic,actual,LMP chem
200,2004-05-25,3,E,turb_NTU,0.9,pelagic,actual,LMP chem
200,2004-05-25,8,M,cond_uScm,104,pelagic,actual,LMP chem
200,2004-05-25,8,M,H_M,2.187761623949552e-7,pelagic,actual,LMP chem
200,2004-05-25,8,M,TP_mgl,0.008,pelagic,actual,LMP chem
200,2004-05-25,8,M,turb_NTU,1.1,pelagic,actual,LMP chem
200,2004-05-25,14,H,cond_uScm,104.2,pelagic,actual,LMP chem
200,2004-05-25,14,H,H_M,3.467368504525323e-7,pelagic,actual,LMP chem
200,2004-05-25,14,H,TP_mgl,0.012,pelagic,actual,LMP chem
200,2004-05-25,14,H,turb_NTU,1.1,pelagic,actual,LMP chem
200,2004-06-21,4,E,alk_mglCaCO3,5.5,pelagic,actual,LMP chem
200,2004-06-21,4,E,cond_uScm,103.6,pelagic,actual,LMP chem
200,2004-06-21,4,E,H_M,1.4125375446227613e-7,pelagic,actual,LMP chem
200,2004-06-21,4,E,TP_mgl,0.006,pelagic,actual,LMP chem
200,2004-06-21,4,E,turb_NTU,0.26,pelagic,actual,LMP chem
200,2004-06-21,11,M,cond_uScm,104.1,pelagic,actual,LMP chem
200,2004-06-21,11,M,H_M,2.6915348039269127e-7,pelagic,actual,LMP chem
200,2004-06-21,11,M,TP_mgl,0.004,pelagic,actual,LMP chem
200,2004-06-21,11,M,turb_NTU,0.33999999999999997,pelagic,actual,LMP chem
200,2004-06-21,16,H,cond_uScm,104.1,pelagic,actual,LMP chem
200,2004-06-21,16,H,H_M,4.570881896148752e-7,pelagic,actual,LMP chem
200,2004-06-21,16,H,TP_mgl,0.007,pelagic,actual,LMP chem
200,2004-06-21,16,H,turb_NTU,0.54,pelagic,actual,LMP chem
200,2004-07-26,3,E,alk_mglCaCO3,5.6,pelagic,actual,LMP chem
200,2004-07-26,3,E,cond_uScm,103.2,pelagic,actual,LMP chem
200,2004-07-26,3,E,H_M,8.912509381337468e-8,pelagic,actual,LMP chem
200,2004-07-26,3,E,TP_mgl,0.005,pelagic,actual,LMP chem
200,2004-07-26,3,E,turb_NTU,0.32999999999999996,pelagic,actual,LMP chem
200,2004-07-26,9,M,cond_uScm,104,pelagic,actual,LMP chem
200,2004-07-26,9,M,H_M,2.630267991895382e-7,pelagic,actual,LMP chem
200,2004-07-26,9,M,TP_mgl,0.005,pelagic,actual,LMP chem
200,2004-07-26,9,M,turb_NTU,0.48000000000000004,pelagic,actual,LMP chem
200,2004-07-26,16,H,cond_uScm,104.9,pelagic,actual,LMP chem
200,2004-07-26,16,H,H_M,5.248074602497724e-7,pelagic,actual,LMP chem
200,2004-07-26,16,H,TP_mgl,0.005,pelagic,actual,LMP chem
200,2004-07-26,16,H,turb_NTU,0.36,pelagic,actual,LMP chem
200,2004-08-23,4,E,alk_mglCaCO3,3.8,pelagic,actual,LMP chem
200,2004-08-23,4,E,cond_uScm,103.7,pelagic,actual,LMP chem
200,2004-08-23,4,E,H_M,1.2302687708123807e-7,pelagic,actual,LMP chem
200,2004-08-23,4,E,TP_mgl,0.005,pelagic,actual,LMP chem
200,2004-08-23,4,E,turb_NTU,0.35,pelagic,actual,LMP chem
200,2004-08-23,11,M,cond_uScm,104.9,pelagic,actual,LMP chem
200,2004-08-23,11,M,H_M,4.570881896148752e-7,pelagic,actual,LMP chem
200,2004-08-23,11,M,TP_mgl,0.019,pelagic,actual,LMP chem
200,2004-08-23,11,M,turb_NTU,0.45,pelagic,actual,LMP chem
200,2004-08-23,16,H,cond_uScm,105,pelagic,actual,LMP chem
200,2004-08-23,16,H,H_M,7.244359600749915e-7,pelagic,actual,LMP chem
200,2004-08-23,16,H,TP_mgl,0.005,pelagic,actual,LMP chem
200,2004-08-23,16,H,turb_NTU,0.42000000000000004,pelagic,actual,LMP chem
200,2004-09-20,6,E,alk_mglCaCO3,5.4,pelagic,actual,LMP chem
200,2004-09-20,6,E,cond_uScm,105.1,pelagic,actual,LMP chem
200,2004-09-20,6,E,H_M,1.0471285480509007e-7,pelagic,actual,LMP chem
200,2004-09-20,6,E,TP_mgl,0.004,pelagic,actual,LMP chem
200,2004-09-20,6,E,turb_NTU,0.5,pelagic,actual,LMP chem
200,2004-09-20,13,M,cond_uScm,105,pelagic,actual,LMP chem
200,2004-09-20,13,M,H_M,5.495408738576253e-7,pelagic,actual,LMP chem
200,2004-09-20,13,M,TP_mgl,0.005,pelagic,actual,LMP chem
200,2004-09-20,13,M,turb_NTU,1,pelagic,actual,LMP chem
200,2004-09-20,16,H,cond_uScm,105.3,pelagic,actual,LMP chem
200,2004-09-20,16,H,H_M,5.623413251903492e-7,pelagic,actual,LMP chem
200,2004-09-20,16,H,TP_mgl,0.006,pelagic,actual,LMP chem
200,2004-09-20,16,H,turb_NTU,1.5,pelagic,actual,LMP chem
200,2005-06-27,2,E,alk_mglCaCO3,3.8,pelagic,actual,LMP chem
200,2005-06-27,2,E,cond_uScm,102.4,pelagic,actual,LMP chem
200,2005-06-27,2,E,H_M,2.2908676527677721e-7,pelagic,actual,LMP chem
200,2005-06-27,2,E,TP_mgl,0.003,pelagic,actual,LMP chem
200,2005-06-27,2,E,turb_NTU,0.6799999999999999,pelagic,actual,LMP chem
200,2005-06-27,8,M,cond_uScm,103,pelagic,actual,LMP chem
200,2005-06-27,8,M,H_M,3.548133892335753e-7,pelagic,actual,LMP chem
200,2005-06-27,8,M,TP_mgl,0.006,pelagic,actual,LMP chem
200,2005-06-27,8,M,turb_NTU,1.01,pelagic,actual,LMP chem
200,2005-06-27,14,H,cond_uScm,105.5,pelagic,actual,LMP chem
200,2005-06-27,14,H,H_M,6.760829753919826e-7,pelagic,actual,LMP chem
200,2005-06-27,14,H,TP_mgl,0.005,pelagic,actual,LMP chem
200,2005-06-27,14,H,turb_NTU,0.62,pelagic,actual,LMP chem
200,2005-07-25,3,E,alk_mglCaCO3,4,pelagic,actual,LMP chem
200,2005-07-25,3,E,cond_uScm,102.3,pelagic,actual,LMP chem
200,2005-07-25,3,E,H_M,2.187761623949552e-7,pelagic,actual,LMP chem
200,2005-07-25,3,E,TP_mgl,0.009,pelagic,actual,LMP chem
200,2005-07-25,3,E,turb_NTU,0.69,pelagic,actual,LMP chem
200,2005-07-25,10,M,cond_uScm,104.3,pelagic,actual,LMP chem
200,2005-07-25,10,M,H_M,1.0232929922807506e-6,pelagic,actual,LMP chem
200,2005-07-25,10,M,TP_mgl,0.007,pelagic,actual,LMP chem
200,2005-07-25,10,M,turb_NTU,0.8,pelagic,actual,LMP chem
200,2005-07-25,16,H,cond_uScm,102.9,pelagic,actual,LMP chem
200,2005-07-25,16,H,H_M,8.511380382023765e-7,pelagic,actual,LMP chem
200,2005-07-25,16,H,TP_mgl,0.009,pelagic,actual,LMP chem
200,2005-07-25,16,H,turb_NTU,0.74,pelagic,actual,LMP chem
200,2005-08-22,3,E,alk_mglCaCO3,6.2,pelagic,actual,LMP chem
200,2005-08-22,3,E,cond_uScm,104.2,pelagic,actual,LMP chem
200,2005-08-22,3,E,H_M,2.238721138568342e-7,pelagic,actual,LMP chem
200,2005-08-22,3,E,TP_mgl,0.004,pelagic,actual,LMP chem
200,2005-08-22,3,E,turb_NTU,0.3,pelagic,actual,LMP chem
200,2005-08-22,9,M,cond_uScm,104.5,pelagic,actual,LMP chem
200,2005-08-22,9,M,H_M,3.9810717055349735e-7,pelagic,actual,LMP chem
200,2005-08-22,9,M,TP_mgl,0.008,pelagic,actual,LMP chem
200,2005-08-22,9,M,turb_NTU,0.59,pelagic,actual,LMP chem
200,2005-08-22,16,H,cond_uScm,105.7,pelagic,actual,LMP chem
200,2005-08-22,16,H,H_M,1.0000000000000006e-6,pelagic,actual,LMP chem
200,2005-08-22,16,H,TP_mgl,0.005,pelagic,actual,LMP chem
200,2005-08-22,16,H,turb_NTU,0.48000000000000004,pelagic,actual,LMP chem
200,2005-09-14,0,H,cond_uScm,107,pelagic,actual,LMP chem
200,2005-09-14,0,H,H_M,7.244359600749915e-7,pelagic,actual,LMP chem
200,2005-09-14,0,H,TP_mgl,0.007,pelagic,actual,LMP chem
200,2005-09-14,0,H,turb_NTU,0.7899999999999999,pelagic,actual,LMP chem
200,2005-09-14,4,E,cond_uScm,105.2,pelagic,actual,LMP chem
200,2005-09-14,4,E,H_M,1.3803842646028812e-7,pelagic,actual,LMP chem
200,2005-09-14,4,E,TP_mgl,0.005,pelagic,actual,LMP chem
200,2005-09-14,4,E,turb_NTU,0.32,pelagic,actual,LMP chem
200,2005-09-14,10,M,cond_uScm,105.9,pelagic,actual,LMP chem
200,2005-09-14,10,M,H_M,4.168693834703364e-7,pelagic,actual,LMP chem
200,2005-09-14,10,M,TP_mgl,0.005,pelagic,actual,LMP chem
