station,date,depth_m,flag,parameter,value,depth.measurement,sitetype,datasource
210,2014-09-15,6,NA,DO_pctsat,96.9,actual,pelagic,LMP DO
210,1994-09-14,3,NA,temp_C,17.2,actual,pelagic,LMP DO
210,1994-09-14,2,NA,temp_C,17.2,actual,pelagic,LMP DO
210,1994-09-14,1,NA,temp_C,17.2,actual,pelagic,LMP DO
210,1994-09-14,0.5,NA,temp_C,17.3,actual,pelagic,LMP DO
210,2002-07-29,3,NA,DO_mgl,8.350000000000001,actual,pelagic,LMP DO
210,2002-07-29,2,NA,DO_mgl,8.7,actual,pelagic,LMP DO
210,2002-07-29,1,NA,DO_mgl,8.51,actual,pelagic,LMP DO
210,2002-07-29,0.5,NA,DO_mgl,8.350000000000001,actual,pelagic,LMP DO
210,2014-05-27,13,NA,DO_pctsat,97.2,actual,pelagic,LMP DO
210,2014-05-27,12,NA,DO_pctsat,100.1,actual,pelagic,LMP DO
210,2014-05-27,11,NA,DO_pctsat,101.6,actual,pelagic,LMP DO
210,2014-05-27,10,NA,DO_pctsat,103.1,actual,pelagic,LMP DO
210,2014-05-27,9,NA,DO_pctsat,103.3,actual,pelagic,LMP DO
210,2014-05-27,8,NA,DO_pctsat,103.6,actual,pelagic,LMP DO
210,2014-05-27,7,NA,DO_pctsat,104.8,actual,pelagic,LMP DO
210,2012-09-17,20,NA,temp_C,9.8,actual,pelagic,LMP DO
210,2012-09-17,19,NA,temp_C,9.9,actual,pelagic,LMP DO
210,2012-09-17,18,NA,temp_C,10.1,actual,pelagic,LMP DO
210,2012-09-17,17,NA,temp_C,10.3,actual,pelagic,LMP DO
210,2012-09-17,16,NA,temp_C,10.5,actual,pelagic,LMP DO
210,2012-09-17,15,NA,temp_C,10.9,actual,pelagic,LMP DO
210,2012-09-17,14,NA,temp_C,11.3,actual,pelagic,LMP DO
210,2012-09-17,13,NA,temp_C,12,actual,pelagic,LMP DO
210,2012-09-17,12,NA,temp_C,12.8,actual,pelagic,LMP DO
210,2012-09-17,11,NA,temp_C,14.5,actual,pelagic,LMP DO
210,2012-09-17,10,NA,temp_C,17.2,actual,pelagic,LMP DO
210,2012-09-17,9,NA,temp_C,19.9,actual,pelagic,LMP DO
210,2012-09-17,8,NA,temp_C,19.9,actual,pelagic,LMP DO
210,2012-09-17,7,NA,temp_C,19.9,actual,pelagic,LMP DO
210,2012-09-17,6,NA,temp_C,19.9,actual,pelagic,LMP DO
210,2012-09-17,5,NA,temp_C,19.8,actual,pelagic,LMP DO
210,2012-09-17,4,NA,temp_C,19.8,actual,pelagic,LMP DO
210,2012-09-17,3,NA,temp_C,19.8,actual,pelagic,LMP DO
210,2012-09-17,2,NA,temp_C,19.8,actual,pelagic,LMP DO
210,2012-09-17,1,NA,temp_C,19.7,actual,pelagic,LMP DO
210,2012-09-17,0.1,NA,temp_C,19.7,actual,pelagic,LMP DO
210,1992-07-01,5,NA,temp_C,18.8,actual,pelagic,LMP DO
210,1992-07-01,4,NA,temp_C,18.9,actual,pelagic,LMP DO
210,1992-07-01,3,NA,temp_C,19,actual,pelagic,LMP DO
210,1992-07-01,2,NA,temp_C,19.5,actual,pelagic,LMP DO
210,1992-07-01,1,NA,temp_C,20,actual,pelagic,LMP DO
210,1992-07-01,0.5,NA,temp_C,20.1,actual,pelagic,LMP DO
210,1992-07-01,0.1,NA,temp_C,20.3,actual,pelagic,LMP DO
210,1999-10-12,20,NA,DO_mgl,5,actual,pelagic,LMP DO
210,1999-10-12,19,NA,DO_mgl,5.2,actual,pelagic,LMP DO
210,1999-10-12,18,NA,DO_mgl,5.2,actual,pelagic,LMP DO
210,1999-10-12,17,NA,DO_mgl,6,actual,pelagic,LMP DO
210,1999-10-12,16,NA,DO_mgl,7,actual,pelagic,LMP DO
210,1999-10-12,15,NA,DO_mgl,9.6,actual,pelagic,LMP DO
210,1999-10-12,14,NA,DO_mgl,9.6,actual,pelagic,LMP DO
210,1999-10-12,13,NA,DO_mgl,9.7,actual,pelagic,LMP DO
210,1999-10-12,12,NA,DO_mgl,9.7,actual,pelagic,LMP DO
210,1999-10-12,11,NA,DO_mgl,9.7,actual,pelagic,LMP DO
210,1999-10-12,10,NA,DO_mgl,9.8,actual,pelagic,LMP DO
210,1999-10-12,9,NA,DO_mgl,9.8,actual,pelagic,LMP DO
210,1999-10-12,8,NA,DO_mgl,9.6,actual,pelagic,LMP DO
210,2012-08-20,0.5,NA,temp_C,23.8,actual,pelagic,LMP DO
210,2015-07-20,30,NA,temp_C,6.7,actual,pelagic,LMP DO
210,2015-07-20,29,NA,temp_C,6.7,actual,pelagic,LMP DO
210,2015-07-20,28,NA,temp_C,6.7,actual,pelagic,LMP DO
210,2015-07-20,27,NA,temp_C,6.8,actual,pelagic,LMP DO
210,2015-07-20,26,NA,temp_C,6.9,actual,pelagic,LMP DO
210,2015-07-20,25,NA,temp_C,6.9,actual,pelagic,LMP DO
210,2015-07-20,24,NA,temp_C,7,actual,pelagic,LMP DO
210,2015-07-20,23,NA,temp_C,7.2,actual,pelagic,LMP DO
210,2015-07-20,22,NA,temp_C,7.3,actual,pelagic,LMP DO
210,2015-07-20,21,NA,temp_C,7.4,actual,pelagic,LMP DO
210,2015-07-20,20,NA,temp_C,7.5,actual,pelagic,LMP DO
210,2015-07-20,19,NA,temp_C,7.7,actual,pelagic,LMP DO
210,2015-07-20,18,NA,temp_C,7.9,actual,pelagic,LMP DO
210,2015-07-20,17,NA,temp_C,8.2,actual,pelagic,LMP DO
210,2015-07-20,16,NA,temp_C,8.4,actual,pelagic,LMP DO
210,2015-07-20,15,NA,temp_C,8.8,actual,pelagic,LMP DO
210,2015-07-20,14,NA,temp_C,9.3,actual,pelagic,LMP DO
210,2015-07-20,13,NA,temp_C,9.8,actual,pelagic,LMP DO
210,2015-07-20,12,NA,temp_C,10.6,actual,pelagic,LMP DO
210,2015-07-20,11,NA,temp_C,12.1,actual,pelagic,LMP DO
210,2015-07-20,10,NA,temp_C,15,actual,pelagic,LMP DO
210,2015-07-20,9,NA,temp_C,17.4,actual,pelagic,LMP DO
210,2015-07-20,8,NA,temp_C,18.5,actual,pelagic,LMP DO
210,2015-07-20,7,NA,temp_C,21.9,actual,pelagic,LMP DO
210,2015-07-20,6,NA,temp_C,22.9,actual,pelagic,LMP DO
210,2015-07-20,5,NA,temp_C,23,actual,pelagic,LMP DO
210,2015-07-20,4,NA,temp_C,23.1,actual,pelagic,LMP DO
210,2015-07-20,3,NA,temp_C,23.2,actual,pelagic,LMP DO
210,1999-09-21,7,NA,DO_mgl,9.1,actual,pelagic,LMP DO
210,1999-09-21,6,NA,DO_mgl,9,actual,pelagic,LMP DO
210,1999-09-21,5,NA,DO_mgl,9.1,actual,pelagic,LMP DO
210,1999-09-21,4,NA,DO_mgl,9.1,actual,pelagic,LMP DO
210,1999-09-21,3,NA,DO_mgl,9,actual,pelagic,LMP DO
210,1999-09-21,2,NA,DO_mgl,8.9,actual,pelagic,LMP DO
210,1999-09-21,1,NA,DO_mgl,9.1,actual,pelagic,LMP DO
210,1999-09-21,0.5,NA,DO_mgl,9.3,actual,pelagic,LMP DO
210,1995-05-26,23,NA,DO_mgl,10.6,actual,pelagic,LMP DO
210,1995-05-26,22,NA,DO_mgl,10.7,actual,pelagic,LMP DO
210,2015-09-21,30,NA,DO_mgl,4.4,actual,pelagic,LMP DO
210,2015-09-21,29,NA,DO_mgl,5.07,actual,pelagic,LMP DO
210,1994-08-19,14,NA,temp_C,10.5,actual,pelagic,LMP DO
210,1992-05-26,30,NA,temp_C,5.3,actual,pelagic,LMP DO
210,2013-08-19,8,NA,temp_C,18.9,actual,pelagic,LMP DO
210,2013-08-19,7,NA,temp_C,21,actual,pelagic,LMP DO
210,2013-08-19,6,NA,temp_C,21.3,actual,pelagic,LMP DO
210,2013-08-19,5,NA,temp_C,21.5,actual,pelagic,LMP DO
210,1992-05-26,25,NA,temp_C,5.5,actual,pelagic,LMP DO
210,1992-05-26,24,NA,temp_C,5.6,actual,pelagic,LMP DO
210,1992-05-26,23,NA,temp_C,5.6,actual,pelagic,LMP DO
210,1992-05-26,22,NA,temp_C,5.6,actual,pelagic,LMP DO
210,2012-08-20,29,NA,temp_C,9,actual,pelagic,LMP DO
210,1994-08-19,1,NA,temp_C,21.6,actual,pelagic,LMP DO
210,2012-08-20,27,NA,temp_C,9,actual,pelagic,LMP DO
210,2012-08-20,26,NA,temp_C,9,actual,pelagic,LMP DO
210,2012-08-20,25,NA,temp_C,9.1,actual,pelagic,LMP DO
210,2012-08-20,24,NA,temp_C,9.2,actual,pelagic,LMP DO
210,2012-08-20,23,NA,temp_C,9.2,actual,pelagic,LMP DO
210,2012-08-20,22,NA,temp_C,9.3,actual,pelagic,LMP DO
210,2012-08-20,21,NA,temp_C,9.5,actual,pelagic,LMP DO
210,1996-09-04,11,NA,DO_mgl,7,actual,pelagic,LMP DO
210,2012-08-20,19,NA,temp_C,9.7,actual,pelagic,LMP DO
210,2012-08-20,18,NA,temp_C,9.8,actual,pelagic,LMP DO
210,2012-08-20,17,NA,temp_C,10,actual,pelagic,LMP DO
210,2016-09-28,0.5,NA,temp_C,18.8,actual,pelagic,LMP DO
210,2001-06-25,9,NA,DO_mgl,12.6,actual,pelagic,LMP DO
210,2012-08-20,14,NA,temp_C,11,actual,pelagic,LMP DO
210,2012-08-20,13,NA,temp_C,11.7,actual,pelagic,LMP DO
210,2012-08-20,12,NA,temp_C,12.3,actual,pelagic,LMP DO
210,2012-08-20,11,NA,temp_C,13.2,actual,pelagic,LMP DO
210,2012-08-20,10,NA,temp_C,15.2,actual,pelagic,LMP DO
210,2012-08-20,9,NA,temp_C,16.7,actual,pelagic,LMP DO
210,2012-08-20,8,NA,temp_C,20.4,actual,pelagic,LMP DO
210,2012-08-20,7,NA,temp_C,23.5,actual,pelagic,LMP DO
210,2012-08-20,6,NA,temp_C,24.2,actual,pelagic,LMP DO
210,2004-08-23,5,NA,DO_pctsat,110.8,actual,pelagic,LMP DO
210,2006-07-24,27,NA,temp_C,9.3,actual,pelagic,LMP DO
210,2012-08-20,3,NA,temp_C,24.1,actual,pelagic,LMP DO
210,2012-08-20,2,NA,temp_C,24.1,actual,pelagic,LMP DO
210,2012-08-20,1,NA,temp_C,24,actual,pelagic,LMP DO
210,2012-08-20,0.1,NA,temp_C,23.8,actual,pelagic,LMP DO
210,2004-07-26,8,NA,temp_C,19.2,actual,pelagic,LMP DO
210,2004-07-26,7,NA,temp_C,20,actual,pelagic,LMP DO
210,2004-07-26,6,NA,temp_C,22.3,actual,pelagic,LMP DO
210,2004-07-26,5,NA,temp_C,22.6,actual,pelagic,LMP DO
210,2004-07-26,4,NA,temp_C,22.6,actual,pelagic,LMP DO
210,2004-07-26,3,NA,temp_C,22.6,actual,pelagic,LMP DO
210,2004-07-26,2,NA,temp_C,22.6,actual,pelagic,LMP DO
210,2004-07-26,1,NA,temp_C,22.6,actual,pelagic,LMP DO
210,2004-07-26,0.5,NA,temp_C,22.6,actual,pelagic,LMP DO
210,1986-08-03,10,NA,temp_C,16.5,actual,pelagic,LMP DO
210,1986-08-03,8.5,NA,temp_C,19,actual,pelagic,LMP DO
210,1986-08-03,8,NA,temp_C,20,actual,pelagic,LMP DO
210,1986-08-03,7,NA,temp_C,21,actual,pelagic,LMP DO
210,2013-06-17,11,NA,DO_mgl,10.15,actual,pelagic,LMP DO
210,2013-06-17,10,NA,DO_mgl,10.2,actual,pelagic,LMP DO
210,2013-06-17,9,NA,DO_mgl,10.209999999999999,actual,pelagic,LMP DO
210,1998-06-16,25,NA,DO_mgl,9,actual,pelagic,LMP DO
210,1998-06-16,24,NA,DO_mgl,9.4,actual,pelagic,LMP DO
210,1998-06-16,23,NA,DO_mgl,9.8,actual,pelagic,LMP DO
210,2019-09-30,2.957,NA,temp_C,18,actual,pelagic,LMP DO
210,2019-09-30,9.463000000000001,NA,temp_C,17.7,actual,pelagic,LMP DO
210,2019-09-30,10.073,NA,temp_C,16.8,actual,pelagic,LMP DO
210,1994-07-29,29,NA,temp_C,9,actual,pelagic,LMP DO
210,1994-07-29,28,NA,temp_C,9,actual,pelagic,LMP DO
210,1994-07-29,27,NA,temp_C,9,actual,pelagic,LMP DO
210,1994-07-29,26,NA,temp_C,9,actual,pelagic,LMP DO
210,1994-07-29,25,NA,temp_C,9.5,actual,pelagic,LMP DO
210,1994-07-29,24,NA,temp_C,9.5,actual,pelagic,LMP DO
210,1994-07-29,23,NA,temp_C,10,actual,pelagic,LMP DO
210,1994-07-29,22,NA,temp_C,10.5,actual,pelagic,LMP DO
210,1994-07-29,21,NA,temp_C,10.5,actual,pelagic,LMP DO
210,1994-07-29,20,NA,temp_C,11.5,actual,pelagic,LMP DO
210,1994-07-29,19,NA,temp_C,11.5,actual,pelagic,LMP DO
210,1994-07-29,18,NA,temp_C,12,actual,pelagic,LMP DO
210,1994-07-29,17,NA,temp_C,13,actual,pelagic,LMP DO
210,1994-07-29,16,NA,temp_C,13,actual,pelagic,LMP DO
210,1994-07-29,15,NA,temp_C,14,actual,pelagic,LMP DO
210,2015-06-22,30,NA,temp_C,6.5,actual,pelagic,LMP DO
210,2015-06-22,29,NA,temp_C,6.5,actual,pelagic,LMP DO
210,2015-06-22,28,NA,temp_C,6.5,actual,pelagic,LMP DO
210,2015-06-22,27,NA,temp_C,6.6,actual,pelagic,LMP DO
210,1991-08-27,24,NA,temp_C,8.4,actual,pelagic,LMP DO
210,1991-08-27,23,NA,temp_C,8.5,actual,pelagic,LMP DO
210,1991-08-27,22,NA,temp_C,8.6,actual,pelagic,LMP DO
210,1991-08-27,21,NA,temp_C,8.8,actual,pelagic,LMP DO
210,1991-08-27,20,NA,temp_C,8.8,actual,pelagic,LMP DO
210,1991-08-27,19,NA,temp_C,8.9,actual,pelagic,LMP DO
210,1991-08-27,18,NA,temp_C,9.1,actual,pelagic,LMP DO
210,1991-08-27,17,NA,temp_C,9.3,actual,pelagic,LMP DO
210,1991-08-27,16,NA,temp_C,9.8,actual,pelagic,LMP DO
210,1991-08-27,15,NA,temp_C,10.2,actual,pelagic,LMP DO
210,1991-08-27,14,NA,temp_C,10.7,actual,pelagic,LMP DO
210,2012-07-23,29,NA,temp_C,9,actual,pelagic,LMP DO
210,2012-07-23,28,NA,temp_C,9,actual,pelagic,LMP DO
210,2012-07-23,27,NA,temp_C,9,actual,pelagic,LMP DO
210,2012-07-23,26,NA,temp_C,9,actual,pelagic,LMP DO
210,2012-07-23,25,NA,temp_C,9.1,actual,pelagic,LMP DO
210,2012-07-23,24,NA,temp_C,9.2,actual,pelagic,LMP DO
210,2012-07-23,23,NA,temp_C,9.2,actual,pelagic,LMP DO
210,2012-07-23,22,NA,temp_C,9.3,actual,pelagic,LMP DO
210,2012-07-23,21,NA,temp_C,9.4,actual,pelagic,LMP DO
210,2012-07-23,20,NA,temp_C,9.5,actual,pelagic,LMP DO
210,2012-07-23,19,NA,temp_C,9.5,actual,pelagic,LMP DO
210,2012-07-23,18,NA,temp_C,9.6,actual,pelagic,LMP DO
210,2012-07-23,17,NA,temp_C,9.8,actual,pelagic,LMP DO
210,2012-07-23,16,NA,temp_C,10,actual,pelagic,LMP DO
210,2012-07-23,15,NA,temp_C,10.2,actual,pelagic,LMP DO
210,2012-07-23,14,NA,temp_C,10.6,actual,pelagic,LMP DO
210,2012-07-23,13,NA,temp_C,11.2,actual,pelagic,LMP DO
210,2012-07-23,12,NA,temp_C,11.9,actual,pelagic,LMP DO
210,2012-07-23,11,NA,temp_C,13,actual,pelagic,LMP DO
210,2012-07-23,10,NA,temp_C,14.1,actual,pelagic,LMP DO
210,2012-07-23,9,NA,temp_C,15.7,actual,pelagic,LMP DO
210,2012-07-23,8,NA,temp_C,18.1,actual,pelagic,LMP DO
210,2012-07-23,7,NA,temp_C,22.2,actual,pelagic,LMP DO
210,2012-07-23,6,NA,temp_C,23.9,actual,pelagic,LMP DO
210,2012-07-23,5,NA,temp_C,24,actual,pelagic,LMP DO
210,2012-07-23,4,NA,temp_C,24,actual,pelagic,LMP DO
210,2012-07-23,3,NA,temp_C,24,actual,pelagic,LMP DO
210,2012-07-23,2,NA,temp_C,24,actual,pelagic,LMP DO
210,2012-07-23,1,NA,temp_C,24,actual,pelagic,LMP DO
210,1995-06-16,27,NA,DO_pctsat,75,actual,pelagic,LMP DO
210,1995-06-16,26,NA,DO_pctsat,75,actual,pelagic,LMP DO
210,1992-08-28,0.1,NA,temp_C,21.5,actual,pelagic,LMP DO
210,1996-08-14,6,NA,DO_mgl,8.8,actual,pelagic,LMP DO
210,1996-08-14,5,NA,DO_mgl,8.7,actual,pelagic,LMP DO
210,1996-08-14,4,NA,DO_mgl,8.7,actual,pelagic,LMP DO
210,1996-08-14,3,NA,DO_mgl,8.7,actual,pelagic,LMP DO
210,1996-08-14,2,NA,DO_mgl,8.7,actual,pelagic,LMP DO
210,1996-08-14,1,NA,DO_mgl,8.7,actual,pelagic,LMP DO
210,1996-08-14,0.5,NA,DO_mgl,8.7,actual,pelagic,LMP DO
210,2010-06-02,2,NA,DO_mgl,7.7,actual,pelagic,LMP DO
210,1994-07-07,29,NA,temp_C,8,actual,pelagic,LMP DO
210,1994-07-07,28,NA,temp_C,8,actual,pelagic,LMP DO
210,1994-07-07,27,NA,temp_C,8,actual,pelagic,LMP DO
210,1994-07-07,26,NA,temp_C,8,actual,pelagic,LMP DO
210,1994-07-07,25,NA,temp_C,8.5,actual,pelagic,LMP DO
210,1994-07-07,24,NA,temp_C,8.5,actual,pelagic,LMP DO
210,1994-07-07,23,NA,temp_C,8.5,actual,pelagic,LMP DO
210,1994-07-07,22,NA,temp_C,9,actual,pelagic,LMP DO
210,1994-07-07,21,NA,temp_C,9,actual,pelagic,LMP DO
210,1994-07-07,20,NA,temp_C,9,actual,pelagic,LMP DO
210,1994-07-07,19,NA,temp_C,8.5,actual,pelagic,LMP DO
210,1994-07-07,18,NA,temp_C,9,actual,pelagic,LMP DO
210,1994-07-07,17,NA,temp_C,9.5,actual,pelagic,LMP DO
210,2010-08-17,28,NA,DO_pctsat,29.2,actual,pelagic,LMP DO
210,2010-08-17,27,NA,DO_pctsat,34.1,actual,pelagic,LMP DO
210,2010-08-17,26,NA,DO_pctsat,38.5,actual,pelagic,LMP DO
210,2010-08-17,25,NA,DO_pctsat,42.5,actual,pelagic,LMP DO
210,2010-08-17,24,NA,DO_pctsat,43.6,actual,pelagic,LMP DO
210,2010-08-17,23,NA,DO_pctsat,44.2,actual,pelagic,LMP DO
210,1994-07-07,9,NA,temp_C,16,actual,pelagic,LMP DO
210,2010-08-17,21,NA,DO_pctsat,51.6,actual,pelagic,LMP DO
210,2010-08-17,20,NA,DO_pctsat,54.8,actual,pelagic,LMP DO
210,2010-08-17,19,NA,DO_pctsat,54.5,actual,pelagic,LMP DO
210,2010-08-17,18,NA,DO_pctsat,54.7,actual,pelagic,LMP DO
210,2010-08-17,17,NA,DO_pctsat,55.5,actual,pelagic,LMP DO
210,2010-08-17,16,NA,DO_pctsat,57.2,actual,pelagic,LMP DO
210,2010-08-17,15,NA,DO_pctsat,62.1,actual,pelagic,LMP DO
210,2010-08-17,14,NA,DO_pctsat,66,actual,pelagic,LMP DO
210,2010-08-17,13,NA,DO_pctsat,70.9,actual,pelagic,LMP DO
210,1991-07-30,30,NA,temp_C,7.7,actual,pelagic,LMP DO
210,1991-07-30,29,NA,temp_C,7.8,actual,pelagic,LMP DO
210,1991-07-30,28,NA,temp_C,7.8,actual,pelagic,LMP DO
210,1991-07-30,27,NA,temp_C,7.8,actual,pelagic,LMP DO
210,1991-07-30,26,NA,temp_C,7.8,actual,pelagic,LMP DO
210,1991-07-30,25,NA,temp_C,7.9,actual,pelagic,LMP DO
210,1991-07-30,24,NA,temp_C,8,actual,pelagic,LMP DO
210,1991-07-30,23,NA,temp_C,8.1,actual,pelagic,LMP DO
210,1991-07-30,22,NA,temp_C,8.1,actual,pelagic,LMP DO
210,1991-07-30,21,NA,temp_C,8.2,actual,pelagic,LMP DO
210,1991-07-30,20,NA,temp_C,8.4,actual,pelagic,LMP DO
210,1991-07-30,19,NA,temp_C,8.5,actual,pelagic,LMP DO
210,1991-07-30,18,NA,temp_C,8.6,actual,pelagic,LMP DO
210,1991-07-30,17,NA,temp_C,8.7,actual,pelagic,LMP DO
210,1991-07-30,16,NA,temp_C,9,actual,pelagic,LMP DO
210,1991-07-30,15,NA,temp_C,9.4,actual,pelagic,LMP DO
210,1991-07-30,14,NA,temp_C,9.8,actual,pelagic,LMP DO
210,1991-07-30,13,NA,temp_C,10.2,actual,pelagic,LMP DO
210,1991-07-30,12.5,NA,temp_C,10.3,actual,pelagic,LMP DO
210,1991-07-30,12,NA,temp_C,10.7,actual,pelagic,LMP DO
210,1991-07-30,11.5,NA,temp_C,11.3,actual,pelagic,LMP DO
210,1991-07-30,11,NA,temp_C,11.9,actual,pelagic,LMP DO
210,1991-07-30,10.5,NA,temp_C,13.5,actual,pelagic,LMP DO
210,1991-07-30,10,NA,temp_C,14.6,actual,pelagic,LMP DO
210,1991-07-30,9.5,NA,temp_C,15.9,actual,pelagic,LMP DO
210,1991-07-30,9,NA,temp_C,17.4,actual,pelagic,LMP DO
210,1991-07-30,8.5,NA,temp_C,19,actual,pelagic,LMP DO
210,1991-07-30,8,NA,temp_C,19.6,actual,pelagic,LMP DO
210,1991-07-30,7.5,NA,temp_C,20.7,actual,pelagic,LMP DO
210,1991-07-30,7,NA,temp_C,21.7,actual,pelagic,LMP DO
210,1991-07-30,6.5,NA,temp_C,22.2,actual,pelagic,LMP DO
210,1991-07-30,6,NA,temp_C,22.9,actual,pelagic,LMP DO
210,1991-07-30,5,NA,temp_C,22.9,actual,pelagic,LMP DO
210,1991-07-30,4,NA,temp_C,23,actual,pelagic,LMP DO
210,1991-07-30,3,NA,temp_C,23.1,actual,pelagic,LMP DO
210,1991-07-30,2,NA,temp_C,23.1,actual,pelagic,LMP DO
210,1991-07-30,1,NA,temp_C,23.2,actual,pelagic,LMP DO
210,1991-07-30,0.5,NA,temp_C,23.2,actual,pelagic,LMP DO
210,1991-07-30,0.1,NA,temp_C,23.2,actual,pelagic,LMP DO
210,2012-06-19,29,NA,temp_C,8.9,actual,pelagic,LMP DO
210,2012-06-19,28,NA,temp_C,8.9,actual,pelagic,LMP DO
210,2012-06-19,27,NA,temp_C,8.9,actual,pelagic,LMP DO
210,2012-06-19,26,NA,temp_C,9,actual,pelagic,LMP DO
210,2012-06-19,25,NA,temp_C,9,actual,pelagic,LMP DO
210,2012-06-19,24,NA,temp_C,9,actual,pelagic,LMP DO
210,2012-06-19,23,NA,temp_C,9,actual,pelagic,LMP DO
210,2012-06-19,22,NA,temp_C,9.1,actual,pelagic,LMP DO
210,2012-06-19,21,NA,temp_C,9.1,actual,pelagic,LMP DO
210,2012-06-19,20,NA,temp_C,9.1,actual,pelagic,LMP DO
210,2012-06-19,19,NA,temp_C,9.2,actual,pelagic,LMP DO
210,2012-06-19,18,NA,temp_C,9.3,actual,pelagic,LMP DO
210,2012-06-19,17,NA,temp_C,9.4,actual,pelagic,LMP DO
210,2012-06-19,16,NA,temp_C,9.6,actual,pelagic,LMP DO
210,2012-06-19,15,NA,temp_C,9.7,actual,pelagic,LMP DO
210,2012-06-19,14,NA,temp_C,10,actual,pelagic,LMP DO
210,2012-06-19,13,NA,temp_C,10.3,actual,pelagic,LMP DO
210,2012-06-19,12,NA,temp_C,10.5,actual,pelagic,LMP DO
210,2012-06-19,11,NA,temp_C,11.1,actual,pelagic,LMP DO
210,2012-06-19,10,NA,temp_C,11.6,actual,pelagic,LMP DO
210,2012-06-19,9,NA,temp_C,12.4,actual,pelagic,LMP DO
210,2012-06-19,8,NA,temp_C,13.8,actual,pelagic,LMP DO
210,2012-06-19,7,NA,temp_C,15.2,actual,pelagic,LMP DO
210,2012-06-19,6,NA,temp_C,20.1,actual,pelagic,LMP DO
210,2012-06-19,5,NA,temp_C,20.1,actual,pelagic,LMP DO
210,2012-06-19,4,NA,temp_C,20.2,actual,pelagic,LMP DO
210,2012-06-19,3,NA,temp_C,20.5,actual,pelagic,LMP DO
210,2012-06-19,2,NA,temp_C,20.8,actual,pelagic,LMP DO
210,2012-06-19,1,NA,temp_C,20.9,actual,pelagic,LMP DO
210,2012-06-19,0.5,NA,temp_C,20.9,actual,pelagic,LMP DO
210,1999-08-10,6,NA,DO_mgl,10.2,actual,pelagic,LMP DO
210,1999-08-10,5,NA,DO_mgl,10.1,actual,pelagic,LMP DO
210,1999-08-10,4,NA,DO_mgl,9.8,actual,pelagic,LMP DO
210,1999-08-10,3,NA,DO_mgl,9.7,actual,pelagic,LMP DO
210,1999-08-10,2,NA,DO_mgl,9.4,actual,pelagic,LMP DO
210,1999-08-10,1,NA,DO_mgl,9,actual,pelagic,LMP DO
210,1999-08-10,0.5,NA,DO_mgl,8.6,actual,pelagic,LMP DO
210,1994-08-19,2,NA,DO_mgl,9.1,actual,pelagic,LMP DO
210,1994-08-19,1,NA,DO_mgl,9.1,actual,pelagic,LMP DO
210,2010-07-12,29,NA,DO_pctsat,43.6,actual,pelagic,LMP DO
210,2010-07-12,28,NA,DO_pctsat,51.5,actual,pelagic,LMP DO
210,2010-07-12,27,NA,DO_pctsat,55.6,actual,pelagic,LMP DO
210,2010-07-12,26,NA,DO_pctsat,58.8,actual,pelagic,LMP DO
210,2010-07-12,25,NA,DO_pctsat,59.9,actual,pelagic,LMP DO
210,2010-07-12,24,NA,DO_pctsat,61.4,actual,pelagic,LMP DO
210,2010-07-12,23,NA,DO_pctsat,62.1,actual,pelagic,LMP DO
210,2010-07-12,22,NA,DO_pctsat,62.5,actual,pelagic,LMP DO
210,2010-07-12,21,NA,DO_pctsat,66.9,actual,pelagic,LMP DO
210,2010-07-12,20,NA,DO_pctsat,67.5,actual,pelagic,LMP DO
210,2012-05-23,30,NA,temp_C,8.7,actual,pelagic,LMP DO
210,2016-07-18,15,NA,temp_C,10.6,actual,pelagic,LMP DO
210,2016-07-18,10,NA,temp_C,15.3,actual,pelagic,LMP DO
210,2012-05-23,27,NA,temp_C,8.8,actual,pelagic,LMP DO
210,2012-05-23,26,NA,temp_C,8.8,actual,pelagic,LMP DO
210,2012-05-23,25,NA,temp_C,8.8,actual,pelagic,LMP DO
210,2012-05-23,24,NA,temp_C,8.9,actual,pelagic,LMP DO
210,2012-05-23,23,NA,temp_C,9,actual,pelagic,LMP DO
210,2012-05-23,22,NA,temp_C,9,actual,pelagic,LMP DO
210,2012-05-23,21,NA,temp_C,9,actual,pelagic,LMP DO
210,2012-05-23,20,NA,temp_C,9.1,actual,pelagic,LMP DO
210,2012-05-23,19,NA,temp_C,9.2,actual,pelagic,LMP DO
210,2012-05-23,18,NA,temp_C,9.2,actual,pelagic,LMP DO
210,2012-05-23,17,NA,temp_C,9.3,actual,pelagic,LMP DO
210,2012-05-23,16,NA,temp_C,9.4,actual,pelagic,LMP DO
210,2012-05-23,15,NA,temp_C,9.5,actual,pelagic,LMP DO
210,2012-05-23,14,NA,temp_C,9.7,actual,pelagic,LMP DO
210,2012-05-23,13,NA,temp_C,9.9,actual,pelagic,LMP DO
210,2012-05-23,12,NA,temp_C,10,actual,pelagic,LMP DO
210,2012-05-23,11,NA,temp_C,10.2,actual,pelagic,LMP DO
210,2012-05-23,10,NA,temp_C,10.5,actual,pelagic,LMP DO
210,2012-05-23,9,NA,temp_C,11,actual,pelagic,LMP DO
210,2012-05-23,8,NA,temp_C,11.2,actual,pelagic,LMP DO
210,2012-05-23,7,NA,temp_C,11.8,actual,pelagic,LMP DO
210,2012-05-23,6,NA,temp_C,12.4,actual,pelagic,LMP DO
210,2004-09-20,19,NA,DO_pctsat,33.4,actual,pelagic,LMP DO
