time,flow,temp,OXY_oxy
1982-04-15 00:00:00,141241.147335,    4.528376,-9999.000000
1982-04-16 00:00:00,141241.147335,    4.762947,-9999.000000
1982-04-17 00:00:00,70620.573667,    5.177431,-9999.000000
1982-04-18 00:00:00,    0.000000,    5.376529,-9999.000000
1982-04-19 00:00:00,72577.180357,    5.586194,-9999.000000
1982-04-20 00:00:00,72577.180357,    5.781858,-9999.000000
1982-04-21 00:00:00,74020.770130,    5.874900,-9999.000000
1982-04-22 00:00:00,147209.371166,    5.725075,-9999.000000
1982-04-23 00:00:00,145680.794665,    5.791254,-9999.000000
1982-04-24 00:00:00,144984.387257,    6.177002,-9999.000000
1982-04-25 00:00:00,144984.387257,    6.439162,-9999.000000
1982-04-26 00:00:00,159939.966702,    6.691507,-9999.000000
1982-04-27 00:00:00,271397.834349,    7.037531,-9999.000000
1982-04-28 00:00:00,283840.983032,    7.022364,-9999.000000
1982-04-29 00:00:00,172495.412128,    7.151567,-9999.000000
1982-04-30 00:00:00,145336.362116,    7.370075,-9999.000000
1982-05-01 00:00:00,145237.473941,    7.646919,-9999.000000
1982-05-02 00:00:00,148422.008397,    8.090605,-9999.000000
1982-05-03 00:00:00,150654.534572,    8.175014,-9999.000000
1982-05-04 00:00:00,147908.292629,    8.307449,-9999.000000
1982-05-05 00:00:00,145662.357886,    8.605280,-9999.000000
1982-05-06 00:00:00,144984.387257,    9.305597,-9999.000000
1982-05-07 00:00:00,144984.387257,    9.104856,-9999.000000
1982-05-08 00:00:00,144984.387257,   10.073833,-9999.000000
1982-05-09 00:00:00,163094.331655,    9.677202,-9999.000000
1982-05-10 00:00:00,170986.110853,    9.764604,-9999.000000
1982-05-11 00:00:00,152876.166455,   10.013117,-9999.000000
1982-05-12 00:00:00,144984.387257,   10.489322,-9999.000000
1982-05-13 00:00:00,144984.387257,   10.365751,-9999.000000
1982-05-14 00:00:00,144984.387257,   10.488066,-9999.000000
1982-05-15 00:00:00,144984.387257,   10.928956,-9999.000000
1982-05-16 00:00:00,144984.387257,   11.293952,-9999.000000
1982-05-17 00:00:00,144984.387257,   11.379674,-9999.000000
1982-05-18 00:00:00,144984.387257,   11.656560,-9999.000000
1982-05-19 00:00:00,204867.043607,   12.209403,-9999.000000
1982-05-20 00:00:00,132374.849979,   12.579747,-9999.000000
1982-05-21 00:00:00,94250.550147,   12.857814,-9999.000000
1982-05-22 00:00:00,167462.204256,   13.027571,-9999.000000
1982-05-23 00:00:00,169815.995118,   12.678150,-9999.000000
1982-05-24 00:00:00,285148.396739,   12.540044,-9999.000000
1982-05-25 00:00:00,268335.244175,   12.846146,-9999.000000
1982-05-26 00:00:00,153002.842554,   13.702752,-9999.000000
1982-05-27 00:00:00,146423.308218,   13.782635,-9999.000000
1982-05-28 00:00:00,152554.581460,   13.835714,-9999.000000
1982-05-29 00:00:00,178534.423762,   13.913248,-9999.000000
1982-05-30 00:00:00,182522.605318,   14.117227,-9999.000000
1982-05-31 00:00:00,165084.069675,   14.210315,-9999.000000
1982-06-01 00:00:00,155830.917409,   14.637701,-9999.000000
1982-06-02 00:00:00,330330.438873,   14.701040,-9999.000000
1982-06-03 00:00:00,332225.056006,   14.929189,-9999.000000
1982-06-04 00:00:00,152456.366737,   14.651138,-9999.000000
1982-06-05 00:00:00,248752.777152,   14.554193,-9999.000000
1982-06-06 00:00:00,451453.302847,   14.428961,-9999.000000
1982-06-07 00:00:00,396647.076504,   14.285485,-9999.000000
1982-06-08 00:00:00,199456.637816,   14.398817,-9999.000000
1982-06-09 00:00:00,155205.534079,   14.914675,-9999.000000
1982-06-10 00:00:00,146423.308218,   15.216262,-9999.000000
1982-06-11 00:00:00,146423.308218,   15.113302,-9999.000000
1982-06-12 00:00:00,146423.308218,   15.118069,-9999.000000
1982-06-13 00:00:00,172247.014369,   14.828244,-9999.000000
1982-06-14 00:00:00,234907.046876,   15.029924,-9999.000000
1982-06-15 00:00:00,209083.340724,   15.328055,-9999.000000
1982-06-16 00:00:00,177647.134770,   15.559049,-9999.000000
1982-06-17 00:00:00,349071.789584,   15.680485,-9999.000000
1982-06-18 00:00:00,317847.963032,   16.273584,-9999.000000
1982-06-19 00:00:00,156014.754765,   16.439553,-9999.000000
1982-06-20 00:00:00,194325.138113,   16.583507,-9999.000000
1982-06-21 00:00:00,230468.085647,   16.586068,-9999.000000
1982-06-22 00:00:00,198273.026029,   16.901917,-9999.000000
1982-06-23 00:00:00,317288.056079,   16.778904,-9999.000000
1982-06-24 00:00:00,314028.508757,   16.742066,-9999.000000
1982-06-25 00:00:00,152039.164844,   16.924030,-9999.000000
1982-06-26 00:00:00,171580.498876,   17.100678,-9999.000000
1982-06-27 00:00:00,168820.418656,   17.574022,-9999.000000
1982-06-28 00:00:00,181111.505364,   18.147581,-9999.000000
1982-06-29 00:00:00,279787.733881,   18.249291,-9999.000000
1982-06-30 00:00:00,171887.882625,   18.247955,-9999.000000
1982-07-01 00:00:00,924676.874572,   17.736144,-9999.000000
1982-07-02 00:00:00,997888.528681,   17.799775,-9999.000000
1982-07-03 00:00:00,172289.825978,   18.114903,-9999.000000
1982-07-04 00:00:00,172289.825978,   18.012174,-9999.000000
1982-07-05 00:00:00,146423.308218,   18.405435,-9999.000000
1982-07-06 00:00:00,984666.298974,   18.740254,-9999.000000
1982-07-07 00:00:00,983946.838494,   19.308912,-9999.000000
1982-07-08 00:00:00,144984.387257,   19.787210,-9999.000000
1982-07-09 00:00:00,144984.387257,   20.009086,-9999.000000
1982-07-10 00:00:00,144984.387257,   20.687377,-9999.000000
1982-07-11 00:00:00,144984.387257,   20.382714,-9999.000000
