date,station,parameter,value,datasource,flag
2005-06-20,90,secchidepth_m,7.3,LMP bio,NA
2005-06-20,110,secchidepth_m,3.75,LMP bio,NA
2004-10-10,80,secchidepth_m,2,LMP bio,NA
2004-10-10,90,secchidepth_m,7.3,LMP bio,NA
2004-10-06,30,secchidepth_m,9.25,LMP bio,NA
2004-10-04,70,secchidepth_m,6.75,LMP bio,NA
2004-10-03,110,secchidepth_m,7.1,LMP bio,NA
2004-09-22,110,secchidepth_m,6.1,LMP bio,NA
2004-09-20,80,secchidepth_m,2,LMP bio,NA
2004-09-20,90,secchidepth_m,7.3,LMP bio,NA
2004-09-20,200,secchidepth_m,7.83,LMP bio,NA
2004-09-20,210,secchidepth_m,8.45,LMP bio,NA
2004-09-20,220,secchidepth_m,7.93,LMP bio,NA
2004-09-20,230,secchidepth_m,9.43,LMP bio,NA
2004-08-24,80,secchidepth_m,2,LMP bio,NA
2004-08-24,90,secchidepth_m,7.3,LMP bio,NA
2004-08-23,200,secchidepth_m,9.5,LMP bio,NA
2004-08-23,210,secchidepth_m,9,LMP bio,NA
2004-08-23,220,secchidepth_m,8.65,LMP bio,NA
2004-08-23,230,secchidepth_m,8.8,LMP bio,NA
2004-08-22,60,secchidepth_m,3.75,LMP bio,NA
2004-08-18,30,secchidepth_m,8.5,LMP bio,NA
2004-08-17,70,secchidepth_m,7,LMP bio,NA
2004-08-01,10,secchidepth_m,5.5,LMP bio,NA
2004-08-01,20,secchidepth_m,3.2,LMP bio,NA
2004-07-26,200,secchidepth_m,8.85,LMP bio,NA
2004-07-26,210,secchidepth_m,8.025,LMP bio,NA
2004-07-26,220,secchidepth_m,8.2,LMP bio,NA
2004-07-26,230,secchidepth_m,8.25,LMP bio,NA
2004-07-25,60,secchidepth_m,3.5,LMP bio,NA
2004-07-21,100.1,secchidepth_m,7.7,LMP bio,NA
2004-07-21,110,secchidepth_m,7.25,LMP bio,NA
2004-07-20,30,secchidepth_m,9,LMP bio,NA
2004-07-18,70,secchidepth_m,7,LMP bio,NA
2004-06-24,230,secchidepth_m,10.3,LMP bio,NA
2004-06-23,110,secchidepth_m,8.3,LMP bio,NA
2004-06-22,30,secchidepth_m,9.5,LMP bio,NA
2004-06-21,200,secchidepth_m,10.72,LMP bio,NA
2004-06-21,210,secchidepth_m,11.67,LMP bio,NA
2004-06-21,220,secchidepth_m,11,LMP bio,NA
2004-06-15,70,secchidepth_m,7,LMP bio,NA
2004-05-25,200,secchidepth_m,10,LMP bio,NA
2004-05-25,210,secchidepth_m,9.55,LMP bio,NA
2004-05-25,220,secchidepth_m,8.58,LMP bio,NA
2003-10-06,80,secchidepth_m,2,LMP bio,NA
2003-10-06,110,secchidepth_m,7.8,LMP bio,NA
2003-10-04,90,secchidepth_m,7.3,LMP bio,NA
2003-09-22,200,secchidepth_m,8.575,LMP bio,NA
2003-09-22,210,secchidepth_m,8.25,LMP bio,NA
2003-09-22,220,secchidepth_m,8.9,LMP bio,NA
2003-09-22,230,secchidepth_m,8.175,LMP bio,NA
2003-09-16,70,secchidepth_m,6,LMP bio,NA
2003-09-16,90,secchidepth_m,7.3,LMP bio,NA
2003-09-15,30,secchidepth_m,10.4,LMP bio,NA
2003-09-15,80,secchidepth_m,2,LMP bio,NA
2003-08-24,10,secchidepth_m,4.4,LMP bio,NA
2003-08-24,20,secchidepth_m,4.1,LMP bio,NA
2003-08-21,60,secchidepth_m,4.75,LMP bio,NA
2003-08-19,100.1,secchidepth_m,7,LMP bio,NA
2003-08-18,200,secchidepth_m,8.15,LMP bio,NA
2003-08-18,210,secchidepth_m,8.125,LMP bio,NA
2003-08-18,220,secchidepth_m,8.025,LMP bio,NA
2003-08-18,230,secchidepth_m,8.35,LMP bio,NA
2003-08-13,80,secchidepth_m,2,LMP bio,NA
2003-08-12,110,secchidepth_m,4.85,LMP bio,NA
2003-08-11,30,secchidepth_m,9.5,LMP bio,NA
2003-08-10,70,secchidepth_m,6.5,LMP bio,NA
2003-07-21,200,secchidepth_m,11,LMP bio,NA
2003-07-16,30,secchidepth_m,9,LMP bio,NA
2003-07-14,10,secchidepth_m,9.17,LMP bio,NA
2003-07-14,20,secchidepth_m,4.2,LMP bio,NA
2003-07-14,60,secchidepth_m,5.25,LMP bio,NA
2003-07-14,80,secchidepth_m,2,LMP bio,NA
2003-07-14,90,secchidepth_m,7.4,LMP bio,NA
2003-07-14,100.1,secchidepth_m,7.7,LMP bio,NA
2003-07-14,110,secchidepth_m,8.3,LMP bio,NA
2003-07-13,70,secchidepth_m,7,LMP bio,NA
2003-06-23,200,secchidepth_m,11.2,LMP bio,NA
2003-06-23,210,secchidepth_m,12.4,LMP bio,NA
2003-06-23,220,secchidepth_m,12,LMP bio,NA
2003-06-23,230,secchidepth_m,11.45,LMP bio,NA
2003-06-18,10,secchidepth_m,10.125,LMP bio,NA
2003-06-18,20,secchidepth_m,4.3,LMP bio,NA
2003-06-18,30,secchidepth_m,10.4,LMP bio,NA
2003-06-18,110,secchidepth_m,8.3,LMP bio,NA
2003-06-16,70,secchidepth_m,6,LMP bio,NA
2003-06-15,80,secchidepth_m,1.8,LMP bio,NA
2003-06-15,90,secchidepth_m,7,LMP bio,NA
2003-06-15,100,secchidepth_m,6,LMP bio,NA
2002-10-09,80,secchidepth_m,1.8,LMP bio,NA
2002-10-09,90,secchidepth_m,7,LMP bio,NA
2002-10-06,10,secchidepth_m,8.5,LMP bio,NA
2002-10-06,110,secchidepth_m,9.5,LMP bio,NA
2002-09-30,200,secchidepth_m,9.35,LMP bio,NA
2002-09-30,210,secchidepth_m,9.33,LMP bio,NA
2002-09-30,220,secchidepth_m,8,LMP bio,NA
2002-09-30,230,secchidepth_m,8,LMP bio,NA
2002-09-17,10,secchidepth_m,8,LMP bio,NA
2002-09-17,30,secchidepth_m,9.25,LMP bio,NA
2002-09-17,80,secchidepth_m,1.8,LMP bio,NA
2002-09-17,110,secchidepth_m,8.25,LMP bio,NA
2002-09-15,70,secchidepth_m,6.5,LMP bio,NA
2002-08-19,200,secchidepth_m,9.4,LMP bio,NA
2002-08-19,210,secchidepth_m,9.64,LMP bio,NA
2002-08-19,220,secchidepth_m,9,LMP bio,NA
2002-08-19,230,secchidepth_m,9.2,LMP bio,NA
2002-08-14,30,secchidepth_m,8.5,LMP bio,NA
2002-08-13,60,secchidepth_m,5.5,LMP bio,NA
2002-08-12,70,secchidepth_m,6,LMP bio,NA
2002-08-12,80,secchidepth_m,2,LMP bio,NA
2002-08-12,90,secchidepth_m,7.3,LMP bio,NA
2002-08-12,100,secchidepth_m,8.75,LMP bio,NA
2002-08-11,10,secchidepth_m,8.5,LMP bio,NA
2002-08-11,110,secchidepth_m,8,LMP bio,NA
2002-07-29,200,secchidepth_m,10.4,LMP bio,NA
2002-07-29,210,secchidepth_m,9.6,LMP bio,NA
2002-07-29,220,secchidepth_m,9,LMP bio,NA
2002-07-29,230,secchidepth_m,9.2,LMP bio,NA
2002-07-17,30,secchidepth_m,9,LMP bio,NA
2002-07-15,80,secchidepth_m,2,LMP bio,NA
2002-07-15,90,secchidepth_m,7.3,LMP bio,NA
2002-07-14,70,secchidepth_m,6.75,LMP bio,NA
2002-06-17,10,secchidepth_m,8.25,LMP bio,NA
2002-06-17,110,secchidepth_m,7.75,LMP bio,NA
2002-06-17,200,secchidepth_m,10.2,LMP bio,NA
2002-06-17,210,secchidepth_m,9.6,LMP bio,NA
2002-06-17,220,secchidepth_m,10.2,LMP bio,NA
2002-06-17,230,secchidepth_m,9.5,LMP bio,NA
2002-06-11,30,secchidepth_m,10,LMP bio,NA
2002-06-11,80,secchidepth_m,2,LMP bio,NA
2002-06-11,90,secchidepth_m,7.5,LMP bio,NA
2001-10-08,20,secchidepth_m,4.25,LMP bio,NA
2001-09-17,100,secchidepth_m,9.1,LMP bio,NA
2001-09-17,200,secchidepth_m,8.7,LMP bio,NA
2001-09-17,210,secchidepth_m,9.45,LMP bio,NA
2001-09-17,220,secchidepth_m,8.25,LMP bio,NA
2001-09-17,230,secchidepth_m,8.95,LMP bio,NA
2001-09-12,20,secchidepth_m,4.5,LMP bio,NA
2001-09-11,30,secchidepth_m,8.5,LMP bio,NA
2001-09-11,70,secchidepth_m,6.5,LMP bio,NA
2001-09-10,80,secchidepth_m,1.8,LMP bio,NA
2001-09-10,90,secchidepth_m,7.1,LMP bio,NA
2001-09-09,10,secchidepth_m,7.5,LMP bio,NA
2001-09-09,110,secchidepth_m,8,LMP bio,NA
2001-08-21,20,secchidepth_m,4.25,LMP bio,NA
2001-08-21,200,secchidepth_m,8,LMP bio,NA
2001-08-21,210,secchidepth_m,8.9,LMP bio,NA
2001-08-21,220,secchidepth_m,8.8,LMP bio,NA
2001-08-21,230,secchidepth_m,8,LMP bio,NA
2001-08-14,10,secchidepth_m,6.5,LMP bio,NA
2001-08-14,60,secchidepth_m,4.75,LMP bio,NA
2001-08-14,80,secchidepth_m,2,LMP bio,NA
2001-08-14,90,secchidepth_m,7.1,LMP bio,NA
2001-08-14,100,secchidepth_m,8,LMP bio,NA
2001-08-14,110,secchidepth_m,6.5,LMP bio,NA
2001-08-13,30,secchidepth_m,9,LMP bio,NA
2001-08-12,70,secchidepth_m,6.5,LMP bio,NA
2001-07-23,60,secchidepth_m,6,LMP bio,NA
2001-07-23,200,secchidepth_m,7.5,LMP bio,NA
2001-07-23,210,secchidepth_m,7.3,LMP bio,NA
2001-07-23,220,secchidepth_m,7.83,LMP bio,NA
2001-07-23,230,secchidepth_m,6.8,LMP bio,NA
2001-07-16,30,secchidepth_m,7,LMP bio,NA
2001-07-16,80,secchidepth_m,1.9,LMP bio,NA
2001-07-16,90,secchidepth_m,7.6,LMP bio,NA
2001-07-15,10,secchidepth_m,5,LMP bio,NA
2001-07-15,70,secchidepth_m,6.5,LMP bio,NA
2001-07-15,110,secchidepth_m,5,LMP bio,NA
2001-06-25,200,secchidepth_m,6.6,LMP bio,NA
2001-06-25,210,secchidepth_m,7,LMP bio,NA
2001-06-25,220,secchidepth_m,6.65,LMP bio,NA
2001-06-25,230,secchidepth_m,6.73,LMP bio,NA
2001-06-19,30,secchidepth_m,7,LMP bio,NA
2001-06-18,80,secchidepth_m,2,LMP bio,NA
2001-06-18,90,secchidepth_m,7.25,LMP bio,NA
2001-06-17,70,secchidepth_m,7,LMP bio,NA
2001-05-30,200,secchidepth_m,8.25,LMP bio,NA
2001-05-30,210,secchidepth_m,7.85,LMP bio,NA
2000-10-05,30,secchidepth_m,4.5,LMP bio,NA
2000-10-03,40,secchidepth_m,7.1,LMP bio,NA
2000-10-03,200,secchidepth_m,8,LMP bio,NA
2000-10-03,210,secchidepth_m,6.3,LMP bio,NA
2000-10-03,220,secchidepth_m,7.9,LMP bio,NA
2000-10-03,230,secchidepth_m,6,LMP bio,NA
2000-10-01,10,secchidepth_m,7.5,LMP bio,NA
2000-10-01,70,secchidepth_m,6,LMP bio,NA
2000-10-01,110,secchidepth_m,7.5,LMP bio,NA
2000-09-10,10,secchidepth_m,6.5,LMP bio,NA
2000-09-10,30,secchidepth_m,7.5,LMP bio,NA
2000-09-10,50,secchidepth_m,5,LMP bio,NA
2000-09-10,60,secchidepth_m,5,LMP bio,NA
2000-09-10,70,secchidepth_m,5.8,LMP bio,NA
2000-09-10,100,secchidepth_m,6,LMP bio,NA
2000-09-10,110,secchidepth_m,6.5,LMP bio,NA
2000-09-06,200,secchidepth_m,8.5,LMP bio,NA
2000-09-06,210,secchidepth_m,7.4,LMP bio,NA
2000-09-06,220,secchidepth_m,7.2,LMP bio,NA
2000-09-06,230,secchidepth_m,8.2,LMP bio,NA
2000-08-23,20,secchidepth_m,4.5,LMP bio,NA
2000-08-22,10,secchidepth_m,6.5,LMP bio,NA
2000-08-22,30,secchidepth_m,7.3,LMP bio,NA
2000-08-22,50,secchidepth_m,5,LMP bio,NA
2000-08-22,60,secchidepth_m,6,LMP bio,NA
2000-08-22,110,secchidepth_m,6.5,LMP bio,NA
2000-08-21,40,secchidepth_m,6.5,LMP bio,NA
2000-08-21,70,secchidepth_m,5.5,LMP bio,NA
2000-08-20,100,secchidepth_m,7,LMP bio,NA
2000-08-13,200,secchidepth_m,6.9,LMP bio,NA
2000-08-13,210,secchidepth_m,6.9,LMP bio,NA
2000-08-13,220,secchidepth_m,6.5,LMP bio,NA
2000-08-13,230,secchidepth_m,6.9,LMP bio,NA
2000-08-09,70,secchidepth_m,6,LMP bio,NA
2000-08-06,50,secchidepth_m,4.5,LMP bio,NA
2000-08-06,60,secchidepth_m,5.5,LMP bio,NA
2000-08-03,100,secchidepth_m,6,LMP bio,NA
2000-08-02,10,secchidepth_m,5.5,LMP bio,NA
2000-08-02,110,secchidepth_m,5.5,LMP bio,NA
2000-08-01,20,secchidepth_m,4,LMP bio,NA
2000-08-01,30,secchidepth_m,8.5,LMP bio,NA
2000-08-01,40,secchidepth_m,7,LMP bio,NA
2000-07-24,200,secchidepth_m,7.6,LMP bio,NA
2000-07-24,210,secchidepth_m,7.1,LMP bio,NA
2000-07-24,220,secchidepth_m,7.7,LMP bio,NA
2000-07-24,230,secchidepth_m,8.2,LMP bio,NA
2000-07-12,10,secchidepth_m,7.5,LMP bio,NA
2000-07-12,110,secchidepth_m,7.5,LMP bio,NA
2000-07-11,20,secchidepth_m,4.8,LMP bio,NA
2000-07-11,50,secchidepth_m,5,LMP bio,NA
2000-07-11,60,secchidepth_m,6.5,LMP bio,NA
2000-07-10,40,secchidepth_m,7.3,LMP bio,NA
2000-07-09,30,secchidepth_m,7.5,LMP bio,NA
2000-07-09,70,secchidepth_m,6,LMP bio,NA
2000-07-09,100,secchidepth_m,7,LMP bio,NA
2000-07-06,200,secchidepth_m,6.8,LMP bio,NA
2000-07-06,210,secchidepth_m,5.2,LMP bio,NA
2000-07-06,220,secchidepth_m,7.1,LMP bio,NA
2000-07-06,230,secchidepth_m,6.9,LMP bio,NA
2000-06-21,10,secchidepth_m,6.5,LMP bio,NA
2000-06-21,110,secchidepth_m,6.5,LMP bio,NA
2000-06-20,100,secchidepth_m,5.7,LMP bio,NA
2000-06-19,40,secchidepth_m,7.5,LMP bio,NA
2000-06-14,200,secchidepth_m,7.8,LMP bio,NA
2000-06-14,210,secchidepth_m,7.6,LMP bio,NA
2000-06-14,220,secchidepth_m,7.6,LMP bio,NA
2000-06-14,230,secchidepth_m,7.8,LMP bio,NA
2000-05-27,200,secchidepth_m,6.5,LMP bio,NA
2000-05-27,210,secchidepth_m,5.7,LMP bio,NA
2000-05-27,220,secchidepth_m,5.5,LMP bio,NA
1999-10-12,210,secchidepth_m,7.4,LMP bio,NA
1999-10-06,30,secchidepth_m,8,LMP bio,NA
1999-10-06,80,secchidepth_m,0,LMP bio,suspect
1999-10-06,90,secchidepth_m,0,LMP bio,suspect
1999-10-02,10,secchidepth_m,6.5,LMP bio,NA
1999-10-02,110,secchidepth_m,7.5,LMP bio,NA
1999-09-22,100,secchidepth_m,7,LMP bio,NA
1999-09-21,10,secchidepth_m,5,LMP bio,NA
1999-09-21,110,secchidepth_m,6.5,LMP bio,NA
1999-09-20,200,secchidepth_m,7.6,LMP bio,NA
1999-09-20,210,secchidepth_m,7.8,LMP bio,NA
1999-09-20,220,secchidepth_m,5.8,LMP bio,NA
1999-09-20,230,secchidepth_m,5.3,LMP bio,NA
1999-09-14,30,secchidepth_m,9.5,LMP bio,NA
1999-09-14,40,secchidepth_m,9.2,LMP bio,NA
1999-09-12,70,secchidepth_m,0,LMP bio,suspect
1999-09-12,80,secchidepth_m,0,LMP bio,suspect
1999-09-12,90,secchidepth_m,0,LMP bio,suspect
1999-09-09,20,secchidepth_m,0,LMP bio,suspect
1999-09-09,30,secchidepth_m,9.7,LMP bio,NA
1999-09-02,200,secchidepth_m,9.4,LMP bio,NA
1999-09-02,210,secchidepth_m,9.8,LMP bio,NA
1999-09-02,220,secchidepth_m,9.6,LMP bio,NA
1999-09-02,230,secchidepth_m,9.2,LMP bio,NA
1999-08-31,10,secchidepth_m,7.5,LMP bio,NA
1999-08-31,110,secchidepth_m,7.5,LMP bio,NA
1999-08-26,50,secchidepth_m,0,LMP bio,suspect
1999-08-26,60,secchidepth_m,0,LMP bio,suspect
1999-08-26,80,secchidepth_m,0,LMP bio,suspect
1999-08-26,90,secchidepth_m,0,LMP bio,suspect
1999-08-24,30,secchidepth_m,8,LMP bio,NA
1999-08-24,100,secchidepth_m,7.5,LMP bio,NA
1999-08-23,40,secchidepth_m,8,LMP bio,NA
1999-08-22,70,secchidepth_m,0,LMP bio,suspect
1999-08-10,200,secchidepth_m,8.6,LMP bio,NA
1999-08-10,210,secchidepth_m,9.5,LMP bio,NA
1999-08-10,220,secchidepth_m,9.2,LMP bio,NA
1999-08-10,230,secchidepth_m,8.2,LMP bio,NA
1999-08-08,70,secchidepth_m,0,LMP bio,suspect
1999-08-04,50,secchidepth_m,0,LMP bio,suspect
1999-08-04,60,secchidepth_m,0,LMP bio,suspect
1999-08-03,10,secchidepth_m,8,LMP bio,NA
1999-08-03,40,secchidepth_m,8.2,LMP bio,NA
1999-08-03,110,secchidepth_m,7.8,LMP bio,NA
1999-08-02,30,secchidepth_m,8,LMP bio,NA
1999-08-02,100,secchidepth_m,8.2,LMP bio,NA
1999-08-01,80,secchidepth_m,0,LMP bio,suspect
1999-08-01,90,secchidepth_m,6.5,LMP bio,NA
1999-07-20,200,secchidepth_m,7.5,LMP bio,NA
1999-07-20,210,secchidepth_m,10,LMP bio,NA
1999-07-20,220,secchidepth_m,8.5,LMP bio,NA
1999-07-20,230,secchidepth_m,8,LMP bio,NA
1999-07-18,70,secchidepth_m,0,LMP bio,suspect
1999-07-15,20,secchidepth_m,13,LMP bio,NA
1999-07-14,80,secchidepth_m,0,LMP bio,suspect
1999-07-14,90,secchidepth_m,0,LMP bio,suspect
1999-07-13,10,secchidepth_m,7.8,LMP bio,NA
1999-07-13,50,secchidepth_m,0,LMP bio,suspect
1999-07-13,60,secchidepth_m,0,LMP bio,suspect
1999-07-13,110,secchidepth_m,7.2,LMP bio,NA
1999-07-12,40,secchidepth_m,9.2,LMP bio,NA
1999-07-01,200,secchidepth_m,9.8,LMP bio,NA
1999-07-01,230,secchidepth_m,9,LMP bio,NA
1999-06-30,10,secchidepth_m,8,LMP bio,NA
1999-06-30,110,secchidepth_m,7.2,LMP bio,NA
1999-06-28,210,secchidepth_m,10.5,LMP bio,NA
1999-06-27,70,secchidepth_m,0,LMP bio,suspect
1999-06-24,50,secchidepth_m,0,LMP bio,suspect
1999-06-24,60,secchidepth_m,0,LMP bio,suspect
1999-06-23,80,secchidepth_m,0,LMP bio,suspect
1999-06-22,30,secchidepth_m,8.8,LMP bio,NA
1999-06-21,40,secchidepth_m,8.5,LMP bio,NA
1999-06-07,200,secchidepth_m,10.2,LMP bio,NA
1999-06-07,210,secchidepth_m,11.2,LMP bio,NA
1999-06-07,220,secchidepth_m,10,LMP bio,NA
1999-06-07,230,secchidepth_m,9.8,LMP bio,NA
1999-06-05,50,secchidepth_m,0,LMP bio,suspect
1999-06-05,60,secchidepth_m,0,LMP bio,suspect
1999-06-04,80,secchidepth_m,0,LMP bio,suspect
1999-05-26,200,secchidepth_m,10.5,LMP bio,NA
1999-05-26,220,secchidepth_m,9,LMP bio,NA
1999-05-26,230,secchidepth_m,8.8,LMP bio,NA
1998-10-07,30,secchidepth_m,7.5,LMP bio,NA
1998-10-06,10,secchidepth_m,6.5,LMP bio,NA
1998-10-06,90,secchidepth_m,6.7,LMP bio,NA
1998-10-06,110,secchidepth_m,6.5,LMP bio,NA
1998-10-05,40,secchidepth_m,7,LMP bio,NA
1998-09-29,220,secchidepth_m,8.3,LMP bio,NA
1998-09-29,230,secchidepth_m,8.8,LMP bio,NA
1998-09-28,200,secchidepth_m,8.5,LMP bio,NA
1998-09-28,210,secchidepth_m,8.8,LMP bio,NA
1998-09-21,10,secchidepth_m,7,LMP bio,NA
1998-09-21,110,secchidepth_m,7,LMP bio,NA
1998-09-16,90,secchidepth_m,7,LMP bio,NA
1998-09-14,40,secchidepth_m,7.8,LMP bio,NA
1998-09-13,70,secchidepth_m,0,LMP bio,suspect
1998-09-09,200,secchidepth_m,8.5,LMP bio,NA
1998-09-09,210,secchidepth_m,8.5,LMP bio,NA
1998-09-09,220,secchidepth_m,8,LMP bio,NA
1998-09-09,230,secchidepth_m,8.5,LMP bio,NA
1998-08-27,50,secchidepth_m,0,LMP bio,suspect
1998-08-27,60,secchidepth_m,8.5,LMP bio,NA
1998-08-26,10,secchidepth_m,7.5,LMP bio,NA
1998-08-26,30,secchidepth_m,9,LMP bio,NA
1998-08-26,110,secchidepth_m,7,LMP bio,NA
1998-08-24,40,secchidepth_m,8.2,LMP bio,NA
1998-08-22,70,secchidepth_m,5,LMP bio,NA
1998-08-18,200,secchidepth_m,8.3,LMP bio,NA
1998-08-18,210,secchidepth_m,9,LMP bio,NA
1998-08-18,220,secchidepth_m,8,LMP bio,NA
1998-08-18,230,secchidepth_m,8.5,LMP bio,NA
1998-08-06,30,secchidepth_m,8.2,LMP bio,NA
1998-08-04,10,secchidepth_m,7.5,LMP bio,NA
1998-08-04,40,secchidepth_m,7.5,LMP bio,NA
1998-08-04,60,secchidepth_m,6.5,LMP bio,NA
1998-08-04,90,secchidepth_m,7,LMP bio,NA
1998-08-04,110,secchidepth_m,7.5,LMP bio,NA
1998-07-29,200,secchidepth_m,9,LMP bio,NA
1998-07-29,220,secchidepth_m,7.8,LMP bio,NA
1998-07-29,230,secchidepth_m,7.5,LMP bio,NA
1998-07-22,20,secchidepth_m,0,LMP bio,suspect
1998-07-22,100,secchidepth_m,7.8,LMP bio,NA
1998-07-19,30,secchidepth_m,8.2,LMP bio,NA
1998-07-15,50,secchidepth_m,0,LMP bio,suspect
1998-07-15,60,secchidepth_m,7,LMP bio,NA
1998-07-14,10,secchidepth_m,7.7,LMP bio,NA
1998-07-14,40,secchidepth_m,6.7,LMP bio,NA
1998-07-14,110,secchidepth_m,8,LMP bio,NA
1998-07-12,70,secchidepth_m,7,LMP bio,NA
1998-07-06,200,secchidepth_m,8,LMP bio,NA
1998-07-06,210,secchidepth_m,8.2,LMP bio,NA
1998-07-06,220,secchidepth_m,9,LMP bio,NA
1998-07-06,230,secchidepth_m,7.2,LMP bio,NA
1998-07-02,20,secchidepth_m,0,LMP bio,suspect
1998-07-02,30,secchidepth_m,8,LMP bio,NA
1998-07-02,100,secchidepth_m,7.2,LMP bio,NA
1998-06-24,50,secchidepth_m,0,LMP bio,suspect
1998-06-24,60,secchidepth_m,6.5,LMP bio,NA
1998-06-23,10,secchidepth_m,4.8,LMP bio,NA
1998-06-23,110,secchidepth_m,6,LMP bio,NA
1998-06-22,40,secchidepth_m,7.5,LMP bio,NA
1998-06-22,90,secchidepth_m,5,LMP bio,NA
1998-06-16,200,secchidepth_m,9,LMP bio,NA
1998-06-16,210,secchidepth_m,7.9,LMP bio,NA
1998-06-16,220,secchidepth_m,6.2,LMP bio,NA
1998-05-27,200,secchidepth_m,9,LMP bio,NA
1998-05-27,210,secchidepth_m,10.5,LMP bio,NA
1998-05-27,220,secchidepth_m,8.9,LMP bio,NA
1997-10-12,70,secchidepth_m,5.5,LMP bio,NA
1997-10-09,10,secchidepth_m,7.5,LMP bio,NA
1997-10-09,110,secchidepth_m,6,LMP bio,NA
1997-10-07,40,secchidepth_m,7.3,LMP bio,NA
1997-10-06,210,secchidepth_m,8.5,LMP bio,NA
1997-10-06,220,secchidepth_m,8.5,LMP bio,NA
1997-10-06,230,secchidepth_m,8,LMP bio,NA
1997-10-05,100,secchidepth_m,9,LMP bio,NA
1997-09-21,70,secchidepth_m,0,LMP bio,suspect
1997-09-17,10,secchidepth_m,7,LMP bio,NA
1997-09-17,110,secchidepth_m,7.5,LMP bio,NA
1997-09-15,40,secchidepth_m,8.2,LMP bio,NA
1997-09-15,80,secchidepth_m,0,LMP bio,suspect
1997-09-15,100,secchidepth_m,9,LMP bio,NA
1997-09-13,50,secchidepth_m,0,LMP bio,suspect
1997-09-13,60,secchidepth_m,0,LMP bio,suspect
1997-09-10,200,secchidepth_m,9.5,LMP bio,NA
1997-09-10,210,secchidepth_m,9.2,LMP bio,NA
1997-09-10,220,secchidepth_m,9.5,LMP bio,NA
1997-09-10,230,secchidepth_m,9.1,LMP bio,NA
1997-09-09,80,secchidepth_m,0,LMP bio,suspect
1997-09-01,70,secchidepth_m,0,LMP bio,suspect
1997-08-28,50,secchidepth_m,0,LMP bio,suspect
1997-08-28,60,secchidepth_m,0,LMP bio,suspect
1997-08-27,20,secchidepth_m,0,LMP bio,suspect
1997-08-27,30,secchidepth_m,9,LMP bio,NA
1997-08-27,100,secchidepth_m,0,LMP bio,suspect
1997-08-26,10,secchidepth_m,6.5,LMP bio,NA
1997-08-26,40,secchidepth_m,8.8,LMP bio,NA
1997-08-24,90,secchidepth_m,7.5,LMP bio,NA
1997-08-18,10,secchidepth_m,7.9,LMP bio,NA
1997-08-18,110,secchidepth_m,0,LMP bio,suspect
1997-08-12,20,secchidepth_m,0,LMP bio,suspect
1997-08-11,40,secchidepth_m,8.2,LMP bio,NA
1997-08-11,200,secchidepth_m,10,LMP bio,NA
1997-08-11,220,secchidepth_m,10,LMP bio,NA
1997-08-11,230,secchidepth_m,9,LMP bio,NA
1997-08-10,50,secchidepth_m,0,LMP bio,suspect
1997-08-10,60,secchidepth_m,0,LMP bio,suspect
1997-08-06,90,secchidepth_m,7.5,LMP bio,NA
1997-08-05,10,secchidepth_m,7.5,LMP bio,NA
1997-08-05,110,secchidepth_m,8.2,LMP bio,NA
1997-08-04,100,secchidepth_m,9.2,LMP bio,NA
1997-07-22,200,secchidepth_m,8.5,LMP bio,NA
1997-07-22,210,secchidepth_m,9.5,LMP bio,NA
1997-07-22,220,secchidepth_m,8.2,LMP bio,NA
1997-07-22,230,secchidepth_m,8.5,LMP bio,NA
1997-07-20,70,secchidepth_m,6.8,LMP bio,NA
1997-07-19,50,secchidepth_m,4.8,LMP bio,NA
1997-07-19,60,secchidepth_m,7.2,LMP bio,NA
1997-07-16,10,secchidepth_m,5.5,LMP bio,NA
1997-07-16,90,secchidepth_m,6.5,LMP bio,NA
1997-07-16,100,secchidepth_m,6.2,LMP bio,NA
1997-07-16,110,secchidepth_m,7,LMP bio,NA
1997-07-15,20,secchidepth_m,4.7,LMP bio,NA
1997-07-15,30,secchidepth_m,7.7,LMP bio,NA
1997-07-15,40,secchidepth_m,6.5,LMP bio,NA
1997-07-08,200,secchidepth_m,6.9,LMP bio,NA
1997-07-08,210,secchidepth_m,6.8,LMP bio,NA
1997-07-08,220,secchidepth_m,6.8,LMP bio,NA
1997-07-08,230,secchidepth_m,6,LMP bio,NA
1997-06-25,10,secchidepth_m,5,LMP bio,NA
1997-06-25,40,secchidepth_m,6.2,LMP bio,NA
1997-06-25,50,secchidepth_m,4.5,LMP bio,NA
1997-06-25,60,secchidepth_m,6,LMP bio,NA
1997-06-25,90,secchidepth_m,5,LMP bio,NA
1997-06-25,110,secchidepth_m,5,LMP bio,NA
1997-06-23,20,secchidepth_m,3.5,LMP bio,NA
1997-06-23,30,secchidepth_m,6,LMP bio,NA
1997-06-23,100,secchidepth_m,5.5,LMP bio,NA
1997-06-03,210,secchidepth_m,8,LMP bio,NA
1997-06-02,200,secchidepth_m,7.1,LMP bio,NA
1997-06-02,220,secchidepth_m,7.5,LMP bio,NA
1997-06-02,230,secchidepth_m,7,LMP bio,NA
1996-10-22,100,secchidepth_m,7,LMP bio,NA
1996-10-17,110,secchidepth_m,6.5,LMP bio,NA
1996-10-08,200,secchidepth_m,9.7,LMP bio,NA
1996-10-02,100,secchidepth_m,9,LMP bio,NA
1996-10-02,210,secchidepth_m,10.1,LMP bio,NA
