"date","depth.m","variable","value"
1995-06-16,21,"COND",81.6
1995-06-16,21,"DOsat_perc",83
1995-06-16,22,"DO_mgL",9.6
1995-06-16,22,"DOsat_perc",78
1995-06-16,23,"DO_mgL",9.6
1995-06-16,23,"DOsat_perc",78
1995-06-16,24,"DO_mgL",9.4
1995-06-16,24,"DOsat_perc",77
1995-06-16,25,"DO_mgL",9.2
1995-06-16,25,"DOsat_perc",75
1995-06-16,26,"DO_mgL",9.2
1995-06-16,26,"DOsat_perc",75
1995-06-16,27,"DO_mgL",9.2
1995-06-16,27,"DOsat_perc",75
1995-06-16,28,"DO_mgL",9.2
1995-06-16,28,"DOsat_perc",75
1995-06-16,29,"DO_mgL",8.8
1995-06-16,29,"DOsat_perc",71
1995-06-16,30,"DO_mgL",8.4
1995-06-16,30,"DOsat_perc",69
1995-07-13,0.1,"chla_ugL",0.95
1995-07-13,0.5,"DO_mgL",8.3
1995-07-13,0.5,"DOsat_perc",96
1995-07-13,1,"DOsat_perc",100
1995-07-13,2,"DO_mgL",8.9
1995-07-13,2,"DOsat_perc",100
1995-07-13,3,"DO_mgL",9.4
1995-07-13,3,"DOsat_perc",107
1995-07-13,3.5,"TP_mgL",0.009
1995-07-13,3.5,"TURBIDITY",0.4
1995-07-13,3.5,"ALK",4.7
1995-07-13,3.5,"pH",7.16
1995-07-13,3.5,"COND",82
1995-07-13,4,"DO_mgL",9.6
1995-07-13,4,"DOsat_perc",109
1995-07-13,5,"DO_mgL",9.8
1995-07-13,5,"DOsat_perc",110
1995-07-13,6,"DO_mgL",9.6
1995-07-13,6,"DOsat_perc",109
1995-07-13,7,"DO_mgL",11.4
1995-07-13,7,"DOsat_perc",119
1995-07-13,8,"DO_mgL",11.6
1995-07-13,8,"DOsat_perc",114
1995-07-13,9,"DO_mgL",11.5
1995-07-13,9,"DOsat_perc",108
1995-07-13,10,"TP_mgL",0.008
1995-07-13,10,"TURBIDITY",0.7
1995-07-13,10,"pH",6.77
1995-07-13,10,"DO_mgL",11.8
1995-07-13,10,"COND",81.6
1995-07-13,10,"DOsat_perc",108
1995-07-13,11,"DO_mgL",11.7
1995-07-13,11,"DOsat_perc",104
1995-07-13,12,"DO_mgL",11.6
1995-07-13,12,"DOsat_perc",101
1995-07-13,13,"DO_mgL",11.4
1995-07-13,13,"DOsat_perc",100
1995-07-13,14,"DO_mgL",11.4
1995-07-13,14,"DOsat_perc",98
1995-07-13,15,"DO_mgL",10.7
1995-07-13,15,"DOsat_perc",91
1995-07-13,16,"DO_mgL",10.3
1995-07-13,16,"DOsat_perc",86
1995-07-13,17,"DO_mgL",9.4
1995-07-13,17,"DOsat_perc",79
1995-07-13,18,"DO_mgL",9.2
1995-07-13,18,"DOsat_perc",77
1995-07-13,19,"DO_mgL",9.4
1995-07-13,19,"DOsat_perc",79
1995-07-13,20,"DO_mgL",9
1995-07-13,20,"DOsat_perc",76
1995-07-13,21,"TP_mgL",0.006
1995-07-13,21,"TURBIDITY",0.9
1995-07-13,21,"pH",6.54
1995-07-13,21,"DO_mgL",8.9
1995-07-13,21,"DOsat_perc",74
1995-07-13,21,"COND",82.7
1995-07-13,22,"DO_mgL",8.6
1995-07-13,22,"DOsat_perc",72
1995-07-13,23,"DO_mgL",8.2
1995-07-13,23,"DOsat_perc",69
1995-07-13,24,"DO_mgL",8.1
1995-07-13,24,"DOsat_perc",67
1995-07-13,25,"DO_mgL",8
1995-07-13,25,"DOsat_perc",66
1995-07-13,26,"DO_mgL",7.9
1995-07-13,26,"DOsat_perc",64
1995-07-13,27,"DO_mgL",7.6
1995-07-13,27,"DOsat_perc",62
1995-07-13,28,"DO_mgL",7
1995-07-13,28,"DOsat_perc",58
1995-07-13,29,"DO_mgL",6.8
1995-07-13,29,"DOsat_perc",55
1995-07-13,NA,"SD_m",11.8
1995-08-10,0.1,"chla_ugL",2.18
1995-08-10,0.5,"DO_mgL",8.8
1995-08-10,0.5,"DOsat_perc",101
1995-08-10,1,"DOsat_perc",100
1995-08-10,2,"DO_mgL",8.9
1995-08-10,2,"DOsat_perc",102
1995-08-10,3,"DO_mgL",8.7
1995-08-10,3,"DOsat_perc",100
1995-08-10,3.5,"TP_mgL",0.002
1995-08-10,3.5,"TURBIDITY",0.4
1995-08-10,3.5,"ALK",5.2
1995-08-10,3.5,"pH",7.13
1995-08-10,3.5,"COND",80.7
1995-08-10,4,"DO_mgL",9.1
1995-08-10,4,"DOsat_perc",106
1995-08-10,5,"DO_mgL",9.1
1995-08-10,5,"DOsat_perc",106
1995-08-10,6,"DO_mgL",9.1
1995-08-10,6,"DOsat_perc",104
1995-08-10,7,"DO_mgL",8.8
1995-08-10,7,"DOsat_perc",99
1995-08-10,8,"DO_mgL",10.4
1995-08-10,8,"DOsat_perc",114
1995-08-10,9,"DO_mgL",11
1995-08-10,9,"DOsat_perc",111
1995-08-10,10,"TP_mgL",0.004
1995-08-10,10,"TURBIDITY",0.6
1995-08-10,10,"pH",6.84
1995-08-10,10,"DO_mgL",11
1995-08-10,10,"COND",81
1995-08-10,10,"DOsat_perc",104
1995-08-10,11,"DO_mgL",10.2
1995-08-10,11,"DOsat_perc",94
1995-08-10,12,"DO_mgL",10.7
1995-08-10,12,"DOsat_perc",96
1995-08-10,13,"DO_mgL",10.5
1995-08-10,13,"DOsat_perc",92
1995-08-10,14,"DO_mgL",10.5
1995-08-10,14,"DOsat_perc",92
1995-08-10,15,"DO_mgL",10.7
1995-08-10,15,"DOsat_perc",91
1995-08-10,16,"DO_mgL",9.4
1995-08-10,16,"DOsat_perc",81
1995-08-10,17,"DO_mgL",8.9
1995-08-10,17,"DOsat_perc",74
1995-08-10,18,"DO_mgL",8.9
1995-08-10,18,"DOsat_perc",74
1995-08-10,19,"DO_mgL",8.3
1995-08-10,19,"DOsat_perc",70
1995-08-10,20,"DO_mgL",8
1995-08-10,20,"DOsat_perc",68
1995-08-10,21,"TP_mgL",0.004
1995-08-10,21,"TURBIDITY",0.5
1995-08-10,21,"pH",6.26
1995-08-10,21,"DO_mgL",7.8
1995-08-10,21,"DOsat_perc",65
1995-08-10,21,"COND",81.8
1995-08-10,22,"DO_mgL",7.5
1995-08-10,22,"DOsat_perc",63
1995-08-10,23,"DO_mgL",6.7
1995-08-10,23,"DOsat_perc",56
1995-08-10,24,"DO_mgL",6.6
1995-08-10,24,"DOsat_perc",55
1995-08-10,25,"DO_mgL",6.5
1995-08-10,25,"DOsat_perc",54
1995-08-10,26,"DO_mgL",6
1995-08-10,26,"DOsat_perc",49
1995-08-10,27,"DO_mgL",5.9
1995-08-10,27,"DOsat_perc",48
1995-08-10,28,"DO_mgL",5.6
1995-08-10,28,"DOsat_perc",45
1995-08-10,29,"DO_mgL",5.1
1995-08-10,29,"DOsat_perc",42
1995-08-10,NA,"SD_m",8.7
1995-09-05,0.1,"chla_ugL",1.99
1995-09-05,0.5,"DO_mgL",8.3
1995-09-05,0.5,"DOsat_perc",93
1995-09-05,1,"DOsat_perc",93
1995-09-05,2,"DO_mgL",8.3
1995-09-05,2,"DOsat_perc",91
1995-09-05,3,"DO_mgL",8.3
1995-09-05,3,"DOsat_perc",91
1995-09-05,3.5,"TP_mgL",0.004
1995-09-05,3.5,"TURBIDITY",0.3
1995-09-05,3.5,"ALK",4.5
1995-09-05,3.5,"pH",6.89
1995-09-05,3.5,"COND",84.5
1995-09-05,4,"DO_mgL",8.2
1995-09-05,4,"DOsat_perc",90
1995-09-05,5,"DO_mgL",8.5
1995-09-05,5,"DOsat_perc",93
1995-09-05,6,"DO_mgL",8.4
1995-09-05,6,"DOsat_perc",92
1995-09-05,7,"DO_mgL",8.2
1995-09-05,7,"DOsat_perc",90
1995-09-05,8,"DO_mgL",8.2
1995-09-05,8,"DOsat_perc",90
1995-09-05,9,"DO_mgL",8.6
1995-09-05,9,"DOsat_perc",92
1995-09-05,10,"TP_mgL",0.005
1995-09-05,10,"TURBIDITY",0.4
1995-09-05,10,"pH",6.77
1995-09-05,10,"DO_mgL",9.8
1995-09-05,10,"COND",83
1995-09-05,10,"DOsat_perc",100
1995-09-05,11,"DO_mgL",8.7
1995-09-05,11,"DOsat_perc",81
1995-09-05,12,"DO_mgL",8.7
1995-09-05,12,"DOsat_perc",79
1995-09-05,13,"DO_mgL",8.3
1995-09-05,13,"DOsat_perc",75
1995-09-05,14,"DO_mgL",7.7
1995-09-05,14,"DOsat_perc",69
1995-09-05,15,"DO_mgL",7
1995-09-05,15,"DOsat_perc",61
1995-09-05,16,"DO_mgL",6.5
1995-09-05,16,"DOsat_perc",56
1995-09-05,17,"DO_mgL",6.1
1995-09-05,17,"DOsat_perc",53
1995-09-05,18,"DO_mgL",6
1995-09-05,18,"DOsat_perc",52
1995-09-05,19,"DO_mgL",5.8
1995-09-05,19,"DOsat_perc",48
1995-09-05,20,"DO_mgL",5.5
1995-09-05,20,"DOsat_perc",46
1995-09-05,21,"TP_mgL",0.005
1995-09-05,21,"TURBIDITY",0.3
1995-09-05,21,"DO_mgL",5.3
1995-09-05,21,"pH",6.96
1995-09-05,21,"DOsat_perc",44
1995-09-05,21,"COND",84.3
1995-09-05,22,"DO_mgL",5
1995-09-05,22,"DOsat_perc",42
1995-09-05,23,"DO_mgL",4.8
1995-09-05,23,"DOsat_perc",40
1995-09-05,24,"DO_mgL",4.6
1995-09-05,24,"DOsat_perc",38
1995-09-05,25,"DO_mgL",4.2
1995-09-05,25,"DOsat_perc",35
1995-09-05,26,"DO_mgL",4.1
1995-09-05,26,"DOsat_perc",35
1995-09-05,27,"DO_mgL",3.8
1995-09-05,27,"DOsat_perc",31
1995-09-05,28,"DO_mgL",3.2
1995-09-05,28,"DOsat_perc",27
1995-09-05,29,"DO_mgL",2.8
1995-09-05,29,"DOsat_perc",23
1995-09-05,NA,"SD_m",11.6
1995-09-30,0.1,"chla_ugL",2.18
1995-09-30,0.5,"DO_mgL",9.2
1995-09-30,0.5,"DOsat_perc",91
1995-09-30,1,"DOsat_perc",91
1995-09-30,2,"DO_mgL",9
1995-09-30,2,"DOsat_perc",89
1995-09-30,3,"DO_mgL",9
1995-09-30,3,"DOsat_perc",89
1995-09-30,3.5,"TP_mgL",0.005
1995-09-30,3.5,"TURBIDITY",0.6
1995-09-30,3.5,"ALK",4.6
1995-09-30,3.5,"pH",6.94
1995-09-30,3.5,"COND",84.2
1995-09-30,4,"DO_mgL",9
1995-09-30,4,"DOsat_perc",89
1995-09-30,5,"DO_mgL",9
1995-09-30,5,"DOsat_perc",89
1995-09-30,6,"DO_mgL",8.8
1995-09-30,6,"DOsat_perc",86
1995-09-30,7,"DO_mgL",8.8
1995-09-30,7,"DOsat_perc",86
1995-09-30,8,"DO_mgL",8.8
1995-09-30,8,"DOsat_perc",86
1995-09-30,9,"DO_mgL",8.8
1995-09-30,9,"DOsat_perc",86
1995-09-30,10,"TP_mgL",0.008
1995-09-30,10,"TURBIDITY",0.6
1995-09-30,10,"pH",6.67
1995-09-30,10,"DO_mgL",8.8
1995-09-30,10,"COND",84.1
1995-09-30,10,"DOsat_perc",86
1995-09-30,11,"DO_mgL",8.7
1995-09-30,11,"DOsat_perc",85
1995-09-30,12,"DO_mgL",8.7
1995-09-30,12,"DOsat_perc",85
1995-09-30,13,"DO_mgL",7.7
1995-09-30,13,"DOsat_perc",72
1995-09-30,14,"DO_mgL",7.2
1995-09-30,14,"DOsat_perc",65
1995-09-30,15,"DO_mgL",6.6
1995-09-30,15,"DOsat_perc",58
1995-09-30,16,"DO_mgL",5.7
1995-09-30,16,"DOsat_perc",49
1995-09-30,17,"DO_mgL",5.4
1995-09-30,17,"DOsat_perc",46
1995-09-30,18,"DO_mgL",4.8
1995-09-30,18,"DOsat_perc",41
1995-09-30,19,"DO_mgL",4.8
1995-09-30,19,"DOsat_perc",41
1995-09-30,20,"DO_mgL",4.8
1995-09-30,20,"DOsat_perc",41
1995-09-30,21,"TP_mgL",0.009
1995-09-30,21,"TURBIDITY",1
1995-09-30,21,"DO_mgL",4.7
1995-09-30,21,"pH",6.15
1995-09-30,21,"DOsat_perc",39
1995-09-30,21,"COND",84.6
1995-09-30,22,"DO_mgL",3.7
1995-09-30,22,"DOsat_perc",31
1995-09-30,23,"DO_mgL",3.5
1995-09-30,23,"DOsat_perc",29
1995-09-30,24,"DO_mgL",3.3
1995-09-30,24,"DOsat_perc",28
1995-09-30,25,"DO_mgL",3.2
1995-09-30,25,"DOsat_perc",27
1995-09-30,26,"DO_mgL",2.6
1995-09-30,26,"DOsat_perc",22
1995-09-30,27,"DO_mgL",2.5
1995-09-30,27,"DOsat_perc",21
1995-09-30,28,"DO_mgL",2.2
1995-09-30,28,"DOsat_perc",18
1995-09-30,29,"DO_mgL",0.8
1995-09-30,29,"DOsat_perc",7
1995-09-30,NA,"SD_m",9.8
1996-05-22,0.1,"chla_ugL",4.39
1996-05-22,0.5,"DO_mgL",11.4
1996-05-22,0.5,"DOsat_perc",107
1996-05-22,1,"DOsat_perc",107
1996-05-22,2,"DO_mgL",11.7
1996-05-22,2,"DOsat_perc",107
1996-05-22,3,"DO_mgL",11.8
1996-05-22,3,"DOsat_perc",105
1996-05-22,3.5,"TP_mgL",0.006
1996-05-22,3.5,"TURBIDITY",0.3
1996-05-22,3.5,"ALK",4.4
1996-05-22,3.5,"pH",6.93
1996-05-22,3.5,"COND",77.8
1996-05-22,4,"DO_mgL",11.8
1996-05-22,4,"DOsat_perc",105
1996-05-22,5,"DO_mgL",11.8
1996-05-22,5,"DOsat_perc",103
1996-05-22,6,"DO_mgL",11.7
1996-05-22,6,"DOsat_perc",102
1996-05-22,7,"DO_mgL",11.7
1996-05-22,7,"DOsat_perc",102
1996-05-22,8,"DO_mgL",11.6
1996-05-22,8,"DOsat_perc",99
1996-05-22,9,"DO_mgL",11.6
1996-05-22,9,"DOsat_perc",99
1996-05-22,10,"TP_mgL",0.005
1996-05-22,10,"TURBIDITY",0.4
1996-05-22,10,"pH",6.85
1996-05-22,10,"DO_mgL",11.6
1996-05-22,10,"COND",77.5
1996-05-22,10,"DOsat_perc",99
1996-05-22,11,"DO_mgL",11.4
1996-05-22,11,"DOsat_perc",95
1996-05-22,12,"DO_mgL",11.5
1996-05-22,12,"DOsat_perc",96
1996-05-22,13,"DO_mgL",11.2
1996-05-22,13,"DOsat_perc",94
1996-05-22,14,"DO_mgL",11.2
1996-05-22,14,"DOsat_perc",94
1996-05-22,15,"DO_mgL",11.3
1996-05-22,15,"DOsat_perc",95
1996-05-22,16,"DO_mgL",11.3
1996-05-22,16,"DOsat_perc",95
1996-05-22,17,"DO_mgL",11.3
1996-05-22,17,"DOsat_perc",92
1996-05-22,18,"DO_mgL",11.1
1996-05-22,18,"DOsat_perc",91
1996-05-22,19,"DO_mgL",11.2
1996-05-22,19,"DOsat_perc",92
1996-05-22,20,"DO_mgL",11
1996-05-22,20,"DOsat_perc",91
1996-05-22,21,"TP_mgL",0.008
1996-05-22,21,"TURBIDITY",0.4
1996-05-22,21,"pH",6.67
1996-05-22,21,"DO_mgL",11
1996-05-22,21,"COND",78.8
1996-05-22,21,"DOsat_perc",91
1996-05-22,22,"DO_mgL",11
1996-05-22,22,"DOsat_perc",91
1996-05-22,23,"DO_mgL",11.1
1996-05-22,23,"DOsat_perc",91
1996-05-22,24,"DO_mgL",11
1996-05-22,24,"DOsat_perc",91
1996-05-22,25,"DO_mgL",11
1996-05-22,25,"DOsat_perc",91
1996-05-22,26,"DO_mgL",11
1996-05-22,26,"DOsat_perc",91
1996-05-22,27,"DO_mgL",11
1996-05-22,27,"DOsat_perc",91
1996-05-22,28,"DO_mgL",11
1996-05-22,28,"DOsat_perc",91
1996-05-22,29,"DO_mgL",11
1996-05-22,29,"DOsat_perc",91
1996-05-22,NA,"SD_m",5.7
1996-06-12,0.1,"chla_ugL",2.37
1996-06-12,0.5,"DO_mgL",9.9
1996-06-12,0.5,"DOsat_perc",109
1996-06-12,1,"DOsat_perc",107
1996-06-12,2,"DO_mgL",10
1996-06-12,2,"DOsat_perc",106
1996-06-12,3,"DO_mgL",10.2
1996-06-12,3,"DOsat_perc",107
1996-06-12,3.5,"TP_mgL",0.006
1996-06-12,3.5,"TURBIDITY",0.3
1996-06-12,3.5,"ALK",4.4
1996-06-12,3.5,"pH",6.98
1996-06-12,3.5,"COND",77.1
1996-06-12,4,"DO_mgL",10.2
1996-06-12,4,"DOsat_perc",107
1996-06-12,5,"DO_mgL",10.6
1996-06-12,5,"DOsat_perc",104
1996-06-12,6,"DO_mgL",10.9
1996-06-12,6,"DOsat_perc",101
1996-06-12,7,"DO_mgL",10.9
1996-06-12,7,"DOsat_perc",99
1996-06-12,8,"DO_mgL",10.9
1996-06-12,8,"DOsat_perc",99
1996-06-12,9,"DO_mgL",10.9
1996-06-12,9,"DOsat_perc",97
1996-06-12,10,"TP_mgL",0.011
1996-06-12,10,"TURBIDITY",0.4
1996-06-12,10,"pH",6.98
1996-06-12,10,"DO_mgL",10.9
1996-06-12,10,"COND",76.6
1996-06-12,10,"DOsat_perc",95
1996-06-12,11,"DO_mgL",10.4
1996-06-12,11,"DOsat_perc",89
1996-06-12,12,"DO_mgL",10.2
1996-06-12,12,"DOsat_perc",88
1996-06-12,13,"DO_mgL",10.2
1996-06-12,13,"DOsat_perc",88
1996-06-12,14,"DO_mgL",10.3
1996-06-12,14,"DOsat_perc",88
1996-06-12,15,"DO_mgL",10.2
1996-06-12,15,"DOsat_perc",86
1996-06-12,16,"DO_mgL",10.2
1996-06-12,16,"DOsat_perc",86
1996-06-12,17,"DO_mgL",10.2
1996-06-12,17,"DOsat_perc",86
1996-06-12,18,"DO_mgL",10
1996-06-12,18,"DOsat_perc",84
1996-06-12,19,"DO_mgL",10
1996-06-12,19,"DOsat_perc",84
1996-06-12,20,"DO_mgL",9.8
1996-06-12,20,"DOsat_perc",81
1996-06-12,21,"TP_mgL",0.006
1996-06-12,21,"TURBIDITY",0.3
1996-06-12,21,"pH",6.55
1996-06-12,21,"DO_mgL",9.8
1996-06-12,21,"COND",78.8
1996-06-12,21,"DOsat_perc",81
1996-06-12,22,"DO_mgL",9.8
1996-06-12,22,"DOsat_perc",81
1996-06-12,23,"DO_mgL",9.6
1996-06-12,23,"DOsat_perc",80
1996-06-12,24,"DO_mgL",9.6
1996-06-12,24,"DOsat_perc",80
1996-06-12,25,"DO_mgL",9.4
1996-06-12,25,"DOsat_perc",77
1996-06-12,26,"DO_mgL",9.4
1996-06-12,26,"DOsat_perc",79
1996-06-12,27,"DO_mgL",9.2
1996-06-12,27,"DOsat_perc",77
1996-06-12,28,"DO_mgL",9.1
1996-06-12,28,"DOsat_perc",75
1996-06-12,29,"DO_mgL",8.6
1996-06-12,29,"DOsat_perc",70
1996-06-12,30,"DO_mgL",8.4
1996-06-12,30,"DOsat_perc",69
1996-06-12,NA,"SD_m",8
1996-07-02,0.1,"chla_ugL",1.85
1996-07-02,0.5,"DO_mgL",9.1
1996-07-02,0.5,"DOsat_perc",100
1996-07-02,1,"DOsat_perc",97
1996-07-02,2,"DO_mgL",9.2
1996-07-02,2,"DOsat_perc",99
1996-07-02,3,"DO_mgL",9.2
1996-07-02,3,"DOsat_perc",99
1996-07-02,3.5,"TP_mgL",0.005
1996-07-02,3.5,"TURBIDITY",0.5
1996-07-02,3.5,"ALK",4.7
1996-07-02,3.5,"pH",7.01
1996-07-02,3.5,"COND",78
1996-07-02,4,"DO_mgL",9.1
1996-07-02,4,"DOsat_perc",96
1996-07-02,5,"DO_mgL",9.1
1996-07-02,5,"DOsat_perc",96
1996-07-02,6,"DO_mgL",9.1
1996-07-02,6,"DOsat_perc",96
1996-07-02,7,"DO_mgL",9.4
1996-07-02,7,"DOsat_perc",96
1996-07-02,8,"DO_mgL",9.7
1996-07-02,8,"DOsat_perc",95
1996-07-02,9,"DO_mgL",9.7
1996-07-02,9,"DOsat_perc",89
1996-07-02,10,"TP_mgL",0.006
1996-07-02,10,"TURBIDITY",0.5
1996-07-02,10,"pH",7.05
1996-07-02,10,"DO_mgL",9.4
1996-07-02,10,"COND",77.9
1996-07-02,10,"DOsat_perc",84
1996-07-02,11,"DO_mgL",9.4
1996-07-02,11,"DOsat_perc",83
1996-07-02,12,"DO_mgL",9.3
1996-07-02,12,"DOsat_perc",80
1996-07-02,13,"DO_mgL",9.1
1996-07-02,13,"DOsat_perc",79
1996-07-02,14,"DO_mgL",9
1996-07-02,14,"DOsat_perc",78
1996-07-02,15,"DO_mgL",8.9
1996-07-02,15,"DOsat_perc",74
1996-07-02,16,"DO_mgL",8.8
1996-07-02,16,"DOsat_perc",73
1996-07-02,17,"DO_mgL",8.8
1996-07-02,17,"DOsat_perc",73
1996-07-02,18,"DO_mgL",8.6
1996-07-02,18,"DOsat_perc",72
1996-07-02,19,"DO_mgL",8.5
1996-07-02,19,"DOsat_perc",71
1996-07-02,20,"DO_mgL",8.4
1996-07-02,20,"DOsat_perc",70
1996-07-02,21,"TP_mgL",0.006
1996-07-02,21,"TURBIDITY",0.4
1996-07-02,21,"pH",6.58
1996-07-02,21,"DO_mgL",8.5
1996-07-02,21,"DOsat_perc",71
1996-07-02,21,"COND",79.3
1996-07-02,22,"DO_mgL",8.4
1996-07-02,22,"DOsat_perc",70
1996-07-02,23,"DO_mgL",8.4
1996-07-02,23,"DOsat_perc",70
1996-07-02,24,"DO_mgL",8.3
1996-07-02,24,"DOsat_perc",70
1996-07-02,25,"DO_mgL",8.2
1996-07-02,25,"DOsat_perc",69
1996-07-02,26,"DO_mgL",8.2
1996-07-02,26,"DOsat_perc",69
1996-07-02,27,"DO_mgL",8.1
1996-07-02,27,"DOsat_perc",68
1996-07-02,28,"DO_mgL",8
1996-07-02,28,"DOsat_perc",68
1996-07-02,NA,"SD_m",8.7
1996-07-24,0.1,"chla_ugL",1.66
1996-07-24,0.5,"DO_mgL",8.8
1996-07-24,0.5,"DOsat_perc",97
1996-07-24,1,"DOsat_perc",95
1996-07-24,2,"DO_mgL",8.8
1996-07-24,2,"DOsat_perc",95
1996-07-24,3,"DO_mgL",8.7
1996-07-24,3,"DOsat_perc",93
1996-07-24,3.5,"TP_mgL",0.003
1996-07-24,3.5,"TURBIDITY",0.5
1996-07-24,3.5,"ALK",4.2
1996-07-24,3.5,"pH",6.95
1996-07-24,3.5,"COND",77
1996-07-24,4,"DO_mgL",8.8
1996-07-24,4,"DOsat_perc",93
1996-07-24,5,"DO_mgL",8.7
1996-07-24,5,"DOsat_perc",93
1996-07-24,6,"DO_mgL",8.7
1996-07-24,6,"DOsat_perc",93
1996-07-24,7,"DO_mgL",8.8
1996-07-24,7,"DOsat_perc",93
1996-07-24,8,"DO_mgL",8.5
1996-07-24,8,"DOsat_perc",91
1996-07-24,9,"DO_mgL",8.4
1996-07-24,9,"DOsat_perc",86
1996-07-24,10,"TP_mgL",0.009
1996-07-24,10,"TURBIDITY",0.3
1996-07-24,10,"pH",6.43
1996-07-24,10,"DO_mgL",8.4
1996-07-24,10,"COND",79
1996-07-24,10,"DOsat_perc",81
1996-07-24,11,"DO_mgL",8.3
1996-07-24,11,"DOsat_perc",77
1996-07-24,12,"DO_mgL",8.1
1996-07-24,12,"DOsat_perc",72
1996-07-24,13,"DO_mgL",8.1
1996-07-24,13,"DOsat_perc",72
1996-07-24,14,"DO_mgL",8
1996-07-24,14,"DOsat_perc",71
1996-07-24,15,"DO_mgL",7.8
1996-07-24,15,"DOsat_perc",66
1996-07-24,16,"DO_mgL",7.6
1996-07-24,16,"DOsat_perc",565
1996-07-24,17,"DO_mgL",7.6
1996-07-24,17,"DOsat_perc",65
1996-07-24,18,"DO_mgL",7.6
1996-07-24,18,"DOsat_perc",65
1996-07-24,19,"DO_mgL",7.6
1996-07-24,19,"DOsat_perc",65
1996-07-24,20,"DO_mgL",7.6
1996-07-24,20,"DOsat_perc",65
1996-07-24,21,"TP_mgL",0.004
1996-07-24,21,"TURBIDITY",0.9
1996-07-24,21,"pH",6.28
1996-07-24,21,"DO_mgL",7.6
1996-07-24,21,"DOsat_perc",65
1996-07-24,21,"COND",79.2
1996-07-24,22,"DO_mgL",7.6
1996-07-24,22,"DOsat_perc",63
1996-07-24,23,"DO_mgL",7.6
1996-07-24,23,"DOsat_perc",63
1996-07-24,24,"DO_mgL",7.5
1996-07-24,24,"DOsat_perc",63
1996-07-24,25,"DO_mgL",7.5
1996-07-24,25,"DOsat_perc",62
1996-07-24,26,"DO_mgL",7.3
1996-07-24,26,"DOsat_perc",61
1996-07-24,27,"DO_mgL",7.3
1996-07-24,27,"DOsat_perc",61
1996-07-24,27.5,"DO_mgL",6.8
1996-07-24,27.5,"DOsat_perc",56
1996-07-24,NA,"SD_m",9.5
1996-08-14,0.1,"chla_ugL",2.02
1996-08-14,0.5,"DO_mgL",8.7
1996-08-14,0.5,"DOsat_perc",98
1996-08-14,1,"DOsat_perc",98
1996-08-14,2,"DO_mgL",8.7
1996-08-14,2,"DOsat_perc",98
1996-08-14,3,"DO_mgL",8.7
1996-08-14,3,"DOsat_perc",98
1996-08-14,3.5,"TP_mgL",0.005
1996-08-14,3.5,"TURBIDITY",0.3
1996-08-14,3.5,"ALK",3.7
1996-08-14,3.5,"pH",6.83
1996-08-14,3.5,"COND",77.6
1996-08-14,4,"DO_mgL",8.7
1996-08-14,4,"DOsat_perc",98
1996-08-14,5,"DO_mgL",8.7
1996-08-14,5,"DOsat_perc",98
1996-08-14,6,"DO_mgL",8.8
1996-08-14,6,"DOsat_perc",99
1996-08-14,7,"DO_mgL",8.8
1996-08-14,7,"DOsat_perc",97
1996-08-14,8,"DO_mgL",8.5
1996-08-14,8,"DOsat_perc",91
1996-08-14,9,"DO_mgL",8
1996-08-14,9,"DOsat_perc",83
1996-08-14,10,"TP_mgL",0.008
1996-08-14,10,"TURBIDITY",0.5
1996-08-14,10,"pH",6.12
1996-08-14,10,"DO_mgL",7.7
1996-08-14,10,"DOsat_perc",74
1996-08-14,10,"COND",78.4
1996-08-14,11,"DO_mgL",7.4
1996-08-14,11,"DOsat_perc",68
1996-08-14,13,"DO_mgL",7
1996-08-14,13,"DOsat_perc",62
1996-08-14,14,"DO_mgL",7.2
1996-08-14,14,"DOsat_perc",63
1996-08-14,15,"DO_mgL",7
1996-08-14,15,"DOsat_perc",61
1996-08-14,16,"DO_mgL",6.8
1996-08-14,16,"DOsat_perc",58
1996-08-14,17,"DO_mgL",6.7
1996-08-14,17,"DOsat_perc",57
1996-08-14,18,"DO_mgL",6.6
1996-08-14,18,"DOsat_perc",56
1996-08-14,19,"DO_mgL",6.7
1996-08-14,19,"DOsat_perc",57
1996-08-14,20,"DO_mgL",6.7
1996-08-14,20,"DOsat_perc",57
1996-08-14,21,"TP_mgL",0.007
1996-08-14,21,"TURBIDITY",0.3
1996-08-14,21,"pH",5.7
1996-08-14,21,"DO_mgL",6.3
1996-08-14,21,"DOsat_perc",53
1996-08-14,21,"COND",80
1996-08-14,22,"DO_mgL",6.3
1996-08-14,22,"DOsat_perc",53
1996-08-14,23,"DO_mgL",6.3
1996-08-14,23,"DOsat_perc",53
1996-08-14,24,"DO_mgL",6
1996-08-14,24,"DOsat_perc",51
1996-08-14,25,"DO_mgL",5.9
1996-08-14,25,"DOsat_perc",49
1996-08-14,26,"DO_mgL",5.7
1996-08-14,26,"DOsat_perc",47
1996-08-14,27,"DO_mgL",5.4
1996-08-14,27,"DOsat_perc",45
1996-08-14,28,"DO_mgL",5.3
1996-08-14,28,"DOsat_perc",45
1996-08-14,29,"DO_mgL",4.9
1996-08-14,29,"DOsat_perc",41
1996-08-14,NA,"SD_m",8
1996-09-04,0.1,"chla_ugL",1.85
1996-09-04,0.5,"DO_mgL",8.4
1996-09-04,0.5,"DOsat_perc",95
1996-09-04,1,"DOsat_perc",95
1996-09-04,2,"DO_mgL",8.4
