station,date,depth_m,layer,parameter,value,depth.measurement,datasource,sitetype
110,2013-08-13,7,I,turb_NTU,0.71,actual,LMP chem,littoral
110,2013-09-17,7,I,cond_uScm,90.1,actual,LMP chem,littoral
110,2013-09-17,7,I,H_M,3.090295432513594e-7,actual,LMP chem,littoral
110,2013-09-17,7,I,TP_mgl,0.004,actual,LMP chem,littoral
110,2013-09-17,7,I,turb_NTU,1.05,actual,LMP chem,littoral
110,2014-06-16,7,I,cond_uScm,94.7,actual,LMP chem,littoral
110,2014-06-16,7,I,H_M,2.0417379446695294e-7,actual,LMP chem,littoral
110,2014-06-16,7,I,TP_mgl,0.008,actual,LMP chem,littoral
110,2014-06-16,7,I,turb_NTU,1.1900000000000002,actual,LMP chem,littoral
110,2014-07-14,7,I,cond_uScm,92.1,actual,LMP chem,littoral
110,2014-07-14,7,I,H_M,2.0417379446695294e-7,actual,LMP chem,littoral
110,2014-07-14,7,I,TP_mgl,0.004,actual,LMP chem,littoral
110,2014-07-14,7,I,turb_NTU,0.77,actual,LMP chem,littoral
110,2014-08-11,7,I,cond_uScm,93.3,actual,LMP chem,littoral
110,2014-08-11,7,I,H_M,1.0000000000000007e-7,actual,LMP chem,littoral
110,2014-08-11,7,I,TP_mgl,0.004,actual,LMP chem,littoral
110,2014-08-11,7,I,turb_NTU,0.88,actual,LMP chem,littoral
110,2014-09-02,7,I,cond_uScm,92.5,actual,LMP chem,littoral
110,2014-09-02,7,I,H_M,1.3803842646028852e-7,actual,LMP chem,littoral
110,2014-09-02,7,I,TP_mgl,0.004,actual,LMP chem,littoral
110,2014-09-02,7,I,turb_NTU,0.8500000000000001,actual,LMP chem,littoral
110,2015-06-17,7,I,cond_uScm,96.7,actual,LMP chem,littoral
110,2015-06-17,7,I,H_M,2.2908676527677772e-7,actual,LMP chem,littoral
110,2015-06-17,7,I,TP_mgl,0.008,actual,LMP chem,littoral
110,2015-06-17,7,I,turb_NTU,1.26,actual,LMP chem,littoral
110,2015-07-15,7,I,cond_uScm,95.2,actual,LMP chem,littoral
110,2015-07-15,7,I,H_M,2.8840315031266083e-7,actual,LMP chem,littoral
110,2015-07-15,7,I,TP_mgl,0.004,actual,LMP chem,littoral
110,2015-07-15,7,I,turb_NTU,0.52,actual,LMP chem,littoral
110,2015-08-10,7,I,cond_uScm,100.3,actual,LMP chem,littoral
110,2015-08-10,7,I,H_M,1.7782794100389237e-7,actual,LMP chem,littoral
110,2015-08-10,7,I,TP_mgl,0.005,actual,LMP chem,littoral
110,2015-08-10,7,I,turb_NTU,1.26,actual,LMP chem,littoral
110,2015-09-10,7,I,cond_uScm,99.1,actual,LMP chem,littoral
110,2015-09-10,7,I,H_M,1.4125375446227568e-7,actual,LMP chem,littoral
110,2015-09-10,7,I,TP_mgl,0.009,actual,LMP chem,littoral
110,2015-09-10,7,I,turb_NTU,0.6699999999999999,actual,LMP chem,littoral
110,2016-06-14,8.3,I,cond_uScm,98.7,actual,LMP chem,littoral
110,2016-06-14,8.3,I,H_M,7.94328234724283e-8,actual,LMP chem,littoral
110,2016-06-14,8.3,I,TP_mgl,0.004,actual,LMP chem,littoral
110,2016-06-14,8.3,I,turb_NTU,1.4,actual,LMP chem,littoral
110,2016-07-12,4.969135802469136,I,cond_uScm,101.2,mean,LMP chem,littoral
110,2016-07-12,4.969135802469136,I,H_M,4.897788193684472e-8,mean,LMP chem,littoral
110,2016-07-12,4.969135802469136,I,TP_mgl,0.006,mean,LMP chem,littoral
110,2016-07-12,4.969135802469136,I,turb_NTU,2.19,mean,LMP chem,littoral
110,2016-08-16,8.3,I,cond_uScm,101.8,actual,LMP chem,littoral
110,2016-08-16,8.3,I,H_M,5.7543993733715725e-8,actual,LMP chem,littoral
110,2016-08-16,8.3,I,TP_mgl,0.001,actual,LMP chem,littoral
110,2016-08-16,8.3,I,turb_NTU,1.51,actual,LMP chem,littoral
110,2016-09-13,7.3,I,cond_uScm,103.4,actual,LMP chem,littoral
110,2016-09-13,7.3,I,H_M,5.6234132519034945e-8,actual,LMP chem,littoral
110,2016-09-13,7.3,I,TP_mgl,0.003,actual,LMP chem,littoral
110,2016-09-13,7.3,I,turb_NTU,0.97,actual,LMP chem,littoral
110,2017-06-04,7.3,I,cond_uScm,104.1,actual,LMP chem,littoral
110,2017-06-04,7.3,I,H_M,1.7782794100389237e-7,actual,LMP chem,littoral
110,2017-06-04,7.3,I,TP_mgl,0.007,actual,LMP chem,littoral
110,2017-06-04,7.3,I,turb_NTU,1.1,actual,LMP chem,littoral
110,2017-07-11,7.3,I,cond_uScm,105.8,actual,LMP chem,littoral
110,2017-07-11,7.3,I,H_M,1.0232929922807544e-7,actual,LMP chem,littoral
110,2017-07-11,7.3,I,TP_mgl,0.004,actual,LMP chem,littoral
110,2017-07-11,7.3,I,turb_NTU,1.49,actual,LMP chem,littoral
110,2017-08-14,7.3,I,cond_uScm,98.4,actual,LMP chem,littoral
110,2017-08-14,7.3,I,H_M,1.3489628825916543e-7,actual,LMP chem,littoral
110,2017-08-14,7.3,I,TP_mgl,0.004,actual,LMP chem,littoral
110,2017-08-14,7.3,I,turb_NTU,0.73,actual,LMP chem,littoral
110,2017-09-12,7.3,I,cond_uScm,112.2,actual,LMP chem,littoral
110,2017-09-12,7.3,I,H_M,8.317637711026718e-8,actual,LMP chem,littoral
110,2017-09-12,7.3,I,TP_mgl,0.006,actual,LMP chem,littoral
110,2017-09-12,7.3,I,turb_NTU,3.74,actual,LMP chem,littoral
110,2018-06-10,7.3,I,cond_uScm,99.9,actual,LMP chem,littoral
110,2018-06-10,7.3,I,H_M,9.120108393559103e-8,actual,LMP chem,littoral
110,2018-06-10,7.3,I,TP_mgl,0.007,actual,LMP chem,littoral
110,2018-06-10,7.3,I,turb_NTU,1.49,actual,LMP chem,littoral
110,2018-07-17,7.3,I,cond_uScm,104.1,actual,LMP chem,littoral
110,2018-07-17,7.3,I,H_M,1.0232929922807544e-7,actual,LMP chem,littoral
110,2018-07-17,7.3,I,TP_mgl,0.007,actual,LMP chem,littoral
110,2018-07-17,7.3,I,turb_NTU,1.46,actual,LMP chem,littoral
110,2018-08-13,7.3,I,cond_uScm,93,actual,LMP chem,littoral
110,2018-08-13,7.3,I,H_M,1.0232929922807544e-7,actual,LMP chem,littoral
110,2018-08-13,7.3,I,TP_mgl,0.005,actual,LMP chem,littoral
110,2018-08-13,7.3,I,turb_NTU,0.74,actual,LMP chem,littoral
110,2018-09-12,7.3,I,cond_uScm,103.2,actual,LMP chem,littoral
110,2018-09-12,7.3,I,H_M,9.332543007969916e-8,actual,LMP chem,littoral
110,2018-09-12,7.3,I,TP_mgl,0.005,actual,LMP chem,littoral
110,2018-09-12,7.3,I,turb_NTU,0.61,actual,LMP chem,littoral
110,2019-06-10,7.3,I,cond_uScm,77.9,actual,LMP chem,littoral
110,2019-06-10,7.3,I,H_M,8.511380382023765e-8,actual,LMP chem,littoral
110,2019-06-10,7.3,I,TP_mgl,0.005,actual,LMP chem,littoral
110,2019-06-10,7.3,I,turb_NTU,0.98,actual,LMP chem,littoral
110,2019-07-16,7.3,I,cond_uScm,94.8,actual,LMP chem,littoral
110,2019-07-16,7.3,I,H_M,9.77237220955812e-8,actual,LMP chem,littoral
110,2019-07-16,7.3,I,TP_mgl,0.005,actual,LMP chem,littoral
110,2019-07-16,7.3,I,turb_NTU,0.96,actual,LMP chem,littoral
110,2019-08-13,7.3,I,cond_uScm,98.6,actual,LMP chem,littoral
110,2019-08-13,7.3,I,H_M,7.585775750291844e-8,actual,LMP chem,littoral
110,2019-08-13,7.3,I,TP_mgl,0.007,actual,LMP chem,littoral
110,2019-08-13,7.3,I,turb_NTU,1.7,actual,LMP chem,littoral
110,2019-09-18,7.3,I,cond_uScm,92.5,actual,LMP chem,littoral
110,2019-09-18,7.3,I,H_M,8.511380382023765e-8,actual,LMP chem,littoral
110,2019-09-18,7.3,I,TP_mgl,0.005,actual,LMP chem,littoral
110,2019-09-18,7.3,I,turb_NTU,1.31,actual,LMP chem,littoral
200,1986-07-03,4,E,cond_uScm,55.8,median,LMP chem,pelagic
200,1986-07-03,4,E,H_M,1.5848931924611151e-7,median,LMP chem,pelagic
200,1986-07-03,10,M,TP_mgl,0.017,median,LMP chem,pelagic
200,1986-07-03,16,H,cond_uScm,56.6,median,LMP chem,pelagic
200,1986-07-03,16,H,H_M,3.1622776601683813e-7,median,LMP chem,pelagic
200,1986-07-03,16,H,TP_mgl,0.012,median,LMP chem,pelagic
200,1986-08-03,4,E,cond_uScm,71.9,median,LMP chem,pelagic
200,1986-08-03,4,E,H_M,1.5848931924611151e-7,median,LMP chem,pelagic
200,1986-08-03,4,E,TP_mgl,0.004,median,LMP chem,pelagic
200,1986-08-03,10,M,cond_uScm,71.9,median,LMP chem,pelagic
200,1986-08-03,10,M,H_M,1.258925411794167e-7,median,LMP chem,pelagic
200,1986-08-03,10,M,TP_mgl,0.004,median,LMP chem,pelagic
200,1986-08-03,16,H,cond_uScm,72.8,median,LMP chem,pelagic
200,1986-08-03,16,H,H_M,6.309573444801935e-7,median,LMP chem,pelagic
200,1986-08-03,16,H,TP_mgl,0.004,median,LMP chem,pelagic
200,1986-09-02,4,E,cond_uScm,71.4,median,LMP chem,pelagic
200,1986-09-02,4,E,H_M,1.99526231496888e-7,median,LMP chem,pelagic
200,1986-09-02,4,E,TP_mgl,0.002,median,LMP chem,pelagic
200,1986-09-02,10,M,cond_uScm,71.4,median,LMP chem,pelagic
200,1986-09-02,10,M,H_M,3.981071705534972e-7,median,LMP chem,pelagic
200,1986-09-02,10,M,TP_mgl,0.003,median,LMP chem,pelagic
200,1986-09-02,16,H,cond_uScm,72.1,median,LMP chem,pelagic
200,1986-09-02,16,H,H_M,2.511886431509583e-5,median,LMP chem,pelagic
200,1986-09-02,16,H,TP_mgl,0.002,median,LMP chem,pelagic
200,1987-05-29,4,E,cond_uScm,69.2,median,LMP chem,pelagic
200,1987-05-29,4,E,H_M,3.981071705534972e-7,median,LMP chem,pelagic
200,1987-05-29,4,E,TP_mgl,0.004,median,LMP chem,pelagic
200,1987-05-29,10,M,cond_uScm,68.6,median,LMP chem,pelagic
200,1987-05-29,10,M,H_M,3.1622776601683813e-7,median,LMP chem,pelagic
200,1987-05-29,10,M,TP_mgl,0.004,median,LMP chem,pelagic
200,1987-05-29,16,H,cond_uScm,69.7,median,LMP chem,pelagic
200,1987-05-29,16,H,H_M,6.309573444801935e-7,median,LMP chem,pelagic
200,1987-05-29,16,H,TP_mgl,0.003,median,LMP chem,pelagic
200,1987-07-01,4,E,cond_uScm,69.4,median,LMP chem,pelagic
200,1987-07-01,4,E,H_M,1.5848931924611151e-7,median,LMP chem,pelagic
200,1987-07-01,4,E,TP_mgl,0.001,median,LMP chem,pelagic
200,1987-07-01,10,M,cond_uScm,70.7,median,LMP chem,pelagic
200,1987-07-01,10,M,H_M,6.309573444801935e-7,median,LMP chem,pelagic
200,1987-07-01,10,M,TP_mgl,0.003,median,LMP chem,pelagic
200,1987-07-01,16,H,cond_uScm,72.8,median,LMP chem,pelagic
200,1987-07-01,16,H,H_M,6.309573444801935e-7,median,LMP chem,pelagic
200,1987-07-01,16,H,TP_mgl,0.001,median,LMP chem,pelagic
200,1987-08-11,4,E,cond_uScm,71.4,median,LMP chem,pelagic
200,1987-08-11,4,E,H_M,7.943282347242829e-7,median,LMP chem,pelagic
200,1987-08-11,4,E,TP_mgl,0.002,median,LMP chem,pelagic
200,1987-08-11,10,M,cond_uScm,71.5,median,LMP chem,pelagic
200,1987-08-11,10,M,H_M,7.943282347242829e-7,median,LMP chem,pelagic
200,1987-08-11,10,M,TP_mgl,0.001,median,LMP chem,pelagic
200,1987-08-11,16,H,cond_uScm,72.4,median,LMP chem,pelagic
200,1987-08-11,16,H,H_M,1.99526231496888e-6,median,LMP chem,pelagic
200,1987-08-11,16,H,TP_mgl,0.001,median,LMP chem,pelagic
200,1987-09-03,4,E,cond_uScm,71.6,median,LMP chem,pelagic
200,1987-09-03,4,E,H_M,3.981071705534972e-7,median,LMP chem,pelagic
200,1987-09-03,4,E,TP_mgl,0.003,median,LMP chem,pelagic
200,1987-09-03,10,M,cond_uScm,71.7,median,LMP chem,pelagic
200,1987-09-03,10,M,H_M,5.011872336272729e-7,median,LMP chem,pelagic
200,1987-09-03,10,M,TP_mgl,0.004,median,LMP chem,pelagic
200,1987-09-03,16,H,cond_uScm,71.7,median,LMP chem,pelagic
200,1987-09-03,16,H,H_M,5.011872336272729e-7,median,LMP chem,pelagic
200,1987-09-03,16,H,TP_mgl,0.002,median,LMP chem,pelagic
200,1988-06-09,4,E,cond_uScm,56.6,median,LMP chem,pelagic
200,1988-06-09,4,E,H_M,2.511886431509584e-7,median,LMP chem,pelagic
200,1988-06-09,10,M,cond_uScm,57.6,median,LMP chem,pelagic
200,1988-06-09,10,M,H_M,2.511886431509584e-7,median,LMP chem,pelagic
200,1988-06-09,16,H,cond_uScm,56.5,median,LMP chem,pelagic
200,1988-06-09,16,H,H_M,3.1622776601683813e-7,median,LMP chem,pelagic
200,1988-07-14,4,E,cond_uScm,63.5,median,LMP chem,pelagic
200,1988-07-14,4,E,H_M,7.94328234724283e-8,median,LMP chem,pelagic
200,1988-07-14,10,M,cond_uScm,63.3,median,LMP chem,pelagic
200,1988-07-14,10,M,H_M,7.94328234724283e-8,median,LMP chem,pelagic
200,1988-07-14,10,M,TP_mgl,0.004,median,LMP chem,pelagic
200,1988-07-14,16,H,cond_uScm,63.3,median,LMP chem,pelagic
200,1988-07-14,16,H,H_M,3.981071705534972e-7,median,LMP chem,pelagic
200,1988-07-14,16,H,TP_mgl,0.008,median,LMP chem,pelagic
200,1988-08-11,4,E,cond_uScm,60.6,median,LMP chem,pelagic
200,1988-08-11,4,E,H_M,2.511886431509584e-7,median,LMP chem,pelagic
200,1988-08-11,10,M,cond_uScm,61.6,median,LMP chem,pelagic
200,1988-08-11,10,M,H_M,1.5848931924611151e-7,median,LMP chem,pelagic
200,1988-08-11,16,H,cond_uScm,58.9,median,LMP chem,pelagic
200,1988-08-11,16,H,H_M,5.011872336272729e-7,median,LMP chem,pelagic
200,1988-09-07,4,E,cond_uScm,51,median,LMP chem,pelagic
200,1988-09-07,4,E,H_M,2.511886431509584e-7,median,LMP chem,pelagic
200,1988-09-07,4,E,TP_mgl,0.002,median,LMP chem,pelagic
200,1988-09-07,10,M,cond_uScm,50.6,median,LMP chem,pelagic
200,1988-09-07,10,M,H_M,3.1622776601683813e-7,median,LMP chem,pelagic
200,1988-09-07,10,M,TP_mgl,0.007,median,LMP chem,pelagic
200,1988-09-07,16,H,cond_uScm,51,median,LMP chem,pelagic
200,1988-09-07,16,H,H_M,6.309573444801935e-7,median,LMP chem,pelagic
200,1988-09-07,16,H,TP_mgl,0.008,median,LMP chem,pelagic
200,1989-06-28,4,E,cond_uScm,56,median,LMP chem,pelagic
200,1989-06-28,4,E,H_M,3.981071705534972e-7,median,LMP chem,pelagic
200,1989-06-28,4,E,TP_mgl,0.002,median,LMP chem,pelagic
200,1989-06-28,10,M,H_M,3.981071705534972e-7,median,LMP chem,pelagic
200,1989-06-28,10,M,TP_mgl,0.01,median,LMP chem,pelagic
200,1989-06-28,16,H,cond_uScm,59,median,LMP chem,pelagic
200,1989-06-28,16,H,H_M,3.981071705534972e-6,median,LMP chem,pelagic
200,1989-06-28,16,H,TP_mgl,0.01,median,LMP chem,pelagic
200,1989-07-25,4,E,cond_uScm,72.6,median,LMP chem,pelagic
200,1989-07-25,4,E,H_M,2.511886431509584e-7,median,LMP chem,pelagic
200,1989-07-25,4,E,TP_mgl,0.001,median,LMP chem,pelagic
200,1989-07-25,10,M,cond_uScm,72.9,median,LMP chem,pelagic
200,1989-07-25,10,M,H_M,3.1622776601683813e-7,median,LMP chem,pelagic
200,1989-07-25,10,M,TP_mgl,0.001,median,LMP chem,pelagic
200,1989-07-25,16,H,cond_uScm,70.3,median,LMP chem,pelagic
200,1989-07-25,16,H,H_M,3.1622776601683813e-7,median,LMP chem,pelagic
200,1989-07-25,16,H,TP_mgl,0.001,median,LMP chem,pelagic
200,1989-08-30,4,E,cond_uScm,74.2,median,LMP chem,pelagic
200,1989-08-30,4,E,H_M,2.511886431509584e-7,median,LMP chem,pelagic
200,1989-08-30,4,E,TP_mgl,0.001,median,LMP chem,pelagic
200,1989-08-30,10,M,cond_uScm,75.4,median,LMP chem,pelagic
200,1989-08-30,10,M,H_M,7.943282347242829e-7,median,LMP chem,pelagic
200,1989-08-30,10,M,TP_mgl,0.001,median,LMP chem,pelagic
200,1989-08-30,16,H,cond_uScm,74.5,median,LMP chem,pelagic
200,1989-08-30,16,H,H_M,5.011872336272729e-7,median,LMP chem,pelagic
200,1989-08-30,16,H,TP_mgl,0.001,median,LMP chem,pelagic
200,1990-06-21,4,E,cond_uScm,73.8,median,LMP chem,pelagic
200,1990-06-21,4,E,H_M,1.0000000000000007e-7,median,LMP chem,pelagic
200,1990-06-21,10,M,cond_uScm,78.5,median,LMP chem,pelagic
200,1990-06-21,10,M,H_M,1.0000000000000007e-7,median,LMP chem,pelagic
200,1990-06-21,16,H,cond_uScm,75,median,LMP chem,pelagic
200,1990-06-21,16,H,H_M,1.258925411794167e-7,median,LMP chem,pelagic
200,1990-06-21,16,H,TP_mgl,0.007,median,LMP chem,pelagic
200,1990-08-28,4,E,cond_uScm,78,median,LMP chem,pelagic
200,1990-08-28,4,E,H_M,1.5848931924611151e-7,median,LMP chem,pelagic
200,1990-08-28,10,M,cond_uScm,74.2,median,LMP chem,pelagic
200,1990-08-28,10,M,H_M,1.5848931924611151e-7,median,LMP chem,pelagic
200,1990-08-28,16,H,cond_uScm,77.2,median,LMP chem,pelagic
200,1990-08-28,16,H,H_M,1.5848931924611151e-7,median,LMP chem,pelagic
200,1990-08-28,16,H,TP_mgl,0.004,median,LMP chem,pelagic
200,1991-05-28,4,E,cond_uScm,93.3,median,LMP chem,pelagic
200,1991-05-28,4,E,H_M,3.981071705534972e-7,median,LMP chem,pelagic
200,1991-05-28,10,M,cond_uScm,72.9,median,LMP chem,pelagic
200,1991-05-28,10,M,H_M,2.511886431509584e-7,median,LMP chem,pelagic
200,1991-05-28,16,H,cond_uScm,74.1,median,LMP chem,pelagic
200,1991-05-28,16,H,H_M,5.011872336272729e-7,median,LMP chem,pelagic
200,1991-05-28,16,H,TP_mgl,0.001,median,LMP chem,pelagic
200,1991-06-28,4,E,cond_uScm,73.3,median,LMP chem,pelagic
200,1991-06-28,4,E,H_M,1.258925411794167e-7,median,LMP chem,pelagic
200,1991-06-28,10,M,cond_uScm,73.4,median,LMP chem,pelagic
200,1991-06-28,10,M,H_M,1.0000000000000007e-7,median,LMP chem,pelagic
200,1991-06-28,16,H,cond_uScm,75,median,LMP chem,pelagic
200,1991-06-28,16,H,H_M,5.011872336272729e-7,median,LMP chem,pelagic
200,1991-06-28,16,H,TP_mgl,0.003,median,LMP chem,pelagic
200,1991-07-30,4,E,cond_uScm,67.6,median,LMP chem,pelagic
200,1991-07-30,4,E,H_M,1.0000000000000007e-7,median,LMP chem,pelagic
200,1991-07-30,10,M,cond_uScm,66.4,median,LMP chem,pelagic
200,1991-07-30,10,M,H_M,1.258925411794167e-7,median,LMP chem,pelagic
200,1991-07-30,16,H,cond_uScm,72,median,LMP chem,pelagic
200,1991-07-30,16,H,H_M,2.511886431509584e-7,median,LMP chem,pelagic
200,1991-07-30,16,H,TP_mgl,0.002,median,LMP chem,pelagic
200,1991-08-27,4,E,cond_uScm,68.8,median,LMP chem,pelagic
200,1991-08-27,4,E,H_M,1.99526231496888e-7,median,LMP chem,pelagic
200,1991-08-27,10,M,cond_uScm,69,median,LMP chem,pelagic
200,1991-08-27,10,M,H_M,1.258925411794167e-7,median,LMP chem,pelagic
200,1991-08-27,16,H,cond_uScm,71.4,median,LMP chem,pelagic
200,1991-08-27,16,H,H_M,1.99526231496888e-7,median,LMP chem,pelagic
200,1991-08-27,16,H,TP_mgl,0.003,median,LMP chem,pelagic
200,1992-05-26,4,E,cond_uScm,68.2,median,LMP chem,pelagic
200,1992-05-26,4,E,H_M,3.1622776601683813e-7,median,LMP chem,pelagic
200,1992-05-26,10,M,cond_uScm,67.9,median,LMP chem,pelagic
200,1992-05-26,10,M,H_M,3.1622776601683813e-7,median,LMP chem,pelagic
200,1992-05-26,16,H,cond_uScm,68.4,median,LMP chem,pelagic
200,1992-05-26,16,H,H_M,3.1622776601683813e-7,median,LMP chem,pelagic
200,1992-05-26,16,H,TP_mgl,0.003,median,LMP chem,pelagic
200,1992-07-01,4,E,cond_uScm,71.9,median,LMP chem,pelagic
200,1992-07-01,4,E,H_M,1.5848931924611151e-7,median,LMP chem,pelagic
200,1992-07-01,10,M,cond_uScm,78.2,median,LMP chem,pelagic
200,1992-07-01,10,M,H_M,1.5848931924611151e-7,median,LMP chem,pelagic
200,1992-07-01,16,H,cond_uScm,70.5,median,LMP chem,pelagic
200,1992-07-01,16,H,H_M,1.5848931924611151e-7,median,LMP chem,pelagic
200,1992-07-01,16,H,TP_mgl,0.003,median,LMP chem,pelagic
200,1992-07-29,4,E,cond_uScm,72.5,median,LMP chem,pelagic
200,1992-07-29,4,E,H_M,2.511886431509584e-7,median,LMP chem,pelagic
200,1992-07-29,10,M,cond_uScm,71.1,median,LMP chem,pelagic
200,1992-07-29,10,M,H_M,3.1622776601683813e-7,median,LMP chem,pelagic
200,1992-07-29,16,H,cond_uScm,70.8,median,LMP chem,pelagic
200,1992-07-29,16,H,H_M,3.1622776601683813e-7,median,LMP chem,pelagic
200,1992-07-29,16,H,TP_mgl,0.004,median,LMP chem,pelagic
200,1992-08-28,4,E,cond_uScm,73.7,median,LMP chem,pelagic
200,1992-08-28,4,E,H_M,1.0000000000000007e-7,median,LMP chem,pelagic
200,1992-08-28,10,M,cond_uScm,75.1,median,LMP chem,pelagic
200,1992-08-28,10,M,H_M,1.0000000000000007e-7,median,LMP chem,pelagic
200,1992-08-28,16,H,cond_uScm,82.9,median,LMP chem,pelagic
200,1992-08-28,16,H,H_M,1.0000000000000007e-7,median,LMP chem,pelagic
200,1992-08-28,16,H,TP_mgl,0.001,median,LMP chem,pelagic
200,1993-05-16,4,E,cond_uScm,77.5,median,LMP chem,pelagic
200,1993-05-16,4,E,H_M,2.511886431509584e-7,median,LMP chem,pelagic
200,1993-05-16,4,E,turb_NTU,0.63,median,LMP chem,pelagic
200,1993-05-16,10,M,H_M,2.511886431509584e-7,median,LMP chem,pelagic
200,1993-05-16,10,M,turb_NTU,0.7,median,LMP chem,pelagic
200,1993-05-16,16,H,cond_uScm,78.2,median,LMP chem,pelagic
200,1993-05-16,16,H,H_M,4.89778819368447e-7,median,LMP chem,pelagic
200,1993-05-16,16,H,turb_NTU,0.63,median,LMP chem,pelagic
200,1993-05-30,4,E,alk_mglCaCO3,3.5,median,LMP chem,pelagic
200,1993-05-30,4,E,cond_uScm,69.2,median,LMP chem,pelagic
200,1993-05-30,4,E,H_M,3.981071705534972e-7,median,LMP chem,pelagic
200,1993-05-30,4,E,TP_mgl,0.004,median,LMP chem,pelagic
200,1993-05-30,4,E,turb_NTU,0.5,median,LMP chem,pelagic
200,1993-05-30,10,M,alk_mglCaCO3,3.5,median,LMP chem,pelagic
200,1993-05-30,10,M,cond_uScm,69.1,median,LMP chem,pelagic
200,1993-05-30,10,M,H_M,3.981071705534972e-7,median,LMP chem,pelagic
200,1993-05-30,10,M,TP_mgl,0.009,median,LMP chem,pelagic
200,1993-05-30,10,M,turb_NTU,0.5,median,LMP chem,pelagic
200,1993-05-30,16,H,alk_mglCaCO3,3.7,median,LMP chem,pelagic
200,1993-05-30,16,H,cond_uScm,69.9,median,LMP chem,pelagic
200,1993-05-30,16,H,H_M,4.4668359215096386e-7,median,LMP chem,pelagic
200,1993-05-30,16,H,TP_mgl,0.009,median,LMP chem,pelagic
200,1993-05-30,16,H,turb_NTU,0.6,median,LMP chem,pelagic
200,1993-06-13,4,E,alk_mglCaCO3,4,median,LMP chem,pelagic
200,1993-06-13,4,E,cond_uScm,76.7,median,LMP chem,pelagic
200,1993-06-13,4,E,H_M,3.1622776601683813e-7,median,LMP chem,pelagic
200,1993-06-13,4,E,TP_mgl,0.005,median,LMP chem,pelagic
200,1993-06-13,4,E,turb_NTU,0.6,median,LMP chem,pelagic
200,1993-06-13,10,M,cond_uScm,76.7,median,LMP chem,pelagic
200,1993-06-13,10,M,H_M,3.1622776601683813e-7,median,LMP chem,pelagic
200,1993-06-13,10,M,TP_mgl,0.007,median,LMP chem,pelagic
200,1993-06-13,10,M,turb_NTU,0.5,median,LMP chem,pelagic
200,1993-06-13,16,H,cond_uScm,77,median,LMP chem,pelagic
200,1993-06-13,16,H,H_M,3.981071705534972e-7,median,LMP chem,pelagic
200,1993-06-13,16,H,turb_NTU,0.9,median,LMP chem,pelagic
200,1993-06-27,4,E,alk_mglCaCO3,3.7,median,LMP chem,pelagic
200,1993-06-27,4,E,cond_uScm,76.1,median,LMP chem,pelagic
200,1993-06-27,4,E,H_M,2.511886431509584e-7,median,LMP chem,pelagic
200,1993-06-27,4,E,TP_mgl,0.013000000000000001,median,LMP chem,pelagic
200,1993-06-27,4,E,turb_NTU,0.4,median,LMP chem,pelagic
200,1993-06-27,10,M,cond_uScm,76.6,median,LMP chem,pelagic
200,1993-06-27,10,M,H_M,3.5481338923357563e-7,median,LMP chem,pelagic
200,1993-06-27,10,M,TP_mgl,0.011,median,LMP chem,pelagic
200,1993-06-27,10,M,turb_NTU,0.6,median,LMP chem,pelagic
200,1993-06-27,16,H,cond_uScm,76.8,median,LMP chem,pelagic
200,1993-06-27,16,H,H_M,5.011872336272729e-7,median,LMP chem,pelagic
200,1993-06-27,16,H,TP_mgl,0.007,median,LMP chem,pelagic
200,1993-06-27,16,H,turb_NTU,0.6,median,LMP chem,pelagic
200,1993-07-11,4,E,alk_mglCaCO3,3.9,median,LMP chem,pelagic
200,1993-07-11,4,E,cond_uScm,77.5,median,LMP chem,pelagic
200,1993-07-11,4,E,H_M,1.99526231496888e-7,median,LMP chem,pelagic
200,1993-07-11,4,E,TP_mgl,0.003,median,LMP chem,pelagic
200,1993-07-11,4,E,turb_NTU,0.5,median,LMP chem,pelagic
200,1993-07-11,10,M,cond_uScm,77.4,median,LMP chem,pelagic
200,1993-07-11,10,M,H_M,3.1622776601683813e-7,median,LMP chem,pelagic
200,1993-07-11,10,M,TP_mgl,0.003,median,LMP chem,pelagic
200,1993-07-11,10,M,turb_NTU,0.9,median,LMP chem,pelagic
200,1993-07-11,16,H,cond_uScm,77.6,median,LMP chem,pelagic
200,1993-07-11,16,H,H_M,6.309573444801935e-7,median,LMP chem,pelagic
200,1993-07-11,16,H,TP_mgl,0.006,median,LMP chem,pelagic
200,1993-07-11,16,H,turb_NTU,0.7,median,LMP chem,pelagic
200,1993-07-25,4,E,alk_mglCaCO3,4,median,LMP chem,pelagic
200,1993-07-25,4,E,cond_uScm,77.5,median,LMP chem,pelagic
200,1993-07-25,4,E,H_M,2.23872113856834e-7,median,LMP chem,pelagic
200,1993-07-25,4,E,TP_mgl,0.002,median,LMP chem,pelagic
200,1993-07-25,4,E,turb_NTU,0.5,median,LMP chem,pelagic
200,1993-07-25,10,M,cond_uScm,77,median,LMP chem,pelagic
200,1993-07-25,10,M,H_M,5.011872336272729e-7,median,LMP chem,pelagic
200,1993-07-25,10,M,TP_mgl,0.005,median,LMP chem,pelagic
200,1993-07-25,10,M,turb_NTU,0.6,median,LMP chem,pelagic
200,1993-07-25,16,H,cond_uScm,77.1,median,LMP chem,pelagic
200,1993-07-25,16,H,H_M,7.943282347242829e-7,median,LMP chem,pelagic
200,1993-07-25,16,H,TP_mgl,0.004,median,LMP chem,pelagic
