DateTime,Fsed_oxy,Ksed_oxy,theta_sed_oxy,RMSE
2021-02-17 10:06:14,-132.661130207773,41.1346628655102,1.1,5.6164998294962
2021-02-17 10:06:04,-132.661130207773,41.1346628655102,1.1,5.6164998294962
2021-02-17 10:05:55,-132.661130207773,41.1346628655102,1.1,5.6164998294962
2021-02-17 10:05:46,-81.1979159524334,70,1.1,6.54100843845065
2021-02-17 10:05:38,-102.207067740575,58.979247332723,1.1,6.53985777231629
2021-02-17 10:05:28,-122.209755326057,17.4971186904945,1.07298466362231,6.02254836167402
2021-02-17 10:05:20,-33.3237728140189,31.6486125852779,1.093646216046,7.24400528429278
2021-02-17 10:05:09,-115.584169261147,10,1.1,6.06628671656031
2021-02-17 10:04:59,-34.9247832410202,48.2654642367591,1.1,7.11567710206714
2021-02-17 10:04:49,-46.4609216944815,61.0655476623451,1.07297457791282,6.85506155645597
2021-02-17 10:04:40,-108.984229022596,12.5119462797085,1.1,6.46923207045378
2021-02-17 10:04:31,-150,43.1910111717734,1.1,5.96822224491854
2021-02-17 10:04:23,-72.0805800314232,24.883635360635,1.09997499398898,6.4129659083814
2021-02-17 10:04:14,-150,10,1.1,5.6568832094184
2021-02-17 10:04:05,-150,62.0788631120821,1.09963861797025,5.93295529787542
2021-02-17 10:03:56,-65.9175656562213,29.8636728590072,1.09073324492865,6.31739530476676
2021-02-17 10:03:46,10,51.7656696733079,1.081428130508,9.27423218792778
2021-02-17 10:03:39,-150,70,1.09190121482908,5.96342838515322
2021-02-17 10:03:32,-126.761037167048,70,1.06547620926477,5.88477829905455
2021-02-17 10:03:25,-77.2164412318214,53.1336529953801,1.06953684719133,5.97074845263497
2021-02-17 10:03:18,-135.987004637742,12.3081140535525,1.07707509766332,5.83532471383545
2021-02-17 10:03:11,-150,10,1.1,5.6568832094184
2021-02-17 10:03:02,-150,47.8331545575093,1.09160571210451,5.78207116133007
